col1,Unnamed: 0,NUMBER,ID_PARENT,FLUX_ISO,FLUXERR_ISO,MAG_ISO,MAGERR_ISO,BACKGROUND,ISOAREA_IMAGE,ISOAREAF_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,X_IMAGE,Y_IMAGE,X_IMAGE_DBL,Y_IMAGE_DBL,X_WORLD,Y_WORLD,A_IMAGE,B_IMAGE,THETA_IMAGE,ERRA_IMAGE,ERRB_IMAGE,ERRTHETA_IMAGE,XWIN_IMAGE,YWIN_IMAGE,XWIN_WORLD,YWIN_WORLD,X2WIN_IMAGE,Y2WIN_IMAGE,X2WIN_WORLD,Y2WIN_WORLD,AWIN_IMAGE,BWIN_IMAGE,THETAWIN_IMAGE,AWIN_WORLD,BWIN_WORLD,THETAWIN_WORLD,MU_THRESHOLD,FLAGS,FWHM_IMAGE,ELONGATION,ELLIPTICITY,CLASS_STAR,SUBDIV_NUMBER
142,142,3_9,3_3,1385.302,43.03835,17.9169,0.0337,195.2916,21.0,39.0,1934.0,0.0,1941.0899,0.0,1941.0899,0.0,192.27033521086048,27.9410038866236,5.928,0.289,0.0,0.48538,0.02314,0.0,1941.0899,0.0,192.27033521086048,27.9410038866236,31.372529792,3.5312472779,31.372529792,3.5312472779,5.646,1.739,7.61,5.646157,1.739163,7.61,22.7763,27.0,7.82,20.534,0.951,0.023,3.0
143,143,3_10,3_3,2851.273,60.8942,17.1331,0.0232,195.4366,33.0,79.0,1862.0,0.0,1898.0176,0.0,1898.0176,0.0,192.2840309388428,27.941377623156807,10.211,0.289,0.0,0.66913,0.0186,0.0,1898.0176,0.0,192.2840309388428,27.941377623156807,60.21182708,5.9710611619,60.21182708,5.9710611619,7.765,2.427,-2.22,7.764881,2.426831,-2.22,22.7905,27.0,10.28,35.372,0.972,0.001,3.0
144,144,3_11,3_3,538.123,26.1148,18.9435,0.0527,195.5451,15.0,15.0,1848.0,0.0,1844.9848,0.0,1844.9848,0.0,192.30089432931436,27.94183589940406,5.1,0.289,0.0,0.51938,0.02848,0.0,1844.9848,0.0,192.30089432931436,27.94183589940406,26.014906484,0.0833333,26.014906484,0.0833333,5.1,0.289,0.0,5.100481,0.2886751,0.0,22.8077,27.0,7.25,17.669,0.943,0.098,3.0
145,145,3_12,3_2,2884.059,59.1753,17.1207,0.0223,195.4642,25.0,79.0,1792.0,0.0,1793.8084,0.0,1793.8084,0.0,192.3171679855231,27.94227616896507,9.598,0.289,0.0,0.69651,0.02055,0.0,1793.8084,0.0,192.3171679855231,27.94227616896507,92.116939675,0.0833333,92.116939675,0.0833333,9.598,0.289,0.0,9.597757,0.2886751,0.0,22.8307,27.0,9.97,33.248,0.97,0.013,3.0
146,146,3_13,3_1,1019.105,33.87636,18.2502,0.0361,195.7291,17.0,26.0,1755.0,0.0,1741.8438,0.0,1741.8438,0.0,192.33369287253277,27.94272125522025,4.662,0.289,0.0,0.41709,0.02461,0.0,1741.8438,0.0,192.33369287253277,27.94272125522025,21.735075408,0.0833333,21.735075408,0.0833333,4.662,0.289,0.0,4.662089,0.2886751,0.0,22.8322,27.0,6.93,16.15,0.938,0.069,3.0
191,191,4_4,4_27,654.2634,30.29374,18.7314,0.0503,195.9285,16.0,20.0,2243.0,0.0,2242.5055,0.2316,2242.5055,0.2316,192.17450496513095,27.938284506070183,3.237,0.439,1.17,0.24428,0.03173,1.08,2242.5055,0.2316,192.17450496513095,27.938284506070183,10.474316099,0.19676556793,10.474316099,0.19676556793,3.237,0.439,1.17,3.23707,0.4387018,1.17,22.7928,26.0,7.12,7.379,0.864,0.416,4.0
192,192,4_5,4_27,1103.11,37.79988,18.1642,0.0372,195.8209,18.0,31.0,2231.0,0.0,2218.041,0.0,2218.041,0.0,192.18228046433745,27.93856756821363,6.675,0.289,0.0,0.61174,0.02564,0.0,2218.041,0.0,192.18228046433745,27.93856756821363,44.551235203,0.0833333,44.551235203,0.0833333,6.675,0.289,0.0,6.674671,0.2886751,0.0,22.7993,27.0,8.3,23.122,0.957,0.053,4.0
193,193,4_6,4_26,379.8095,21.96036,19.3218,0.0628,195.0873,8.0,11.0,2513.0,0.0,2514.8069,0.0,2514.8069,0.0,192.08793420152836,27.93589183054176,2.3,0.289,0.0,0.32351,0.04012,0.0,2514.8069,0.0,192.08793420152836,27.93589183054176,3.7612802139,0.15535836902,3.7612802139,0.15535836902,1.941,0.388,2.08,1.940633,0.388049,2.08,22.8255,27.0,4.84,7.966,0.874,0.45,4.0
194,194,4_7,4_24,1407.313,42.10239,17.8998,0.0325,195.0162,18.0,40.0,2478.0,0.0,2473.6484,0.0,2473.6484,0.0,192.1010189758872,27.93626702008077,4.935,0.289,0.0,0.45425,0.02531,0.0,2473.6484,0.0,192.1010189758872,27.93626702008077,24.353020356,0.0833333,24.353020356,0.0833333,4.935,0.289,0.0,4.934878,0.2886751,0.0,22.8187,25.0,7.13,17.095,0.942,0.022,4.0
195,195,4_8,4_23,810.6792,32.71509,18.4986,0.0438,194.9781,17.0,24.0,2449.0,0.0,2451.5049,0.0,2451.5049,0.0,192.10805864522732,27.936468325074955,4.806,0.289,0.0,0.4562,0.02674,0.0,2451.5049,0.0,192.10805864522732,27.936468325074955,18.949406647,0.092026852751,18.949406647,0.092026852751,4.358,0.222,-2.73,4.358012,0.2217394,-2.73,22.8145,27.0,7.04,16.648,0.94,0.055,4.0
196,196,4_9,4_19,708.9429,30.78197,18.6442,0.0472,195.0415,12.0,21.0,2427.0,0.0,2410.5665,0.0,2410.5665,0.0,192.12107342887225,27.93683948488272,3.405,0.289,0.0,0.39115,0.03263,0.0,2410.5665,0.0,192.12107342887225,27.93683948488272,11.59430853,0.0833333,11.59430853,0.0833333,3.405,0.289,0.0,3.405042,0.2886751,0.0,22.8046,25.0,5.91,11.795,0.915,0.371,4.0
197,197,4_10,4_17,1193.868,39.93344,18.0783,0.0363,195.2741,15.0,35.0,2395.0,0.0,2383.5897,0.0,2383.5897,0.0,192.12964967696684,27.9370833512938,4.511,0.289,0.0,0.45151,0.0283,0.0,2383.5897,0.0,192.12964967696684,27.9370833512938,20.352682645,0.0833333,20.352682645,0.0833333,4.511,0.289,0.0,4.511395,0.2886751,0.0,22.7977,27.0,6.81,15.628,0.936,0.064,4.0
198,198,4_11,4_16,643.6599,29.57317,18.7491,0.0499,195.455,9.0,19.0,2356.0,0.0,2363.0113,0.0,2363.0113,0.0,192.13619181278665,27.937268997105928,2.57,0.289,0.0,0.36002,0.04003,0.0,2363.0113,0.0,192.13619181278665,27.937268997105928,6.606936566,0.0833333,6.606936566,0.0833333,2.57,0.289,0.0,2.570396,0.2886751,0.0,22.7932,27.0,5.12,8.904,0.888,0.279,4.0
199,199,4_12,4_13,1351.292,43.42022,17.9439,0.0349,195.8516,18.0,41.0,2303.0,0.0,2307.4772,0.0,2307.4772,0.0,192.1538469142532,27.937768356039932,5.126,0.289,0.0,0.49648,0.0276,0.0,2307.4772,0.0,192.1538469142532,27.937768356039932,28.370332844,2.3360298528,28.370332844,2.3360298528,5.328,1.522,-1.54,5.328138,1.522272,-1.54,22.7921,25.0,7.27,17.755,0.944,0.016,4.0
200,200,4_13,4_10,795.1238,33.21815,18.5196,0.0454,195.9285,13.0,24.0,2273.0,0.0,2274.8237,0.0,2274.8237,0.0,192.16422803269435,27.93806086340208,3.699,0.289,0.0,0.40838,0.03141,0.0,2274.8237,0.0,192.16422803269435,27.93806086340208,13.680060868,0.0833333,13.680060868,0.0833333,3.699,0.289,0.0,3.698657,0.2886751,0.0,22.7918,25.0,6.16,12.813,0.922,0.107,4.0
201,201,4_14,4_8,383.8618,22.56572,19.3103,0.0638,195.9285,8.0,11.0,2255.0,0.0,2255.469,0.0,2255.469,0.0,192.17038127088213,27.9382338542526,2.212,0.289,0.0,0.29738,0.03727,0.0,2255.469,0.0,192.17038127088213,27.9382338542526,4.8930254422,0.0833333,4.8930254422,0.0833333,2.212,0.289,0.0,2.212018,0.2886751,0.0,22.7916,25.0,4.75,7.663,0.869,0.404,4.0
202,202,4_15,4_6,1441.013,43.05387,17.8741,0.0324,195.5364,20.0,41.0,2181.0,0.0,2180.9726,0.0,2180.9726,0.0,192.19406547915864,27.938897020515995,5.948,0.289,0.0,0.50398,0.02317,0.0,2180.9726,0.0,192.19406547915864,27.938897020515995,35.379841229,0.0833333,35.379841229,0.0833333,5.948,0.289,0.0,5.948096,0.2886751,0.0,22.8091,27.0,7.84,20.605,0.951,0.033,4.0
203,203,4_16,4_6,677.7749,28.47013,18.693,0.0456,195.4464,12.0,18.0,2149.0,0.0,2148.03,0.0,2148.03,0.0,192.2045389320007,27.93918892555549,3.389,0.289,0.0,0.36013,0.0298,0.0,2148.03,0.0,192.2045389320007,27.93918892555549,11.482334085,0.0833333,11.482334085,0.0833333,3.389,0.289,0.0,3.388559,0.2886751,0.0,22.8165,27.0,5.9,11.738,0.915,0.088,4.0
204,204,4_17,4_5,1949.298,49.23647,17.546,0.0274,195.4658,18.0,54.0,2088.0,0.0,2109.4187,0.0,2109.4187,0.0,192.2168148198638,27.93953001242252,5.043,0.289,0.0,0.45246,0.02518,0.0,2109.4187,0.0,192.2168148198638,27.93953001242252,25.433396081,0.0833333,25.433396081,0.0833333,5.043,0.289,0.0,5.043153,0.2886751,0.0,22.8165,25.0,7.21,17.47,0.943,0.053,4.0
205,205,4_18,4_4,714.0242,30.41871,18.6365,0.0463,195.5485,11.0,20.0,2068.0,0.0,2070.4013,0.0,2070.4013,0.0,192.22922004090265,27.93987354118746,3.114,0.289,0.0,0.34501,0.03117,0.0,2070.4013,0.0,192.22922004090265,27.93987354118746,9.6944342622,0.0833333,9.6944342622,0.0833333,3.114,0.289,0.0,3.113589,0.2886751,0.0,22.7942,27.0,5.65,10.786,0.907,0.362,4.0
206,206,4_19,4_1,264.3864,18.9398,19.7151,0.0778,195.6877,7.0,7.0,2009.0,0.0,2010.5009,0.0,2010.5009,0.0,192.24826529098425,27.94039870341172,2.009,0.289,0.0,0.27732,0.03855,0.0,2010.5009,0.0,192.24826529098425,27.94039870341172,4.0349682849,0.0833333,4.0349682849,0.0833333,2.009,0.289,0.0,2.008723,0.2886751,0.0,22.7372,27.0,4.52,6.958,0.856,0.504,4.0
207,207,4_20,4_1,1637.977,47.40068,17.735,0.0314,195.6217,16.0,46.0,2042.0,0.0,2039.0769,0.0,2039.0769,0.0,192.23917951642292,27.940148506521982,5.652,0.289,0.0,0.53521,0.0265,0.0,2039.0769,0.0,192.23917951642292,27.940148506521982,10.037225414,5.1706072683,10.037225414,5.1706072683,3.218,2.202,13.94,3.218219,2.202476,13.94,22.7645,27.0,7.64,19.58,0.949,0.135,4.0
245,245,5_2,5_33,783.752,32.27883,18.5353,0.0447,194.3106,12.0,24.0,2991.0,0.0,3002.5099,0.0,3002.5099,0.0,191.9328709205002,27.931343330161205,3.416,0.289,0.0,0.39688,0.0331,0.0,3002.5099,0.0,191.9328709205002,27.931343330161205,7.1852683426,0.5152142706,7.1852683426,0.5152142706,2.681,0.716,-1.2,2.68108,0.7157478,-1.2,22.8269,27.0,5.92,11.834,0.915,0.236,5.0
246,246,5_3,5_31,470.274,24.73604,19.0899,0.0571,194.4834,8.0,14.0,2979.0,0.0,2971.874,0.0,2971.874,0.0,191.94261319899755,27.931634712985,2.271,0.289,0.0,0.30687,0.03794,0.0,2971.874,0.0,191.94261319899755,27.931634712985,5.156219016,0.0833333,5.156219016,0.0833333,2.271,0.289,0.0,2.270731,0.2886751,0.0,22.8243,27.0,4.81,7.866,0.873,0.476,5.0
247,247,5_4,5_28,1866.551,49.79879,17.5931,0.029,194.7398,22.0,57.0,2916.0,0.0,2919.3892,0.0,2919.3892,0.0,191.959302716084,27.932132119263315,6.695,0.289,0.0,0.58002,0.02406,0.0,2919.3892,0.0,191.959302716084,27.932132119263315,32.150295149,3.2518639756,32.150295149,3.2518639756,5.672,1.799,-1.35,5.67153,1.798862,-1.35,22.8296,27.0,8.32,23.194,0.957,0.018,5.0
248,248,5_5,5_25,1380.442,42.36687,17.9207,0.0333,194.7398,13.0,42.0,2848.0,0.0,2864.9397,0.0,2864.9397,0.0,191.97661608208665,27.932645772753823,4.107,0.289,0.0,0.4548,0.03113,0.0,2864.9397,0.0,191.97661608208665,27.932645772753823,16.865816877,0.0833333,16.865816877,0.0833333,4.107,0.289,0.0,4.106802,0.2886751,0.0,22.84,27.0,6.5,14.226,0.93,0.232,5.0
249,249,5_6,5_22,933.9227,35.6308,18.345,0.0414,194.7172,8.0,30.0,2817.0,0.0,2825.5536,0.0,2825.5536,0.0,191.9891392208646,27.933015825034825,2.23,0.289,0.0,0.33671,0.04217,0.0,2825.5536,0.0,191.9891392208646,27.933015825034825,4.9708685069,0.0833333,4.9708685069,0.0833333,2.23,0.289,0.0,2.229544,0.2886751,0.0,22.8384,25.0,4.76,7.723,0.871,0.499,5.0
250,250,5_7,5_19,963.7578,35.19319,18.3108,0.0397,194.6906,15.0,29.0,2787.0,0.0,2787.4249,0.0,2787.4249,0.0,192.00126220663736,27.93337286894667,4.247,0.289,0.0,0.42113,0.02799,0.0,2787.4249,0.0,192.00126220663736,27.93337286894667,18.035978616,0.0833333,18.035978616,0.0833333,4.247,0.289,0.0,4.246879,0.2886751,0.0,22.8399,27.0,6.61,14.712,0.932,0.183,5.0
251,251,5_8,5_19,892.5131,33.27028,18.3942,0.0405,194.6686,10.0,26.0,2760.0,0.0,2759.5468,0.0,2759.5468,0.0,192.010125827754,27.93363318306165,2.893,0.289,0.0,0.37652,0.03553,0.0,2759.5468,0.0,192.010125827754,27.93363318306165,8.3681059885,0.0833333,8.3681059885,0.0833333,2.893,0.289,0.0,2.892768,0.2886751,0.0,22.844,27.0,5.44,10.021,0.9,0.201,5.0
252,252,5_9,5_17,1275.676,41.1946,18.0064,0.0351,194.7112,17.0,40.0,2745.0,0.0,2728.9033,0.0,2728.9033,0.0,192.01986851581623,27.933918598918986,4.889,0.289,0.0,0.47688,0.02805,0.0,2728.9033,0.0,192.01986851581623,27.933918598918986,23.906026379,0.0833333,23.906026379,0.0833333,4.889,0.289,0.0,4.889379,0.2886751,0.0,22.8431,25.0,7.1,16.937,0.941,0.006,5.0
253,253,5_10,5_34,546.4333,27.80452,18.9269,0.0553,194.2342,17.0,18.0,3021.0,3.0,3019.0268,1.5665,3019.0268,1.5665,191.9276351357192,27.93074590324368,2.726,1.228,28.92,0.22882,0.10066,26.75,3019.0268,1.5665,191.9276351357192,27.93074590324368,1.4225335633,2.8459534782,1.4225335633,2.8459534782,1.775,1.058,67.27,1.774536,1.058069,67.27,22.8275,24.0,10.96,2.22,0.55,0.574,5.0
254,254,5_11,5_8,665.3767,30.14829,18.7131,0.0492,195.462,8.0,20.0,2651.0,0.0,2645.0403,0.0,2645.0403,0.0,192.0465308726186,27.93469586387432,2.715,0.289,0.0,0.40678,0.04236,0.0,2645.0403,0.0,192.0465308726186,27.93469586387432,7.3733847238,0.0833333,7.3733847238,0.0833333,2.715,0.289,0.0,2.715398,0.2886751,0.0,22.7978,27.0,5.27,9.406,0.894,0.511,5.0
255,255,5_12,5_4,962.2802,35.59471,18.3125,0.0402,195.4699,18.0,28.0,2595.0,0.0,2593.613,0.0,2593.613,0.0,192.06288060733925,27.93516973665945,5.152,0.289,0.0,0.45098,0.02506,0.0,2593.613,0.0,192.06288060733925,27.93516973665945,26.538629927,0.0833333,26.538629927,0.0833333,5.152,0.289,0.0,5.151566,0.2886751,0.0,22.8115,25.0,7.29,17.846,0.944,0.125,5.0
256,256,5_13,5_1,2675.323,58.84787,17.2023,0.0239,195.5098,28.0,80.0,2545.0,0.0,2544.8236,0.0,2544.8236,0.0,192.0783915015334,27.935617367350872,8.403,0.289,0.0,0.65291,0.02162,0.0,2544.8236,0.0,192.0783915015334,27.935617367350872,70.618608804,0.0833333,70.618608804,0.0833333,8.403,0.289,0.0,8.403488,0.2886751,0.0,22.8466,27.0,9.32,29.111,0.966,0.002,5.0
295,295,6_2,6_36,596.1646,28.99518,18.8323,0.0528,194.2523,8.0,18.0,3047.0,0.0,3044.6132,0.0,3044.6132,0.0,191.91948140153525,27.93094162153526,2.3,0.289,0.0,0.30275,0.03781,0.0,3044.6132,0.0,191.91948140153525,27.93094162153526,4.1838156077,0.015786214844,4.1838156077,0.015786214844,2.045,0.126,0.06,2.045439,0.125622,0.06,22.7897,25.0,4.84,7.967,0.874,0.282,6.0
304,304,6_11,6_39,1732.624,48.147,17.674,0.0302,194.3832,47.0,51.0,3022.0,3.0,3023.6632,1.8577,3023.6632,1.8577,191.9261638156217,27.930619880773087,5.229,1.683,-6.4,0.22343,0.06388,-5.13,3023.6632,1.8577,191.9261638156217,27.930619880773087,3.0551712746,2.8118300804,3.0551712746,2.8118300804,1.757,1.667,18.8,1.757001,1.667318,18.8,22.8076,24.0,17.8,3.106,0.678,0.007,6.0
704,704,14_39,14_41,27222.53,298.9449,14.6834,0.0119,215.1346,331.0,357.0,6.0,1496.0,6.1915,1492.6841,6.1915,1492.6841,192.89814007025456,27.536950453301284,7.026,3.553,-88.13,0.04107,0.02178,-85.88,6.1915,1492.6841,192.89814007025456,27.536950453301284,13.510353938,27.381420098,13.510353938,27.381420098,5.234,3.674,88.33,5.23385,3.674042,88.33,21.9988,24.0,18.13,1.977,0.494,0.023,14.0
737,737,15_32,15_13,426.5104,24.25627,19.1959,0.0618,195.551,10.0,12.0,502.0,1146.0,502.4491,1146.4464,502.4491,1146.4464,192.73784907407563,27.63059190749271,1.568,0.497,89.77,0.12406,0.03673,89.93,502.4491,1146.4464,192.73784907407563,27.63059190749271,0.57405045025,1.5148790534,0.57405045025,1.5148790534,1.232,0.756,87.27,1.231678,0.7562402,87.27,22.7574,24.0,4.47,3.153,0.683,0.527,15.0
751,751,16_3,16_1,637.0067,28.08614,18.7604,0.0479,195.6647,12.0,15.0,1044.0,1004.0,1044.0742,1004.6364,1044.0742,1004.6364,192.56471968347304,27.66622516785336,1.382,0.702,0.15,0.08531,0.04083,-0.17,1044.0742,1004.6364,192.56471968347304,27.66622516785336,0.89799115178,0.4348506426,0.89799115178,0.4348506426,0.949,0.658,3.67,0.9486331,0.6579795,3.67,22.7281,24.0,4.03,1.969,0.492,0.756,16.0
806,806,17_3,17_1,1134.651,40.24581,18.1336,0.0385,195.8813,27.0,32.0,1989.0,1021.0,1989.1949,1021.0977,1989.1949,1021.0977,192.2650328446002,27.6537227990539,1.63,1.245,67.68,0.06981,0.05123,69.24,1989.1949,1021.0977,192.2650328446002,27.6537227990539,1.6927318728,1.9446275667,1.6927318728,1.9446275667,1.41,1.284,68.99,1.410047,1.284183,68.99,22.7396,0.0,5.79,1.309,0.236,0.161,17.0
845,845,17_42,17_4,1096.65,42.70724,18.1706,0.0423,195.7892,36.0,37.0,1990.0,1030.0,1990.0309,1030.4325,1990.0309,1030.4325,192.26485875764624,27.65109270076172,1.644,1.559,-80.15,0.07171,0.06885,-66.36,1990.0309,1030.4325,192.26485875764624,27.65109270076172,3.1795332002,3.4600602697,3.1795332002,3.4600602697,1.863,1.78,-79.35,1.862884,1.78024,-79.35,22.7384,0.0,5.94,1.055,0.052,0.004,17.0
847,847,17_44,17_51,80574.09,166.9989,13.5052,0.0023,204.3519,229.0,272.0,1822.0,1330.0,1820.528,1328.3243,1820.528,1328.3243,192.32148194291025,27.568848216027725,5.146,1.508,83.48,0.01555,0.00418,84.13,1820.528,1328.3243,192.32148194291025,27.568848216027725,1.1377496025,2.8195490015,1.1377496025,2.8195490015,1.764,0.92,69.0,1.763565,0.9204007,69.0,22.8815,3.0,10.14,3.412,0.707,1.0,17.0
988,988,20_43,20_8,262.4754,18.6495,19.723,0.0772,195.2502,7.0,8.0,2560.0,1057.0,2560.3495,1057.0395,2560.3495,1057.0395,192.0842785586286,27.63853612529051,1.121,0.477,-89.35,0.12147,0.04833,-89.91,2560.3495,1057.0395,192.0842785586286,27.63853612529051,0.27208530305,0.80806597062,0.27208530305,0.80806597062,0.9,0.521,-87.47,0.8995094,0.5206093,-87.47,22.827,24.0,3.58,2.351,0.575,0.455,20.0
994,994,21_1,21_1,1173.977,65.81799,18.0966,0.0609,212.1704,25.0,30.0,8.0,1507.0,8.9134,1507.3795,8.9134,1507.3795,192.8973984917028,27.532799454232368,2.171,1.028,4.95,0.08112,0.0384,5.04,8.9134,1507.3795,192.8973984917028,27.532799454232368,9.8443265988,7.1424984279,9.8443265988,7.1424984279,3.146,2.662,-7.98,3.146193,2.662386,-7.98,22.1518,24.0,8.94,2.111,0.526,0.015,21.0
1091,1091,23_3,23_58,885.5617,39.98708,18.4027,0.049,196.0354,27.0,31.0,1066.0,2016.0,1066.3,2015.7685,1066.3,2015.7685,192.56680291918175,27.381854887684387,2.284,0.967,4.12,0.11926,0.04935,4.01,1066.3,2015.7685,192.56680291918175,27.381854887684387,4.6063699495,2.3045435808,4.6063699495,2.3045435808,2.147,1.517,1.74,2.146739,1.517374,1.74,22.7205,24.0,8.89,2.362,0.577,0.021,23.0
1147,1147,24_2,24_1,942.7761,40.22176,18.3347,0.0463,198.3368,20.0,31.0,1820.0,1508.0,1820.161,1513.3711,1820.161,1513.3711,192.32337578524243,27.51685075202682,4.531,0.519,87.6,0.25958,0.03165,87.44,1820.161,1513.3711,192.32337578524243,27.51685075202682,5.8899522141,9.8438600911,5.8899522141,9.8438600911,3.143,2.42,-84.74,3.142883,2.419938,-84.74,22.7131,24.0,9.18,8.738,0.886,0.22,24.0
1192,1192,25_2,25_58,7574.06,114.5563,16.0724,0.0164,195.514,204.0,230.0,2078.0,2010.0,2077.1631,2008.7246,2077.1631,2008.7246,192.24680786538516,27.375429120912223,6.329,2.425,31.86,0.09969,0.03886,32.2,2077.1631,2008.7246,192.24680786538516,27.375429120912223,21.441269487,14.773761162,21.441269487,14.773761162,4.919,3.467,28.39,4.918538,3.467422,28.39,22.6685,24.0,21.76,2.61,0.617,0.0,25.0
1379,1379,28_21,28_26,1724.178,50.09276,17.6793,0.0316,196.2951,43.0,51.0,1.0,2302.0,1.4266,2300.9547,1.4266,2300.9547,192.9062731109857,27.30975053693969,2.913,1.278,88.56,0.10245,0.04634,87.85,1.4266,2300.9547,192.9062731109857,27.30975053693969,2.5575654369,5.7024737322,2.5575654369,5.7024737322,2.389,1.598,88.23,2.388615,1.598298,88.23,22.7522,24.0,11.56,2.279,0.561,0.008,28.0
