col1_1,Unnamed: 0_1,NUMBER_1,ID_PARENT_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO_1,MAGERR_ISO_1,BACKGROUND_1,ISOAREA_IMAGE_1,ISOAREAF_IMAGE_1,XPEAK_IMAGE_1,YPEAK_IMAGE_1,X_IMAGE_1,Y_IMAGE_1,X_IMAGE_DBL_1,Y_IMAGE_DBL_1,X_WORLD_1,Y_WORLD_1,A_IMAGE_1,B_IMAGE_1,THETA_IMAGE_1,ERRA_IMAGE_1,ERRB_IMAGE_1,ERRTHETA_IMAGE_1,XWIN_IMAGE_1,YWIN_IMAGE_1,XWIN_WORLD_1,YWIN_WORLD_1,X2WIN_IMAGE_1,Y2WIN_IMAGE_1,X2WIN_WORLD_1,Y2WIN_WORLD_1,AWIN_IMAGE_1,BWIN_IMAGE_1,THETAWIN_IMAGE_1,AWIN_WORLD_1,BWIN_WORLD_1,THETAWIN_WORLD_1,MU_THRESHOLD_1,FLAGS_1,FWHM_IMAGE_1,ELONGATION_1,ELLIPTICITY_1,CLASS_STAR_1,SUBDIV_NUMBER_1,col1_2,Unnamed: 0_2,NUMBER_2,ID_PARENT_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO_2,MAGERR_ISO_2,BACKGROUND_2,ISOAREA_IMAGE_2,ISOAREAF_IMAGE_2,XPEAK_IMAGE_2,YPEAK_IMAGE_2,X_IMAGE_2,Y_IMAGE_2,X_IMAGE_DBL_2,Y_IMAGE_DBL_2,X_WORLD_2,Y_WORLD_2,A_IMAGE_2,B_IMAGE_2,THETA_IMAGE_2,ERRA_IMAGE_2,ERRB_IMAGE_2,ERRTHETA_IMAGE_2,XWIN_IMAGE_2,YWIN_IMAGE_2,XWIN_WORLD_2,YWIN_WORLD_2,X2WIN_IMAGE_2,Y2WIN_IMAGE_2,X2WIN_WORLD_2,Y2WIN_WORLD_2,AWIN_IMAGE_2,BWIN_IMAGE_2,THETAWIN_IMAGE_2,AWIN_WORLD_2,BWIN_WORLD_2,THETAWIN_WORLD_2,MU_THRESHOLD_2,FLAGS_2,FWHM_IMAGE_2,ELONGATION_2,ELLIPTICITY_2,CLASS_STAR_2,SUBDIV_NUMBER_2,Separation
1,1,0_2,0_2,10792.97,42.06353,15.6879,0.0042,-0.01173345,4.0,4.0,3.0,3.0,2.9731,3.2795,2.9731,3.2795,192.88692221372872,27.95562795841681,0.534,0.331,88.98,0.00208,0.00129,88.98,2.9731,3.2795,192.88692221372872,27.95562795841681,0.085391517473,0.11416575559,0.085391517473,0.11416575559,0.338,0.292,89.93,0.3378843,0.2922182,89.93,31.7773,16.0,0.93,1.613,0.38,1.0,0.0,3,3,0_4,0_1,14045.25,86.23553,15.4019,0.0067,195.0931,118.0,123.0,3.0,3.0,2.8147,3.2220000000000004,2.8147,3.2220000000000004,192.88697212877932,27.95564529049337,11.678,1.69,-4.66,0.15036,0.01351,-4.57,2.8147,3.2220000000000004,192.88697212877932,27.95564529049337,1.2422122985,1.3360744403,1.2422122985,1.3360744403,1.156,1.115,88.19,1.155927,1.114504,88.19,22.7777,26.0,3.21,6.912,0.855,0.813,0.0,0.16851353061401309
2,2,0_3,0_1,53250.09,93.43192,13.9549,0.0019,2.459202E-4,4.0,4.0,136.0,2.0,136.4397,2.1177,136.4397,2.1177,192.8444568622044,27.954961438378817,0.497,0.321,-4.73,8.7E-4,5.6E-4,-4.73,136.4397,2.1177,192.8444568622044,27.954961438378817,0.24679717253,0.10469343854,0.24679717253,0.10469343854,0.497,0.324,-0.59,0.4968019,0.3235406,-0.59,35.4296,16.0,1.15,1.551,0.355,1.0,0.0,2,2,0_3,0_1,75126.28,188.1218,13.5813,0.0027,195.6737,545.0,560.0,136.0,2.0,136.4692,2.3076,136.4692,2.3076,192.84444904357449,27.95490785162375,80.816,1.604,-0.5,0.45847,0.00518,-0.5,136.4692,2.3076,192.84444904357449,27.95490785162375,2.4624118149,2.0162469373,2.4624118149,2.0162469373,1.569,1.42,0.15,1.569208,1.419945,0.15,22.8066,26.0,3.56,50.372,0.98,0.773,0.0,0.1921776782043135
11,11,0_12,0_599,1739.825,16.88837,17.6695,0.0105,-3.963157E-5,27.0,27.0,388.0,493.0,387.7446,492.8235,387.7446,492.8235,192.76866787722776,27.815166977290275,1.066,1.052,41.59,0.01034,0.01021,41.59,387.7446,492.8235,192.76866787722776,27.815166977290275,0.6246228767,0.5231184888,0.6246228767,0.5231184888,0.791,0.722,7.48,0.7914565,0.7220374,7.48,52.3371,0.0,2.6,1.013,0.013,1.0,0.0,45,45,0_46,0_45,1507.6,44.18604,17.825,0.0318,195.0662,35.0,40.0,388.0,493.0,387.786,492.8869,387.786,492.8869,192.7686552607917,27.815148845692345,1.638,1.474,-16.0,0.05706,0.04999,-18.12,387.786,492.8869,192.7686552607917,27.815148845692345,1.8262794218,1.7348845889,1.8262794218,1.7348845889,1.351,1.317,0.14,1.351399,1.31715,0.14,22.7651,0.0,4.68,1.112,0.1,0.034,0.0,0.07572001056524637
16,16,0_17,0_594,1843.431,17.38395,17.6067,0.0102,1.142924E-4,10.0,10.0,77.0,491.0,77.2898,490.7655,77.2898,490.7655,192.86729861979347,27.818068898802856,0.608,0.568,-15.41,0.00574,0.00535,-15.41,77.2898,490.7655,192.86729861979347,27.818068898802856,0.19928235039,0.16684604508,0.19928235039,0.16684604508,0.448,0.407,-11.84,0.4480783,0.4066377,-11.84,45.227,0.0,1.3,1.071,0.067,1.0,0.0,46,46,0_47,0_44,1511.389,40.44403,17.8223,0.0291,195.2717,29.0,33.0,77.0,491.0,77.3067,490.848,77.3067,490.848,192.86729393276272,27.81804558593221,1.426,1.29,-57.4,0.04809,0.04124,-63.84,77.3067,490.848,192.86729393276272,27.81804558593221,1.0396413736,0.98770683404,1.0396413736,0.98770683404,1.024,0.99,-19.99,1.023504,0.9898427,-19.99,22.7721,0.0,3.39,1.105,0.095,0.914,0.0,0.08421318186606304
23,23,0_24,0_587,1150.87,13.73562,18.1182,0.013,9.816403E-6,16.0,16.0,473.0,484.0,472.9597,484.7778,472.9597,484.7778,192.74151836892565,27.816779519190025,0.925,0.857,-22.39,0.01104,0.01023,-22.39,472.9597,484.7778,192.74151836892565,27.816779519190025,0.50429320467,0.50074219438,0.50429320467,0.50074219438,0.711,0.706,-30.65,0.711488,0.706272,-30.65,56.0204,0.0,2.7,1.079,0.073,1.0,0.0,47,47,0_48,0_43,901.1025,35.61653,18.3838,0.0429,194.6733,24.0,27.0,473.0,485.0,472.9423,484.8599,472.9423,484.8599,192.7415246031984,27.81675657976434,1.335,1.312,-18.67,0.06264,0.0622,-38.1,472.9423,484.8599,192.7415246031984,27.81675657976434,1.629025387,1.5615602541,1.629025387,1.5615602541,1.276,1.25,-2.75,1.276394,1.249562,-2.75,22.7456,0.0,4.3,1.018,0.018,0.138,0.0,0.08392359620509093
45,45,0_46,0_565,5922.435,31.15912,16.3395,0.0057,-3.025626E-5,9.0,9.0,421.0,468.0,421.0031,467.9852,421.0031,467.9852,192.75788664689213,27.821894775289827,0.502,0.479,-23.24,0.00264,0.00252,-23.24,421.0031,467.9852,192.75788664689213,27.821894775289827,0.10393618433,0.10226636401,0.10393618433,0.10226636401,0.322,0.32,-1.6,0.3223934,0.3197891,-1.6,54.2151,0.0,2.86,1.05,0.047,1.0,0.0,4,4,0_5,0_42,5375.238,57.40735,16.4447,0.0116,195.1427,52.0,57.0,421.0,468.0,421.0053,468.0814,421.0053,468.0814,192.75788676918745,27.821867723404303,1.586,1.547,4.31,0.02207,0.02141,30.99,421.0053,468.0814,192.75788676918745,27.821867723404303,1.0490947021,1.0181159699,1.0490947021,1.0181159699,1.024,1.009,-6.41,1.024446,1.008821,-6.41,22.7593,0.0,3.23,1.025,0.025,0.981,0.0,0.09622515263688004
63,63,0_64,0_547,468.1452,8.760429,19.0948,0.0203,7.275271E-5,9.0,9.0,248.0,452.0,247.9207,452.0986,247.9207,452.0986,192.8127579320657,27.82766661980208,0.8,0.587,-44.67,0.01497,0.01099,-44.67,247.9207,452.0986,192.8127579320657,27.82766661980208,0.29213146513,0.32702903774,0.29213146513,0.32702903774,0.605,0.503,-53.94,0.6053214,0.502739,-53.94,99.0,0.0,2.27,1.362,0.266,1.0,0.0,6,6,0_7,0_41,236.909,20.33404,19.8343,0.0932,196.2749,9.0,9.0,248.0,452.0,247.9239,452.1772,247.9239,452.1772,192.8127575754303,27.82764450557452,1.016,0.654,-31.97,0.10819,0.06694,-29.77,247.9239,452.1772,192.8127575754303,27.82764450557452,0.90462530515,0.96687132362,0.90462530515,0.96687132362,1.018,0.914,-54.05,1.017783,0.91412,-54.05,22.8592,0.0,4.84,1.554,0.356,0.544,0.0,0.07866511297905836
77,77,0_78,0_533,1475.441,15.55235,17.8484,0.0114,4.48863E-4,11.0,11.0,251.0,438.0,250.7096,437.7434,250.7096,437.7434,192.81175102741776,27.831680170279466,0.708,0.631,-28.5,0.00747,0.00665,-28.5,250.7096,437.7434,192.81175102741776,27.831680170279466,0.27250013548,0.26427506591,0.27250013548,0.26427506591,0.536,0.499,-38.88,0.5364467,0.4989991,-38.88,99.0,0.0,1.58,1.123,0.11,1.0,0.0,8,8,0_9,0_39,1170.707,37.4085,18.0996,0.0347,195.5569,26.0,29.0,251.0,438.0,250.6889,437.7617,250.6889,437.7617,192.8117577596932,27.83167518242615,1.394,1.235,-32.14,0.05403,0.04646,-35.16,250.6889,437.7617,192.8117577596932,27.83167518242615,1.1907653656,1.1138914585,1.1907653656,1.1138914585,1.096,1.05,-19.43,1.096213,1.050225,-19.43,22.808,0.0,3.71,1.129,0.114,0.616,0.0,0.02762933223949863
80,80,0_81,0_530,1780.026,17.08238,17.6447,0.0104,-8.002026E-6,10.0,10.0,443.0,437.0,443.3889,437.1821,443.3889,437.1821,192.75050868308136,27.830380846059683,0.666,0.598,43.05,0.0064,0.00574,43.05,443.3889,437.1821,192.75050868308136,27.830380846059683,0.23365108653,0.21847254153,0.23365108653,0.21847254153,0.49,0.46,29.18,0.4904391,0.4599926,29.18,52.1634,0.0,1.49,1.114,0.102,1.0,0.0,7,7,0_8,0_40,1440.807,39.9768,17.8742,0.0301,195.6627,31.0,32.0,443.0,437.0,443.4498,437.3317,443.4498,437.3317,192.75049060668735,27.830338340258272,1.369,1.321,37.9,0.04501,0.04466,59.26,443.4498,437.3317,192.75049060668735,27.830338340258272,1.0376090265,1.0209404697,1.0376090265,1.0209404697,1.033,0.996,38.58,1.032846,0.9958808,38.58,22.7799,0.0,3.45,1.036,0.035,0.904,0.0,0.16152080361367288
97,97,0_98,0_513,411.8819,8.217155,19.2338,0.0217,-5.961772E-6,10.0,10.0,134.0,425.0,134.4672,424.7783,134.4672,424.7783,192.84858376409912,27.836191779031942,0.698,0.634,7.13,0.01392,0.01265,7.13,134.4672,424.7783,192.84858376409912,27.836191779031942,0.27645432034,0.25638139037,0.27645432034,0.25638139037,0.53,0.502,22.92,0.529929,0.5020069,22.92,38.9038,0.0,1.66,1.101,0.091,1.0,0.0,10,10,0_11,0_37,230.6208,20.40729,19.8635,0.0961,195.7725,9.0,9.0,134.0,425.0,134.3191,424.8855,134.3191,424.8855,192.8486317181668,27.836162750127905,0.914,0.685,20.69,0.10303,0.07432,20.32,134.3191,424.8855,192.8486317181668,27.836162750127905,0.91369852023,0.80740527554,0.91369852023,0.80740527554,0.958,0.896,10.97,0.9580449,0.8962442,10.97,22.7999,0.0,3.55,1.336,0.251,0.59,0.0,0.18282628366839115
101,101,0_102,0_509,8424.79,37.16333,15.9568,0.0048,-2.658536E-7,9.0,9.0,223.0,422.0,222.58,421.7262,222.58,421.7262,192.82055641319923,27.83639250568317,0.539,0.504,-25.91,0.00238,0.00222,-25.91,222.58,421.7262,192.82055641319923,27.83639250568317,0.23303138906,0.14954414757,0.23303138906,0.14954414757,0.483,0.386,-4.29,0.4832235,0.3860967,-4.29,52.5534,0.0,1.11,1.07,0.065,1.0,0.0,9,9,0_10,0_38,7732.692,64.53452,16.0499,0.0091,195.635,64.0,70.0,223.0,422.0,222.6679,421.8225,222.6679,421.8225,192.82052928454195,27.836364782984447,1.684,1.636,31.83,0.01874,0.01805,34.26,222.6679,421.8225,192.82052928454195,27.836364782984447,1.1143486291,1.0868207373,1.1143486291,1.0868207373,1.056,1.042,-11.01,1.05614,1.041988,-11.01,22.8119,0.0,3.27,1.029,0.028,0.976,0.0,0.13038443158596613
112,112,0_113,0_498,266437.6,208.9935,12.2067,9.0E-4,0.001074644,9.0,9.0,413.0,409.0,413.2213,409.4267,413.2213,409.4267,192.7598602225108,27.838410586446397,0.634,0.563,1.32,5.0E-4,4.4E-4,1.32,413.2213,409.4267,192.7598602225108,27.838410586446397,0.24465095071,0.25940359922,0.24465095071,0.25940359922,0.51,0.494,-81.57,0.5096421,0.4942868,-81.57,99.0,4.0,1.35,1.126,0.112,1.0,0.0,11,11,0_12,0_36,269973.6,237.2862,12.1924,0.001,195.8689,267.0,284.0,413.0,409.0,413.2252,409.5086,413.2252,409.5086,192.75985968133557,27.838387540698648,2.041,2.005,83.88,0.00252,0.00246,75.42,413.2252,409.5086,192.75985968133557,27.838387540698648,1.1579080003,1.1479354175,1.1579080003,1.1479354175,1.077,1.07,-22.82,1.077058,1.070416,-22.82,22.7988,0.0,3.23,1.018,0.018,0.992,0.0,0.0819928045623698
123,123,0_124,0_487,649.0186,10.31487,18.7401,0.0173,-0.01147413,10.0,10.0,225.0,404.0,225.1243,404.1411,225.1243,404.1411,192.81960046961424,27.841315674835208,0.773,0.595,57.56,0.01229,0.00945,57.56,225.1243,404.1411,192.81960046961424,27.841315674835208,0.26247077531,0.29610517813,0.26247077531,0.29610517813,0.566,0.488,57.19,0.56572,0.4884024,57.19,30.6481,0.0,1.86,1.301,0.231,1.0,0.0,13,13,0_14,0_34,381.8909,24.47962,19.3159,0.0696,195.6687,11.0,13.0,225.0,404.0,225.294,404.293,225.294,404.293,192.81954780752235,27.84127171334929,1.006,0.863,46.86,0.07751,0.06564,45.15,225.294,404.293,192.81954780752235,27.84127171334929,0.92408138349,0.9878378143,0.92408138349,0.9878378143,1.005,0.95,62.95,1.005143,0.9495293,62.95,22.8136,0.0,3.61,1.166,0.142,0.589,0.0,0.22775359492224406
124,124,0_125,0_486,675.4756,10.52301,18.6967,0.0169,1.104028E-5,15.0,15.0,78.0,404.0,77.7031,403.5588,77.7031,403.5588,192.86644649846917,27.84257650342244,0.995,0.78,-60.44,0.01551,0.01216,-60.44,77.7031,403.5588,192.86644649846917,27.84257650342244,0.44309012,0.50288465883,0.44309012,0.50288465883,0.716,0.658,-69.35,0.7160924,0.658169,-69.35,99.0,0.0,2.81,1.275,0.216,1.0,0.0,14,14,0_15,0_33,397.6017,26.44083,19.2721,0.0722,196.2004,14.0,15.0,78.0,404.0,77.6375,403.5919,77.6375,403.5919,192.86646761819424,27.84256768554553,1.087,0.965,-45.64,0.08347,0.07286,-44.93,77.6375,403.5919,192.86646761819424,27.84256768554553,1.4853147778,1.5818403933,1.4853147778,1.5818403933,1.272,1.203,-62.24,1.27234,1.203456,-62.24,22.8225,0.0,5.03,1.127,0.112,0.046,0.0,0.07347768368695227
139,139,0_140,0_472,478.1535,8.853577,19.0718,0.0201,-4.030125E-5,12.0,12.0,473.0,395.0,473.1677,395.1817,473.1677,395.1817,192.74068367614757,27.8419565456056,0.846,0.696,28.67,0.01567,0.0129,28.67,473.1677,395.1817,192.74068367614757,27.8419565456056,0.41346944269,0.38225743769,0.41346944269,0.38225743769,0.67,0.589,36.08,0.6699309,0.5889987,36.08,36.3154,0.0,2.3,1.215,0.177,1.0,0.0,15,15,0_16,0_32,239.5663,21.75826,19.8222,0.0986,196.1755,9.0,10.0,473.0,395.0,473.19,395.0469,473.19,395.0469,192.74067543173703,27.84199425654604,0.938,0.758,-0.43,0.09956,0.07896,-0.1,473.19,395.0469,192.74067543173703,27.84199425654604,1.2361286734,1.158378472,1.2361286734,1.158378472,1.125,1.063,27.6,1.12488,1.062616,27.6,22.7868,0.0,4.94,1.237,0.192,0.458,0.0,0.13663209725388303
149,149,0_150,0_462,384.9461,7.943924,19.3072,0.0224,-5.553262E-5,2.0,2.0,436.0,391.0,436.0753,391.0,436.0753,391.0,192.7524384922044,27.84341490490177,0.391,0.289,0.0,0.00807,0.00596,0.0,436.0753,391.0,192.7524384922044,27.84341490490177,0.087831361681,0.0833333,0.087831361681,0.0833333,0.296,0.289,0.0,0.2963636,0.2886751,0.0,36.2364,0.0,1.89,1.355,0.262,1.0,0.0,16,16,0_17,0_31,229.7419,18.39082,19.8676,0.0869,195.4027,2.0,7.0,436.0,391.0,436.2616,391.0052,436.2616,391.0052,192.7523793172304,27.84341202330397,0.676,0.643,88.2,0.07053,0.06548,89.99,436.2616,391.0052,192.7523793172304,27.84341202330397,0.096773536471,0.093312848827,0.096773536471,0.093312848827,0.311,0.305,0.9,0.3110859,0.3054701,0.9,22.7506,0.0,0.73,1.05,0.048,0.74,0.0,0.18637255699266772
196,196,0_197,0_415,480.8875,8.878852,19.0656,0.0201,-1.285276E-4,11.0,11.0,30.0,349.0,30.7,348.4793,30.7,348.4793,192.8809299235484,27.858404383219504,0.781,0.67,20.67,0.01442,0.01236,20.67,30.7,348.4793,192.8809299235484,27.858404383219504,0.32637144666,0.30338322462,0.32637144666,0.30338322462,0.579,0.543,-27.7,0.5788924,0.542806,-27.7,39.7606,0.0,2.21,1.166,0.142,1.0,0.0,17,17,0_18,0_30,269.6833,22.72045,19.6936,0.0915,195.3603,9.0,11.0,30.0,349.0,30.4786,348.388,30.4786,348.388,192.88099953532227,27.858431676924777,0.952,0.822,-18.65,0.0948,0.08222,-18.35,30.4786,348.388,192.88099953532227,27.858431676924777,1.1928958771,1.115857518,1.1928958771,1.115857518,1.092,1.056,-0.54,1.092201,1.056338,-0.54,22.7648,0.0,3.62,1.159,0.137,0.476,0.0,0.23948622089800517
212,212,0_213,0_399,514.9894,9.18828,18.9912,0.0194,-0.00272232,13.0,13.0,322.0,330.0,321.714,330.1268,321.714,330.1268,192.78827541649875,27.861389844625435,0.928,0.732,-27.0,0.01656,0.01305,-27.0,321.714,330.1268,192.78827541649875,27.861389844625435,0.45932067366,0.43633460271,0.45932067366,0.43633460271,0.691,0.647,-33.42,0.6906916,0.6469933,-33.42,32.2578,0.0,2.73,1.268,0.211,1.0,0.0,21,21,0_22,0_26,248.5617,21.47935,19.7822,0.0938,195.1743,10.0,10.0,322.0,330.0,321.8112,330.0982,321.8112,330.0982,192.7882442746663,27.86139714755171,0.973,0.761,-27.51,0.10286,0.07794,-26.62,321.8112,330.0982,192.7882442746663,27.86139714755171,1.5918586765,1.5299367662,1.5918586765,1.5299367662,1.265,1.233,-19.41,1.265163,1.233353,-19.41,22.7712,0.0,4.86,1.279,0.218,0.482,0.0,0.10132028424751104
213,213,0_214,0_398,848.6739,11.79521,18.4489,0.0151,-1.592413E-4,11.0,11.0,305.0,330.0,305.5602,330.4054,305.5602,330.4054,192.79341309552908,27.86143353505442,0.753,0.598,70.35,0.01046,0.00831,70.35,305.5602,330.4054,192.79341309552908,27.86143353505442,0.2791102461,0.30364941889,0.2791102461,0.30364941889,0.563,0.516,59.65,0.5625338,0.5160576,59.65,47.5108,0.0,1.95,1.259,0.206,1.0,0.0,18,18,0_19,0_29,587.9963,29.18927,18.8473,0.0539,194.9664,16.0,18.0,305.0,330.0,305.5981,330.5283,305.5981,330.5283,192.79340208365804,27.86139871036759,1.101,1.079,69.04,0.06567,0.06504,-67.44,305.5981,330.5283,192.79340208365804,27.86139871036759,0.99992902586,1.0409902132,0.99992902586,1.0409902132,1.028,0.992,62.17,1.028033,0.9920019,62.17,22.7602,0.0,3.46,1.021,0.021,0.676,0.0,0.1286111192704668
215,215,0_216,0_396,2991.622,22.14565,17.081,0.008,-4.867001E-4,11.0,11.0,247.0,329.0,246.7227,329.3991,246.7227,329.3991,192.8121087691169,27.86215926655069,0.612,0.573,42.03,0.00453,0.00425,42.03,246.7227,329.3991,192.8121087691169,27.86215926655069,0.19880586736,0.23975028104,0.19880586736,0.23975028104,0.49,0.445,83.94,0.490119,0.4453533,83.94,34.3002,0.0,1.25,1.067,0.062,1.0,0.0,19,19,0_20,0_28,2572.656,46.93062,17.2448,0.0198,194.8414,38.0,43.0,247.0,329.0,246.6775,329.4366,246.6775,329.4366,192.8121234521908,27.862149067104905,1.537,1.415,43.43,0.03673,0.03217,44.78,246.6775,329.4366,192.8121234521908,27.862149067104905,1.1033989814,1.0806355537,1.1033989814,1.0806355537,1.053,1.037,24.9,1.053401,1.036523,24.9,22.7519,0.0,3.36,1.087,0.08,0.957,0.0,0.05873065639000789
216,216,0_217,0_395,3906.46,25.30619,16.7913,0.007,-1.243111E-4,9.0,9.0,32.0,328.0,31.7328,328.3233,31.7328,328.3233,192.8804360951658,27.864061840476914,0.561,0.541,-83.78,0.00363,0.0035,-83.78,31.7328,328.3233,192.8804360951658,27.864061840476914,0.15567314557,0.18281064256,0.15567314557,0.18281064256,0.428,0.394,-83.24,0.4280162,0.3940634,-83.24,40.2316,0.0,1.17,1.036,0.035,1.0,0.0,20,20,0_21,0_27,3463.053,51.68928,16.9221,0.0162,195.3314,44.0,49.0,32.0,328.0,31.762,328.4104,31.762,328.4104,192.88042753028012,27.864037144664927,1.533,1.515,36.84,0.0293,0.02814,59.46,31.762,328.4104,192.88042753028012,27.864037144664927,1.0862083561,1.077377533,1.0862083561,1.077377533,1.044,1.036,-28.36,1.043954,1.036217,-28.36,22.763,0.0,3.31,1.012,0.012,0.972,0.0,0.09186430209822363
224,224,0_225,0_387,3322.712,23.33895,16.967,0.0076,-0.004434982,11.0,11.0,264.0,321.0,264.4695,321.2393,264.4695,321.2393,192.80639867805812,27.86431908262792,0.61,0.544,87.94,0.00428,0.00382,87.94,264.4695,321.2393,192.80639867805812,27.86431908262792,0.25577022137,0.18802373306,0.25577022137,0.18802373306,0.506,0.434,-0.85,0.5057522,0.4335997,-0.85,31.7131,0.0,1.3,1.121,0.108,1.0,0.0,22,22,0_23,0_25,2924.761,48.5107,17.1055,0.018,195.0686,39.0,45.0,264.0,321.0,264.4686,321.3005,264.4686,321.3005,192.8063994782524,27.864301890100727,1.552,1.43,82.6,0.03286,0.02974,82.18,264.4686,321.3005,192.8063994782524,27.864301890100727,1.0641980833,1.1072436688,1.0641980833,1.1072436688,1.053,1.031,83.33,1.05254,1.03131,83.33,22.7679,0.0,3.38,1.085,0.078,0.959,0.0,0.06120661728929478
232,232,0_233,0_379,983.133,12.69525,18.2892,0.014,-0.01347207,10.0,10.0,26.0,317.0,25.8606,317.2644,25.8606,317.2644,192.88221161332947,27.867213378004585,0.689,0.641,11.54,0.0089,0.00828,11.54,25.8606,317.2644,192.88221161332947,27.867213378004585,0.29206213557,0.26374779288,0.29206213557,0.26374779288,0.545,0.508,21.59,0.5452717,0.5084178,21.59,30.4838,0.0,1.77,1.075,0.069,1.0,0.0,23,23,0_24,0_24,681.5718,31.21958,18.687,0.0497,195.5524,16.0,20.0,26.0,317.0,25.9034,317.2095,25.9034,317.2095,192.88219755967413,27.86722849256567,1.17,1.087,15.54,0.0622,0.05753,25.83,25.9034,317.2095,192.88219755967413,27.86722849256567,1.1199838924,1.0586726217,1.1199838924,1.0586726217,1.058,1.029,3.24,1.058386,1.028822,3.24,22.7757,0.0,3.49,1.076,0.07,0.753,0.0,0.06961213974590554
243,243,0_244,0_368,28488.41,68.33909,14.6341,0.0026,-2.380419E-5,9.0,9.0,387.0,304.0,386.7021,304.0404,386.7021,304.0404,192.7673934250218,27.86822825774382,0.475,0.432,-17.21,0.00114,0.00104,-17.21,386.7021,304.0404,192.7673934250218,27.86822825774382,0.14566242871,0.11161088689,0.14566242871,0.11161088689,0.382,0.334,-0.67,0.3816636,0.3340752,-0.67,48.6921,0.0,1.0,1.101,0.092,1.0,0.0,24,24,0_25,0_23,27945.69,97.76257,14.6549,0.0038,195.2329,113.0,119.0,387.0,304.0,386.7343,304.1365,386.7343,304.1365,192.767384004034,27.86820100695316,1.828,1.815,89.62,0.00905,0.00892,25.32,386.7343,304.1365,192.767384004034,27.86820100695316,1.1108853085,1.106778282,1.1108853085,1.106778282,1.056,1.05,-33.73,1.055552,1.050463,-33.73,22.7751,0.0,3.21,1.007,0.007,0.983,0.0,0.1013511223421317
244,244,0_245,0_367,522.4506,9.254601,18.9756,0.0192,-1.588547E-4,10.0,10.0,273.0,303.0,272.586,302.7104,272.586,302.7104,192.80366269575933,27.869465239238785,0.807,0.593,9.79,0.0143,0.0105,9.79,272.586,302.7104,192.80366269575933,27.869465239238785,0.33835400966,0.24989009788,0.33835400966,0.24989009788,0.587,0.494,14.22,0.5868779,0.4937798,14.22,46.6446,0.0,1.72,1.362,0.266,1.0,0.0,25,25,0_26,0_22,290.9823,22.52452,19.6111,0.0841,195.5892,9.0,11.0,273.0,303.0,272.6375,302.8725,272.6375,302.8725,192.8036476854496,27.869419296244835,1.014,0.746,13.58,0.09459,0.06704,15.0,272.6375,302.8725,192.8036476854496,27.869419296244835,1.219268735,0.99047840643,1.219268735,0.99047840643,1.105,0.995,4.44,1.104832,0.9945314,4.44,22.803,0.0,4.6,1.359,0.264,0.508,0.0,0.17008427322948053
248,248,0_249,0_363,1501.886,15.69111,17.8291,0.0113,-1.892294E-4,10.0,10.0,283.0,301.0,282.5212,300.804,282.5212,300.804,192.80048808862537,27.869926167517217,0.594,0.567,-78.1,0.00621,0.00592,-78.1,282.5212,300.804,192.80048808862537,27.869926167517217,0.25946245374,0.19056329058,0.25946245374,0.19056329058,0.51,0.436,-6.36,0.510225,0.4355413,-6.36,48.3526,0.0,1.42,1.049,0.046,1.0,0.0,26,26,0_27,0_21,1185.967,36.9499,18.0856,0.0338,195.0334,26.0,28.0,283.0,301.0,282.5245,300.7946,282.5245,300.7946,192.80048696041567,27.869928784340352,1.281,1.266,10.99,0.04916,0.04829,0.88,282.5245,300.7946,192.80048696041567,27.869928784340352,0.97810682941,0.9807582652,0.97810682941,0.9807582652,0.991,0.988,-61.77,0.9908741,0.9884501,-61.77,22.7673,0.0,3.36,1.012,0.012,0.892,0.0,0.009962429422547478
262,262,0_263,0_349,451.6989,8.605173,19.1336,0.0207,-0.008694216,10.0,10.0,280.0,290.0,280.2115,290.2101,280.2115,290.2101,192.80113329549167,27.872920778563618,0.819,0.571,-27.8,0.0156,0.01088,-27.8,280.2115,290.2101,192.80113329549167,27.872920778563618,0.30511164005,0.25363189804,0.30511164005,0.25363189804,0.569,0.485,-27.27,0.5689781,0.4847756,-27.27,30.9712,0.0,1.89,1.433,0.302,1.0,0.0,27,27,0_28,0_20,199.9435,20.23774,20.0185,0.1099,196.1741,6.0,9.0,280.0,290.0,280.3025,290.1623,280.3025,290.1623,192.80110396210983,27.87293352614425,0.921,0.675,-21.02,0.10315,0.07432,-20.55,280.3025,290.1623,192.80110396210983,27.87293352614425,0.98349515627,0.7826119256,0.98349515627,0.7826119256,1.004,0.871,-18.09,1.003739,0.870985,-18.09,22.8446,0.0,2.55,1.364,0.267,0.45,0.0,0.10279027191325564
