col1_1,Unnamed: 0_1,NUMBER_1,ID_PARENT_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO_1,MAGERR_ISO_1,BACKGROUND_1,ISOAREA_IMAGE_1,ISOAREAF_IMAGE_1,XPEAK_IMAGE_1,YPEAK_IMAGE_1,X_IMAGE_1,Y_IMAGE_1,X_IMAGE_DBL_1,Y_IMAGE_DBL_1,X_WORLD_1,Y_WORLD_1,A_IMAGE_1,B_IMAGE_1,THETA_IMAGE_1,ERRA_IMAGE_1,ERRB_IMAGE_1,ERRTHETA_IMAGE_1,XWIN_IMAGE_1,YWIN_IMAGE_1,XWIN_WORLD_1,YWIN_WORLD_1,X2WIN_IMAGE_1,Y2WIN_IMAGE_1,X2WIN_WORLD_1,Y2WIN_WORLD_1,AWIN_IMAGE_1,BWIN_IMAGE_1,THETAWIN_IMAGE_1,AWIN_WORLD_1,BWIN_WORLD_1,THETAWIN_WORLD_1,MU_THRESHOLD_1,FLAGS_1,FWHM_IMAGE_1,ELONGATION_1,ELLIPTICITY_1,CLASS_STAR_1,SUBDIV_NUMBER_1,col1_2,Unnamed: 0_2,NUMBER_2,ID_PARENT_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO_2,MAGERR_ISO_2,BACKGROUND_2,ISOAREA_IMAGE_2,ISOAREAF_IMAGE_2,XPEAK_IMAGE_2,YPEAK_IMAGE_2,X_IMAGE_2,Y_IMAGE_2,X_IMAGE_DBL_2,Y_IMAGE_DBL_2,X_WORLD_2,Y_WORLD_2,A_IMAGE_2,B_IMAGE_2,THETA_IMAGE_2,ERRA_IMAGE_2,ERRB_IMAGE_2,ERRTHETA_IMAGE_2,XWIN_IMAGE_2,YWIN_IMAGE_2,XWIN_WORLD_2,YWIN_WORLD_2,X2WIN_IMAGE_2,Y2WIN_IMAGE_2,X2WIN_WORLD_2,Y2WIN_WORLD_2,AWIN_IMAGE_2,BWIN_IMAGE_2,THETAWIN_IMAGE_2,AWIN_WORLD_2,BWIN_WORLD_2,THETAWIN_WORLD_2,MU_THRESHOLD_2,FLAGS_2,FWHM_IMAGE_2,ELONGATION_2,ELLIPTICITY_2,CLASS_STAR_2,SUBDIV_NUMBER_2,GroupID,GroupSize,Separation
21104,21104,18_226,18_446,67106.13,104.0364,14.3387,0.0017,-1.178546E-6,4.0,4.0,2396.0,1346.0,2395.7674,1346.2266,2395.7674,1346.2266,141.8505327720447,27.60005122785371,0.45,0.389,43.17,7.0E-4,6.0E-4,43.17,2395.7674,1346.2266,141.8505327720447,27.60005122785371,0.14852433379,0.14628449188,0.14852433379,0.14628449188,0.388,0.38,33.96,0.3877937,0.3800327,33.96,42.8718,0.0,1.0,1.155,0.134,1.0,18.0,1291,1291,18_21,18_47,67904.85,126.0901,14.3258,0.002,188.4617,107.0,119.0,2396.0,1346.0,2395.8237,1346.6596,2395.8237,1346.6596,141.85051705383418,27.599929215351885,1.662,1.441,72.34,0.00438,0.00374,71.96,2395.8237,1346.6596,141.85051705383418,27.599929215351885,0.52884776503,0.59853334487,0.52884776503,0.59853334487,0.779,0.722,71.98,0.7789582,0.7215298,71.98,23.4534,0.0,2.51,1.153,0.133,0.985,18.0,,,0.4366448098855225
21161,21161,18_283,18_389,6099.09,31.36438,16.9424,0.0056,-2.40423E-7,4.0,4.0,2264.0,1289.0,2263.6523,1288.7103,2263.6523,1288.7103,141.89217785703903,27.616805423721285,0.522,0.4,39.64,0.00269,0.00206,39.64,2263.6523,1288.7103,141.89217785703903,27.616805423721285,0.12279590418,0.090882008014,0.12279590418,0.090882008014,0.361,0.289,23.35,0.3606969,0.2890946,23.35,43.8955,0.0,0.92,1.306,0.235,1.0,18.0,1293,1293,18_23,18_45,5708.093,53.81783,17.0143,0.0102,188.5149,43.0,48.0,2264.0,1289.0,2263.7068,1289.0737,2263.7068,1289.0737,141.89216232381708,27.61670299608532,1.456,1.253,76.44,0.01926,0.01571,79.32,2263.7068,1289.0737,141.89216232381708,27.61670299608532,0.5131110283,0.5648450414,0.5131110283,0.5648450414,0.76,0.707,65.67,0.7603524,0.7069797,65.67,23.4693,0.0,2.44,1.163,0.14,0.997,18.0,,,0.3674640254500283
21172,21172,18_294,18_378,101118.9,127.7086,13.8935,0.0014,-0.001567446,12.0,12.0,2158.0,1281.0,2158.0324,1281.0423,2158.0324,1281.0423,141.92566393645615,27.61941632012577,0.368,0.321,53.39,4.7E-4,4.1E-4,53.39,2158.0324,1281.0423,141.92566393645615,27.61941632012577,0.084282556786,0.084834605058,0.084282556786,0.084834605058,0.291,0.29,86.04,0.2912684,0.29031,86.04,33.444,4.0,0.0,1.147,0.128,1.0,18.0,1294,1294,18_24,18_44,103488.6,150.0198,13.8683,0.0016,188.7894,132.0,142.0,2158.0,1281.0,2158.1249,1281.4803,2158.1249,1281.4803,141.92563666729512,27.619292754971436,1.687,1.461,73.02,0.00345,0.00299,72.35,2158.1249,1281.4803,141.92563666729512,27.619292754971436,0.53763714292,0.61811948597,0.53763714292,0.61811948597,0.793,0.726,71.62,0.7925339,0.7263929,71.62,23.4919,0.0,2.43,1.155,0.134,0.995,18.0,,,0.44766086494113255
21173,21173,18_295,18_377,548.7715,9.408057,19.5571,0.0186,-2.031258E-5,6.0,6.0,2437.0,1284.0,2436.9125,1283.6208,2436.9125,1283.6208,141.8371642003263,27.61747275461919,0.694,0.357,33.5,0.0119,0.00612,33.5,2436.9125,1283.6208,141.8371642003263,27.61747275461919,0.14790758512,0.17977928325,0.14790758512,0.17977928325,0.435,0.372,64.65,0.4347403,0.3724081,64.65,40.4474,0.0,1.38,1.942,0.485,1.0,18.0,1295,1295,18_25,18_43,464.0976,25.64083,19.739,0.06,187.6487,12.0,14.0,2437.0,1284.0,2436.8701,1283.672,2436.8701,1283.672,141.83717791207758,27.617458546956907,1.069,0.851,29.49,0.07474,0.05807,24.67,2436.8701,1283.672,141.83717791207758,27.617458546956907,0.72286339403,0.70824233202,0.72286339403,0.70824233202,0.894,0.795,42.49,0.8938594,0.7950605,42.49,23.3985,0.0,2.79,1.256,0.204,0.147,18.0,,,0.06647706371370093
21201,21201,18_323,18_349,517.385,9.135053,19.621,0.0192,-2.076901E-6,4.0,4.0,2170.0,1261.0,2170.2211,1261.3174,2170.2211,1261.3174,141.92170092113037,27.624911121311776,0.489,0.387,59.94,0.00863,0.00684,59.94,2170.2211,1261.3174,141.92170092113037,27.624911121311776,0.1302689552,0.16907615941,0.1302689552,0.16907615941,0.412,0.36,82.13,0.4121076,0.3598784,82.13,99.0,0.0,0.75,1.263,0.208,1.0,18.0,1296,1296,18_26,18_42,420.4793,24.54483,19.8462,0.0634,188.3789,9.0,13.0,2170.0,1261.0,2170.3308,1261.5361,2170.3308,1261.5361,141.92166714646834,27.624849151867377,0.953,0.854,-58.25,0.06972,0.05998,-46.07,2170.3308,1261.5361,141.92166714646834,27.624849151867377,0.4249508665,0.50882654004,0.4249508665,0.50882654004,0.714,0.651,84.11,0.7139528,0.6511903,84.11,23.4587,0.0,2.69,1.116,0.104,0.824,18.0,,,0.24467075836734103
21224,21224,18_346,18_326,409.0534,8.122583,19.8761,0.0216,5.660369E-8,15.0,15.0,2343.0,1234.0,2343.2148,1233.5313,2343.2148,1233.5313,141.86665506745055,27.63197395653388,1.43,0.655,-72.77,0.0284,0.013,-72.77,2343.2148,1233.5313,141.86665506745055,27.63197395653388,0.31227959793,0.39745459297,0.31227959793,0.39745459297,0.666,0.516,-59.4,0.6657857,0.5162011,-59.4,41.8909,0.0,5.77,2.185,0.542,1.0,18.0,1297,1297,18_27,18_41,280.2311,23.5137,20.2868,0.0911,187.8055,10.0,12.0,2343.0,1234.0,2343.0892,1233.8657,2343.0892,1233.8657,141.86669657874592,27.63188047666867,1.162,0.724,-79.03,0.11204,0.06808,-80.5,2343.0892,1233.8657,141.86669657874592,27.63188047666867,1.0729101077,1.4991856485,1.0729101077,1.4991856485,1.244,1.012,-72.25,1.24413,1.012045,-72.25,23.4025,0.0,4.34,1.606,0.377,0.012,18.0,,,0.3572096303293759
21238,21238,18_360,18_312,11185.79,42.4754,16.2839,0.0041,-2.816488E-5,4.0,4.0,2168.0,1220.0,2167.4145,1219.655,2167.4145,1219.655,141.92239267355646,27.63663890399342,0.546,0.414,41.21,0.00207,0.00157,41.21,2167.4145,1219.655,141.92239267355646,27.63663890399342,0.23643278885,0.1803349168,0.23643278885,0.1803349168,0.512,0.393,29.34,0.5121889,0.3929761,29.34,38.4079,0.0,1.49,1.319,0.242,1.0,18.0,1298,1298,18_28,18_40,10866.98,65.62215,16.3153,0.0066,187.3427,55.0,61.0,2167.0,1220.0,2167.4888,1220.0717,2167.4888,1220.0717,141.9223710784719,27.6365214078914,1.528,1.313,73.48,0.01327,0.01093,77.0,2167.4888,1220.0717,141.9223710784719,27.6365214078914,0.52612058735,0.60216349766,0.52612058735,0.60216349766,0.783,0.718,70.37,0.7831014,0.7176603,70.37,23.379,0.0,2.75,1.164,0.141,0.989,18.0,,,0.4232722291859293
21254,21254,18_376,18_296,268.989,6.586754,20.3312,0.0266,1.016559E-5,4.0,4.0,2456.0,1206.0,2456.4452,1206.0131,2456.4452,1206.0131,141.83057693666655,27.63920810606913,0.575,0.312,1.92,0.01408,0.00763,1.92,2456.4452,1206.0131,141.83057693666655,27.63920810606913,0.21604172875,0.084027249479,0.21604172875,0.084027249479,0.465,0.29,0.22,0.464805,0.2898711,0.22,99.0,0.0,0.88,1.845,0.458,1.0,18.0,1299,1299,18_29,18_39,216.3861,18.13107,20.5675,0.091,187.7627,7.0,7.0,2456.0,1206.0,2456.3308,1206.0177,2456.3308,1206.0177,141.83061327287058,27.639207326763795,0.737,0.657,79.68,0.08393,0.07766,88.38,2456.3308,1206.0177,141.83061327287058,27.639207326763795,0.44130142653,0.4576765475,0.44130142653,0.4576765475,0.701,0.639,50.7,0.7006381,0.6388147,50.7,23.4018,0.0,2.98,1.121,0.108,0.199,18.0,,,0.11449244516554988
21264,21264,18_386,18_286,1185.436,13.82749,18.7209,0.0127,1.124495E-5,3.0,3.0,2474.0,1196.0,2473.9209,1196.2187,2473.9209,1196.2187,141.82498064758173,27.641883531141413,0.417,0.264,80.28,0.00486,0.00308,80.28,2473.9209,1196.2187,141.82498064758173,27.641883531141413,0.089704656614,0.10407898438,0.089704656614,0.10407898438,0.323,0.3,89.46,0.3226147,0.2995052,89.46,39.4014,0.0,0.94,1.577,0.366,1.0,18.0,1300,1300,18_30,18_38,1090.405,33.78594,18.8116,0.0336,187.7859,19.0,23.0,2474.0,1196.0,2473.9178,1196.494,2473.9178,1196.494,141.82498301234688,27.64180613350825,1.223,1.012,60.72,0.04877,0.03904,60.73,2473.9178,1196.494,141.82498301234688,27.64180613350825,0.50173037713,0.57073317701,0.50173037713,0.57073317701,0.763,0.7,68.98,0.7633365,0.6998435,68.98,23.4004,0.0,2.13,1.208,0.172,0.89,18.0,,,0.27531745313366535
21272,21272,18_394,18_278,14825.43,48.89989,15.9781,0.0036,4.319064E-5,10.0,10.0,2439.0,1187.0,2439.019,1187.3331,2439.019,1187.3331,141.8360152531017,27.644538973411542,0.553,0.32,88.18,0.00182,0.00106,88.18,2439.019,1187.3331,141.8360152531017,27.644538973411542,0.084175778579,0.13148649207,0.084175778579,0.13148649207,0.363,0.29,89.87,0.362611,0.2901302,89.87,99.0,0.0,0.91,1.725,0.42,1.0,18.0,1301,1301,18_31,18_37,14520.18,72.24894,16.0006,0.0054,188.1321,62.0,68.0,2439.0,1187.0,2439.1121,1187.7407,2439.1121,1187.7407,141.8359877326613,27.644423942715648,1.55,1.335,74.16,0.0109,0.00921,72.17,2439.1121,1187.7407,141.8359877326613,27.644423942715648,0.51842982935,0.60262416506,0.51842982935,0.60262416506,0.779,0.717,77.14,0.7792637,0.7167999,77.14,23.427,0.0,2.31,1.161,0.139,0.981,18.0,,,0.4180973212064519
21293,21293,18_415,18_257,54017.04,93.34038,14.5742,0.0019,-3.633786E-7,4.0,4.0,2130.0,1177.0,2130.4343,1176.8629,2130.4343,1176.8629,141.9339287648887,27.64882984352904,0.505,0.329,14.99,8.7E-4,5.7E-4,14.99,2130.4343,1176.8629,141.9339287648887,27.64882984352904,0.27981017952,0.11481591823,0.27981017952,0.11481591823,0.529,0.338,2.17,0.5291941,0.3384962,2.17,99.0,0.0,1.08,1.535,0.348,1.0,18.0,1302,1302,18_32,18_36,54767.54,116.5326,14.5593,0.0023,187.8504,103.0,112.0,2130.0,1177.0,2130.5222,1177.2671,2130.5222,1177.2671,141.93390277767813,27.648715807562134,1.646,1.431,73.66,0.00491,0.00439,71.59,2130.5222,1177.2671,141.93390277767813,27.648715807562134,0.53306210106,0.60132893515,0.53306210106,0.60132893515,0.782,0.723,70.1,0.7820674,0.7230225,70.1,23.4075,0.0,2.71,1.15,0.131,0.999,18.0,,,0.41364725310335954
21296,21296,18_418,18_254,375.3871,7.781151,19.9694,0.0225,-1.82734E-5,4.0,4.0,2150.0,1176.0,2149.6358,1175.771,2149.6358,1175.771,141.92782741119427,27.649055167329603,0.502,0.395,-27.56,0.01041,0.00819,-27.56,2149.6358,1175.771,141.92782741119427,27.649055167329603,0.16511312459,0.078935509869,0.16511312459,0.078935509869,0.408,0.279,-6.89,0.4079112,0.2786702,-6.89,99.0,0.0,1.17,1.271,0.213,1.0,18.0,1304,1304,18_34,18_34,255.4342,18.32454,20.3874,0.0779,188.395,6.0,7.0,2150.0,1176.0,2149.6468,1175.9262,2149.6468,1175.9262,141.927824658255,27.649011477774472,0.738,0.637,85.83,0.06935,0.06378,86.45,2149.6468,1175.9262,141.927824658255,27.649011477774472,0.3762070888,0.50076279015,0.3762070888,0.50076279015,0.708,0.613,-89.3,0.7076592,0.6133419,-89.3,23.4475,0.0,2.21,1.157,0.136,0.784,18.0,,,0.1555893312539321
21298,21298,18_420,18_252,1280.757,14.37267,18.6369,0.0122,0.02363623,5.0,5.0,2437.0,1174.0,2436.994,1173.6881,2436.994,1173.6881,141.83659002865062,27.648384890568213,0.546,0.299,88.81,0.00613,0.00336,88.81,2436.994,1173.6881,141.83659002865062,27.648384890568213,0.083430571226,0.12523346168,0.083430571226,0.12523346168,0.354,0.289,89.91,0.3538835,0.2888433,89.91,99.0,0.0,0.91,1.823,0.451,1.0,18.0,1306,1306,18_36,18_32,1134.798,32.7872,18.7683,0.0314,187.7295,17.0,21.0,2437.0,1174.0,2437.0134,1173.8868,2437.0134,1173.8868,141.83658486089593,27.64832893123096,1.1,1.038,72.36,0.03823,0.03786,80.34,2437.0134,1173.8868,141.83658486089593,27.64832893123096,0.47494975308,0.53716717185,0.47494975308,0.53716717185,0.74,0.681,68.94,0.7402731,0.6812581,68.94,23.3997,0.0,2.17,1.06,0.056,0.962,18.0,,,0.19964480959933453
21299,21299,18_421,18_251,59830.37,98.23472,14.4633,0.0018,-2.914126E-5,4.0,4.0,2285.0,1172.0,2284.7278,1172.1934,2284.7278,1172.1934,141.88492142736024,27.649478510289786,0.471,0.363,31.07,7.7E-4,6.0E-4,31.07,2284.7278,1172.1934,141.88492142736024,27.649478510289786,0.16783089585,0.13733282753,0.16783089585,0.13733282753,0.41,0.37,8.09,0.4104386,0.3697349,8.09,39.5616,0.0,1.07,1.297,0.229,1.0,18.0,1303,1303,18_33,18_35,60568.57,121.0901,14.45,0.0022,188.1877,105.0,115.0,2285.0,1172.0,2284.78,1172.6248,2284.78,1172.6248,141.8849069556453,27.649356974200728,1.65,1.434,73.36,0.00467,0.00404,72.28,2284.78,1172.6248,141.8849069556453,27.649356974200728,0.53187646548,0.60156731952,0.53187646548,0.60156731952,0.783,0.722,69.84,0.7825752,0.721817,69.84,23.4247,0.0,2.49,1.151,0.131,0.985,18.0,,,0.43454666032539785
21304,21304,18_426,18_246,490.1822,8.891662,19.6797,0.0197,1.704959E-5,17.0,17.0,2381.0,1165.0,2381.4073,1165.2998,2381.4073,1165.2998,141.85419484469517,27.650991487773,1.206,0.71,67.06,0.02188,0.01288,67.06,2381.4073,1165.2998,141.85419484469517,27.650991487773,0.20753815545,0.23792996217,0.20753815545,0.23792996217,0.559,0.365,49.87,0.5590106,0.3646577,49.87,99.0,0.0,2.04,1.699,0.411,1.0,18.0,1307,1307,18_37,18_31,383.9719,25.64108,19.9448,0.0725,188.1863,13.0,14.0,2381.0,1165.0,2381.3508,1165.2213,2381.3508,1165.2213,141.8542123934581,27.651013812067823,1.105,0.876,63.15,0.08655,0.06737,65.47,2381.3508,1165.2213,141.8542123934581,27.651013812067823,1.1344264655,1.3080857928,1.1344264655,1.3080857928,1.17,1.036,62.92,1.170291,1.035824,62.92,23.4357,0.0,3.35,1.262,0.208,0.015,18.0,,,0.09671866417593163
21311,21311,18_433,18_239,384.1205,7.871145,19.9444,0.0223,-1.861E-5,3.0,3.0,2315.0,1166.0,2314.3791,1165.6356,2314.3791,1165.6356,141.87547593076565,27.651192806769387,0.61,0.309,44.61,0.01249,0.00633,44.61,2314.3791,1165.6356,141.87547593076565,27.651192806769387,0.23034041017,0.21018814262,0.23034041017,0.21018814262,0.573,0.334,42.34,0.5734444,0.3342007,42.34,41.9731,0.0,2.51,1.974,0.494,1.0,18.0,1308,1308,18_38,18_30,280.3928,20.69045,20.2862,0.0801,188.1977,8.0,9.0,2314.0,1166.0,2314.3251,1165.8269,2314.3251,1165.8269,141.8754940100881,27.65113925106736,0.879,0.673,22.5,0.08596,0.0623,20.63,2314.3251,1165.8269,141.8754940100881,27.65113925106736,0.47895371769,0.45118186877,0.47895371769,0.45118186877,0.731,0.629,39.27,0.7314394,0.6285952,39.27,23.4278,0.0,2.22,1.306,0.235,0.556,18.0,,,0.19877547635458567
21317,21317,18_439,18_233,6496.213,32.36937,16.8739,0.0054,-3.871304E-5,4.0,4.0,2264.0,1162.0,2263.5969,1162.37,2263.5969,1162.37,141.89158226594435,27.65233286576704,0.527,0.442,42.38,0.00263,0.0022,42.38,2263.5969,1162.37,141.89158226594435,27.65233286576704,0.22391211423,0.19980555654,0.22391211423,0.19980555654,0.495,0.422,34.5,0.495463,0.4221778,34.5,42.2998,0.0,1.2,1.192,0.161,1.0,18.0,1309,1309,18_39,18_29,6065.937,56.11287,16.9483,0.01,189.7712,44.0,51.0,2264.0,1162.0,2263.6316,1162.7221,2263.6316,1162.7221,141.89157295773524,27.65223370548663,1.426,1.314,78.16,0.01747,0.01664,83.59,2263.6316,1162.7221,141.89157295773524,27.65223370548663,0.49612609058,0.55399836525,0.49612609058,0.55399836525,0.749,0.7,72.19,0.7487732,0.6996164,72.19,23.539,0.0,2.3,1.085,0.079,1.0,18.0,,,0.3538057376584727
21330,21330,18_452,18_220,372.8088,7.754383,19.9769,0.0226,1.165728E-6,4.0,4.0,2065.0,1156.0,2065.0815,1155.476,2065.0815,1155.476,141.95457691423445,27.655120073423543,0.507,0.259,-78.22,0.01055,0.00538,-78.22,2065.0815,1155.476,141.95457691423445,27.655120073423543,0.089529066507,0.28565737957,0.089529066507,0.28565737957,0.535,0.299,-88.73,0.534559,0.2990537,-88.73,99.0,0.0,2.06,1.961,0.49,1.0,18.0,1312,1312,18_42,18_26,273.5039,19.71534,20.3132,0.0783,187.9025,7.0,8.0,2065.0,1156.0,2065.1423,1155.7782,2065.1423,1155.7782,141.95455902966464,27.655034838062264,0.786,0.676,42.84,0.07607,0.06084,45.76,2065.1423,1155.7782,141.95455902966464,27.655034838062264,0.46466237254,0.47510649022,0.46466237254,0.47510649022,0.704,0.666,-50.85,0.7040229,0.6664237,-50.85,23.4022,0.0,2.36,1.162,0.14,0.63,18.0,,,0.3082555433401609
21337,21337,18_459,18_213,161405.8,161.3481,13.3858,0.0011,0.005863635,7.0,7.0,2253.0,1150.0,2253.0615,1150.1813,2253.0615,1150.1813,141.89486803629643,27.65580605690601,0.394,0.226,75.3,3.9E-4,2.3E-4,75.3,2253.0615,1150.1813,141.89486803629643,27.65580605690601,0.085031622078,0.094439615052,0.085031622078,0.094439615052,0.307,0.292,89.44,0.3073118,0.2916003,89.44,99.0,4.0,0.0,1.743,0.426,1.0,18.0,1311,1311,18_41,18_27,165240.4,183.4043,13.3603,0.0012,188.8372,156.0,164.0,2253.0,1150.0,2253.1635,1150.6368,2253.1635,1150.6368,141.89483785835998,27.6556775292993,1.701,1.484,74.0,0.00255,0.00229,73.75,2253.1635,1150.6368,141.89483785835998,27.6556775292993,0.5308636171,0.60862172584,0.5308636171,0.60862172584,0.786,0.723,72.37,0.7857238,0.7225811,72.37,23.47,0.0,2.41,1.147,0.128,0.993,18.0,,,0.4667807301079288
21342,21342,18_464,18_209,422.396,8.253992,19.8413,0.0212,-0.00603214,4.0,4.0,2239.0,1148.0,2239.0903,1147.5296,2239.0903,1147.5296,141.89929098942437,27.65661228019337,0.5,0.285,85.64,0.00977,0.00557,85.64,2239.0903,1147.5296,141.89929098942437,27.65661228019337,0.097200732981,0.26231042315,0.097200732981,0.26231042315,0.512,0.312,89.53,0.5121732,0.3117527,89.53,31.9897,3.0,1.47,1.755,0.43,1.0,18.0,1314,1314,18_44,18_24,345.7676,22.88723,20.0586,0.0719,189.5285,10.0,11.0,2239.0,1148.0,2239.2465,1147.7201,2239.2465,1147.7201,141.89924231714957,27.656558035830894,1.073,0.702,78.82,0.09165,0.05506,79.91,2239.2465,1147.7201,141.89924231714957,27.656558035830894,0.43766965679,0.55468088278,0.43766965679,0.55468088278,0.747,0.659,81.3,0.7466487,0.6594439,81.3,23.5206,0.0,2.76,1.529,0.346,0.582,18.0,,,0.24635074588903408
21344,21344,18_466,18_207,10539.68,41.23042,16.3485,0.0042,-3.021302E-5,4.0,4.0,2054.0,1148.0,2053.7915,1148.0747,2053.7915,1148.0747,141.95812684955638,27.657248746527728,0.409,0.259,8.31,0.0016,0.00101,8.31,2053.7915,1148.0747,141.95812684955638,27.657248746527728,0.10235051379,0.089079294381,0.10235051379,0.089079294381,0.32,0.298,0.46,0.319924,0.2984601,0.46,37.8254,0.0,0.92,1.579,0.367,1.0,18.0,1313,1313,18_43,18_25,10446.32,66.04222,16.3582,0.0069,187.9217,53.0,62.0,2054.0,1148.0,2053.8519,1148.4982,2053.8519,1148.4982,141.95810965771494,27.657129403384847,1.525,1.337,68.07,0.01345,0.01163,61.64,2053.8519,1148.4982,141.95810965771494,27.657129403384847,0.53967880782,0.60880157337,0.53967880782,0.60880157337,0.788,0.727,69.36,0.7875463,0.7268089,69.36,23.4038,0.0,2.45,1.14,0.123,0.983,18.0,,,0.42778547193672206
21360,21360,18_482,18_192,110327.5,133.397,13.7989,0.0013,-7.89238E-5,4.0,4.0,2216.0,1142.0,2215.879,1142.2075,2215.879,1142.2075,141.90663489921857,27.6582091556497,0.413,0.317,73.11,5.0E-4,3.8E-4,73.11,2215.879,1142.2075,141.90663489921857,27.6582091556497,0.094145859887,0.10426268578,0.094145859887,0.10426268578,0.323,0.307,88.86,0.3229035,0.3068255,88.86,37.72,4.0,0.0,1.302,0.232,1.0,18.0,1315,1315,18_45,18_23,112582.6,155.757,13.7769,0.0015,187.9981,134.0,144.0,2216.0,1142.0,2215.9367,1142.6467,2215.9367,1142.6467,141.90661869397007,27.65808540506641,1.695,1.474,75.26,0.00324,0.00284,79.01,2215.9367,1142.6467,141.90661869397007,27.65808540506641,0.5387289563,0.61528271555,0.5387289563,0.61528271555,0.789,0.729,73.18,0.7892911,0.7287189,73.18,23.4161,0.0,2.46,1.15,0.13,0.983,18.0,,,0.44297396086006985
21368,21368,18_490,18_184,978.9243,12.56547,18.9287,0.0139,0.4016785,3.0,3.0,2248.0,1137.0,2248.4848,1136.992,2248.4848,1136.992,141.89625727068344,27.659534690113947,0.577,0.302,0.92,0.0074,0.00387,0.92,2248.4848,1136.992,141.89625727068344,27.659534690113947,0.26126588489,0.084719388281,0.26126588489,0.084719388281,0.511,0.291,0.1,0.5111423,0.2910649,0.1,99.0,0.0,1.18,1.911,0.477,1.0,18.0,1317,1317,18_47,18_21,836.967,30.05284,19.0988,0.039,189.2339,17.0,18.0,2248.0,1137.0,2248.4946,1137.1674,2248.4946,1137.1674,141.89625500807404,27.659485325988804,1.102,0.945,83.19,0.04894,0.03996,89.42,2248.4946,1137.1674,141.89625500807404,27.659485325988804,0.47223502741,0.52904202892,0.47223502741,0.52904202892,0.735,0.68,68.47,0.7345147,0.6795332,68.47,23.4958,0.0,2.29,1.166,0.142,0.909,18.0,,,0.17567356090210312
21381,21381,18_503,18_172,2499.424,20.07817,17.911,0.0087,-1.545875E-4,4.0,4.0,2267.0,1129.0,2267.179,1128.9036,2267.179,1128.9036,141.8902825483842,27.661727871041823,0.385,0.293,7.11,0.00309,0.00236,7.11,2267.179,1128.9036,141.8902825483842,27.661727871041823,0.097957784476,0.090028015769,0.097957784476,0.090028015769,0.313,0.3,0.44,0.3129828,0.3000459,0.44,37.1592,0.0,0.87,1.311,0.237,1.0,18.0,1318,1318,18_48,18_20,2294.274,41.18824,18.004,0.0195,188.9986,27.0,31.0,2267.0,1129.0,2267.265,1129.219,2267.265,1129.219,141.89025677376046,27.661638808308734,1.275,1.159,68.98,0.02875,0.02643,62.17,2267.265,1129.219,141.89025677376046,27.661638808308734,0.50786042621,0.55203708437,0.50786042621,0.55203708437,0.744,0.711,79.14,0.7441269,0.7114581,79.14,23.476,0.0,2.32,1.1,0.091,0.919,18.0,,,0.32691460658700183
21407,21407,18_529,18_146,218.2456,5.933034,20.5582,0.0295,-2.885836E-5,2.0,2.0,2151.0,1116.0,2151.0,1115.6084,2151.0,1115.6084,141.92710765128484,27.66596706644751,0.567,0.289,90.0,0.01542,0.00785,90.0,2151.0,1115.6084,141.92710765128484,27.66596706644751,0.0833333,0.18058545501,0.0833333,0.18058545501,0.425,0.289,90.0,0.4249535,0.2886751,90.0,99.0,0.0,0.95,1.964,0.491,1.0,18.0,1319,1319,18_49,18_19,143.7829,15.24929,21.0113,0.1152,188.1003,4.0,5.0,2151.0,1116.0,2151.1675,1115.5935,2151.1675,1115.5935,141.9270543940793,27.665970541642988,0.713,0.456,-19.45,0.11134,0.06475,-18.43,2151.1675,1115.5935,141.9270543940793,27.665970541642988,0.27814436785,0.35358485187,0.27814436785,0.35358485187,0.595,0.527,-88.09,0.5947008,0.5273141,-88.09,23.4335,0.0,1.98,1.562,0.36,0.556,18.0,,,0.16816141055548334
21412,21412,18_534,18_141,404.2641,8.074892,19.8889,0.0217,-6.871431E-5,3.0,3.0,2200.0,1112.0,2199.8472,1112.143,2199.8472,1112.143,141.91158068308408,27.6667322338162,0.385,0.322,40.5,0.00769,0.00644,40.5,2199.8472,1112.143,141.91158068308408,27.6667322338162,0.10506831222,0.10346445927,0.10506831222,0.10346445927,0.324,0.321,14.84,0.324329,0.3214707,14.84,39.2787,0.0,0.9,1.194,0.163,1.0,18.0,1320,1320,18_50,18_18,303.605,20.74128,20.1998,0.0742,188.1309,8.0,9.0,2200.0,1112.0,2199.8612,1112.3172,2199.8612,1112.3172,141.91157707418682,27.66668318945714,0.874,0.68,66.09,0.07786,0.05641,69.4,2199.8612,1112.3172,141.91157707418682,27.66668318945714,0.50523773976,0.53218338414,0.50523773976,0.53218338414,0.749,0.69,54.23,0.7491692,0.6900483,54.23,23.4242,0.0,1.98,1.285,0.222,0.588,18.0,,,0.17476166627714912
