col1_1,Unnamed: 0_1,NUMBER_1,ID_PARENT_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO_1,MAGERR_ISO_1,BACKGROUND_1,ISOAREA_IMAGE_1,ISOAREAF_IMAGE_1,XPEAK_IMAGE_1,YPEAK_IMAGE_1,X_IMAGE_1,Y_IMAGE_1,X_IMAGE_DBL_1,Y_IMAGE_DBL_1,X_WORLD_1,Y_WORLD_1,A_IMAGE_1,B_IMAGE_1,THETA_IMAGE_1,ERRA_IMAGE_1,ERRB_IMAGE_1,ERRTHETA_IMAGE_1,XWIN_IMAGE_1,YWIN_IMAGE_1,XWIN_WORLD_1,YWIN_WORLD_1,X2WIN_IMAGE_1,Y2WIN_IMAGE_1,X2WIN_WORLD_1,Y2WIN_WORLD_1,AWIN_IMAGE_1,BWIN_IMAGE_1,THETAWIN_IMAGE_1,AWIN_WORLD_1,BWIN_WORLD_1,THETAWIN_WORLD_1,MU_THRESHOLD_1,FLAGS_1,FWHM_IMAGE_1,ELONGATION_1,ELLIPTICITY_1,CLASS_STAR_1,SUBDIV_NUMBER_1,col1_2,Unnamed: 0_2,NUMBER_2,ID_PARENT_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO_2,MAGERR_ISO_2,BACKGROUND_2,ISOAREA_IMAGE_2,ISOAREAF_IMAGE_2,XPEAK_IMAGE_2,YPEAK_IMAGE_2,X_IMAGE_2,Y_IMAGE_2,X_IMAGE_DBL_2,Y_IMAGE_DBL_2,X_WORLD_2,Y_WORLD_2,A_IMAGE_2,B_IMAGE_2,THETA_IMAGE_2,ERRA_IMAGE_2,ERRB_IMAGE_2,ERRTHETA_IMAGE_2,XWIN_IMAGE_2,YWIN_IMAGE_2,XWIN_WORLD_2,YWIN_WORLD_2,X2WIN_IMAGE_2,Y2WIN_IMAGE_2,X2WIN_WORLD_2,Y2WIN_WORLD_2,AWIN_IMAGE_2,BWIN_IMAGE_2,THETAWIN_IMAGE_2,AWIN_WORLD_2,BWIN_WORLD_2,THETAWIN_WORLD_2,MU_THRESHOLD_2,FLAGS_2,FWHM_IMAGE_2,ELONGATION_2,ELLIPTICITY_2,CLASS_STAR_2,SUBDIV_NUMBER_2,Separation
4,4,0_5,0_149,1112.557,13.50505,18.6881,0.0132,0.0,24.0,24.0,348.0,487.0,347.8503,486.4683,347.8503,486.4683,192.7686680555262,27.815090213260564,0.992,0.76,-8.93,0.01204,0.00923,-8.93,347.8503,486.4683,192.7686680555262,27.815090213260564,0.41863487832,0.36233285987,0.41863487832,0.36233285987,0.656,0.592,-22.96,0.6564654,0.5916257,-22.96,47.5647,0.0,2.38,1.305,0.234,1.0,0.0,29,29,0_30,0_29,1035.291,38.63292,18.7662,0.0405,191.63,27.0,31.0,348.0,487.0,347.9814,486.4523,347.9814,486.4523,192.7686262162344,27.81509373654905,1.481,1.313,-13.31,0.06428,0.0573,-16.74,347.9814,486.4523,192.7686262162344,27.81509373654905,1.6141319945,1.4093428344,1.6141319945,1.4093428344,1.272,1.185,-8.1,1.272149,1.185374,-8.1,23.3227,0.0,4.51,1.128,0.114,0.06,0.0,0.13207274510663264
5,5,0_6,0_148,1130.237,13.61193,18.6709,0.0131,-3.258241E-5,8.0,8.0,38.0,484.0,37.7413,484.0277,37.7413,484.0277,192.8672944402614,27.81805186592367,0.451,0.39,-27.33,0.00544,0.0047,-27.33,37.7413,484.0277,192.8672944402614,27.81805186592367,0.10768666445,0.09596925665,0.10768666445,0.09596925665,0.328,0.31,-0.79,0.3281599,0.3097854,-0.79,54.7905,0.0,0.92,1.157,0.136,1.0,0.0,3,3,0_4,0_28,1001.86,33.41445,18.8018,0.0362,191.8336,20.0,22.0,38.0,484.0,37.6975,484.0366,37.6975,484.0366,192.8673084471365,27.818049680506125,1.211,1.084,-38.69,0.05089,0.04377,-35.94,37.6975,484.0366,192.8673084471365,27.818049680506125,0.80722032727,0.79151808067,0.80722032727,0.79151808067,0.912,0.876,-37.81,0.9115779,0.8762215,-37.81,23.313,0.0,3.08,1.117,0.105,0.914,0.0,0.044695078028806484
6,6,0_7,0_147,777.5142,11.28988,19.0771,0.0158,-3.363348E-9,27.0,27.0,433.0,478.0,432.9873,478.2804,432.9873,478.2804,192.74151585283016,27.81675648872675,0.97,0.834,38.0,0.01408,0.01212,38.0,432.9873,478.2804,192.74151585283016,27.81675648872675,0.50228701407,0.49878195185,0.50228701407,0.49878195185,0.755,0.657,44.27,0.7547387,0.6568398,44.27,99.0,0.0,3.23,1.163,0.14,1.0,0.0,5,5,0_6,0_27,654.039,32.27585,19.2649,0.0536,191.7719,22.0,22.0,433.0,478.0,433.0179,478.2981,433.0179,478.2981,192.74150627132863,27.81675128282955,1.305,1.153,50.85,0.07577,0.06502,54.02,433.0179,478.2981,192.74150627132863,27.81675128282955,1.6556999285,1.5272576577,1.6556999285,1.5272576577,1.295,1.227,20.95,1.295285,1.226863,20.95,23.3341,0.0,4.8,1.132,0.117,0.048,0.0,0.03535038896531721
11,11,0_12,0_142,1418.235,15.24787,18.4245,0.0117,-1.867731E-8,6.0,6.0,381.0,462.0,380.9655,461.5228,380.9655,461.5228,192.75792050875512,27.8218571298275,0.523,0.499,-4.09,0.00563,0.00537,-4.09,380.9655,461.5228,192.75792050875512,27.8218571298275,0.091663149664,0.24831440614,0.091663149664,0.24831440614,0.498,0.303,-89.69,0.498316,0.3027518,-89.69,40.6663,0.0,1.15,1.048,0.046,1.0,0.0,6,6,0_7,0_26,1304.686,38.13474,18.5151,0.0317,190.8496,25.0,29.0,381.0,462.0,381.0456,461.5294,381.0456,461.5294,192.7578950841857,27.82185467642163,1.34,1.218,-5.83,0.04825,0.04524,-10.49,381.0456,461.5294,192.7578950841857,27.82185467642163,1.0013344804,0.83199198834,1.0013344804,0.83199198834,1.001,0.912,-1.56,1.00073,0.9120673,-1.56,23.2668,0.0,3.35,1.101,0.092,0.805,0.0,0.08037145015484863
15,15,0_16,0_138,377.1195,7.862752,19.8627,0.0226,-9.116819E-8,6.0,6.0,404.0,431.0,403.5992,430.6518,403.5992,430.6518,192.75045535553653,27.830367543851445,0.509,0.458,-36.46,0.0106,0.00956,-36.46,403.5992,430.6518,192.75045535553653,27.830367543851445,0.21684913058,0.17731921604,0.21684913058,0.17731921604,0.472,0.414,-19.51,0.471721,0.4143038,-19.51,40.8043,0.0,1.05,1.109,0.099,1.0,0.0,7,7,0_8,0_25,285.3053,21.78305,20.1656,0.0829,190.3022,8.0,10.0,403.0,431.0,403.5272,430.7658,403.5272,430.7658,192.7504792402588,27.83033603108866,0.952,0.72,-2.65,0.09485,0.0695,-0.28,403.5272,430.7658,192.7504792402588,27.83033603108866,0.83391910296,0.73611333008,0.83391910296,0.73611333008,0.917,0.854,-14.66,0.9171193,0.8537708,-14.66,23.2307,0.0,3.1,1.323,0.244,0.511,0.0,0.13483323032549452
20,20,0_21,0_133,8077.222,36.38866,16.5357,0.0049,0.0,6.0,6.0,183.0,415.0,182.85,415.0506,182.85,415.0506,192.820554427863,27.83638877050817,0.357,0.269,-2.58,0.00161,0.00121,-2.58,182.85,415.0506,192.820554427863,27.83638877050817,0.093917518883,0.088086113596,0.093917518883,0.088086113596,0.306,0.297,-0.05,0.3064597,0.296793,-0.05,99.0,0.0,1.73,1.329,0.248,1.0,0.0,8,8,0_9,0_24,7883.537,61.40064,16.5621,0.0085,191.0968,53.0,59.0,183.0,415.0,182.8978,415.1435,182.8978,415.1435,192.8205400008034,27.83636230022154,1.573,1.454,3.0,0.0166,0.01482,7.43,182.8978,415.1435,192.8205400008034,27.83636230022154,0.93398159747,0.85240190156,0.93398159747,0.85240190156,0.967,0.923,-4.96,0.9667478,0.9229205,-4.96,23.3078,0.0,3.0,1.082,0.076,0.982,0.0,0.10447607381600583
25,25,0_26,0_128,41009.65,81.99326,14.7717,0.0022,-8.282748E-7,1047.0,1047.0,482.0,388.0,481.4984,388.0036,481.4984,388.0036,192.7253039524149,27.841773141920644,5.614,5.283,-38.17,0.01122,0.01056,-38.17,481.4984,388.0036,192.7253039524149,27.841773141920644,3.9505791672,4.0106584007,3.9505791672,4.0106584007,2.005,1.985,-70.66,2.004768,1.985483,-70.66,38.7393,16.0,2.57,1.063,0.059,0.995,0.0,10,10,0_11,0_22,38963.63,186.0377,14.8272,0.0052,192.5885,469.0,517.0,482.0,388.0,481.5656,387.8917,481.5656,387.8917,192.72528160386443,27.841804095335853,4.519,4.324,-57.75,0.02736,0.02566,-56.76,481.5656,387.8917,192.72528160386443,27.841804095335853,5.7569987461,5.7167728285,5.7569987461,5.7167728285,2.401,2.39,-20.72,2.400774,2.389572,-20.72,23.195,0.0,5.61,1.045,0.043,0.028,0.0,0.1305275832918083
28,28,0_29,0_125,241114.0,198.8137,12.8483,9.0E-4,5.149169E-4,6.0,6.0,373.0,403.0,373.2565,402.8539,373.2565,402.8539,192.7598706175427,27.83840959150695,0.497,0.45,20.7,4.1E-4,3.7E-4,20.7,373.2565,402.8539,192.7598706175427,27.83840959150695,0.18011078945,0.14489251281,0.18011078945,0.14489251281,0.425,0.38,4.3,0.4246305,0.3803844,4.3,99.0,4.0,0.0,1.104,0.094,1.0,0.0,9,9,0_10,0_23,246713.3,221.3463,12.8234,0.001,191.7489,187.0,201.0,373.0,403.0,373.3173,402.9168,373.3173,402.9168,192.75985181170307,27.83839145364105,1.775,1.708,0.26,0.0021,0.00204,30.93,373.3173,402.9168,192.75985181170307,27.83839145364105,1.0008312433,0.89705803247,1.0008312433,0.89705803247,1.002,0.946,-9.06,1.001768,0.9457006,-9.06,23.3287,0.0,3.05,1.039,0.038,0.994,0.0,0.08748171237463441
33,33,0_34,0_120,481.0576,8.880423,19.5984,0.02,0.0,22.0,22.0,38.0,397.0,38.1007,397.0259,38.1007,397.0259,192.8664589513789,27.84251153109994,1.373,0.608,-18.25,0.02534,0.01122,-18.25,38.1007,397.0259,192.8664589513789,27.84251153109994,0.63896232643,0.34596448877,0.63896232643,0.34596448877,0.826,0.55,-19.85,0.8263515,0.549609,-19.85,52.2461,0.0,3.99,2.258,0.557,1.0,0.0,11,11,0_12,0_21,292.4477,24.54896,20.1387,0.0912,191.5231,9.0,13.0,38.0,397.0,38.0102,397.125,38.0102,397.125,192.8664885680604,27.842484323189662,1.23,0.761,-0.94,0.11574,0.0687,-0.07,38.0102,397.125,192.8664885680604,27.842484323189662,1.913450453,1.4698332684,1.913450453,1.4698332684,1.398,1.195,-16.43,1.398467,1.194811,-16.43,23.3108,0.0,4.29,1.616,0.381,0.495,0.0,0.1342052905067653
54,54,0_55,0_100,533.7421,9.354074,19.4855,0.019,0.001311696,6.0,6.0,486.0,356.0,485.844,356.1405,485.844,356.1405,192.72364567216988,27.85069835821537,0.672,0.472,-49.29,0.01177,0.00827,-49.29,485.844,356.1405,192.72364567216988,27.85069835821537,0.13848691589,0.15375281171,0.13848691589,0.15375281171,0.415,0.346,-53.43,0.4152401,0.3461436,-53.43,99.0,0.0,1.49,1.423,0.297,1.0,0.0,12,12,0_13,0_20,359.3793,25.55612,19.915,0.0772,193.6398,11.0,11.0,486.0,356.0,485.8002,356.169,485.8002,356.169,192.72365985559145,27.85069067604968,0.954,0.827,-38.06,0.078,0.06708,-39.1,485.8002,356.169,192.72365985559145,27.85069067604968,0.89861526807,0.84576779529,0.89861526807,0.84576779529,0.972,0.894,-34.37,0.9721299,0.8940619,-34.37,23.2321,0.0,5.04,1.154,0.133,0.29,0.0,0.05225600443966579
58,58,0_59,0_96,525.1879,9.278812,19.5031,0.0192,5.449717E-6,10.0,10.0,282.0,324.0,281.8927,323.6263,281.8927,323.6263,192.7882669553395,27.861363037638515,0.833,0.555,-79.09,0.01472,0.0098,-79.09,281.8927,323.6263,192.7882669553395,27.861363037638515,0.1927785382,0.35111690976,0.1927785382,0.35111690976,0.594,0.437,-83.8,0.5941461,0.4369049,-83.8,45.5103,0.0,1.89,1.501,0.334,1.0,0.0,13,13,0_14,0_19,399.5139,26.83852,19.8,0.073,191.2039,14.0,15.0,282.0,324.0,281.9026,323.5065,281.9026,323.5065,192.7882627879052,27.86139664512124,1.063,0.981,-24.85,0.08627,0.07623,-14.32,281.9026,323.5065,192.7882627879052,27.86139664512124,1.2842741643,1.4251606268,1.2842741643,1.4251606268,1.196,1.131,-80.3,1.195575,1.131386,-80.3,23.2797,0.0,4.4,1.084,0.077,0.007,0.0,0.1202083607741151
62,62,0_63,0_92,270.8111,6.662977,20.2222,0.0267,3.028686E-6,7.0,7.0,207.0,323.0,207.0494,323.1138,207.0494,323.1138,192.8120802961136,27.86205933444128,0.6,0.485,-66.41,0.01475,0.01194,-66.41,207.0494,323.1138,192.8120802961136,27.86205933444128,0.092409639397,0.1446843141,0.092409639397,0.1446843141,0.381,0.303,-85.53,0.3807966,0.3034599,-85.53,45.6638,0.0,1.46,1.236,0.191,1.0,0.0,14,14,0_15,0_18,184.8981,18.23228,20.6365,0.1071,190.8613,7.0,7.0,207.0,323.0,207.0143,322.988,207.0143,322.988,192.81209040594644,27.86209496063316,0.896,0.534,-45.31,0.12223,0.07071,-45.02,207.0143,322.988,192.81209040594644,27.86209496063316,0.8287197284,0.82474753401,0.8287197284,0.82474753401,0.967,0.848,-44.47,0.966674,0.8479438,-44.47,23.2715,0.0,4.09,1.678,0.404,0.497,0.0,0.13060493865090506
65,65,0_66,0_89,3434.52,23.72838,17.4642,0.0075,5.245296E-6,4.0,4.0,225.0,315.0,224.6207,314.8009,224.6207,314.8009,192.80641830644,27.86426713940431,0.492,0.391,-15.39,0.0034,0.0027,-15.39,224.6207,314.8009,192.80641830644,27.86426713940431,0.15327555328,0.05582826485,0.15327555328,0.05582826485,0.392,0.236,-2.67,0.3917751,0.2358307,-2.67,46.2645,0.0,1.03,1.256,0.204,1.0,0.0,15,15,0_16,0_17,3128.451,47.86925,17.5655,0.0166,192.1048,34.0,41.0,225.0,315.0,224.6486,314.846,224.6486,314.846,192.80640980824612,27.86425425434838,1.413,1.35,-0.35,0.02762,0.02572,14.19,224.6486,314.846,192.80640980824612,27.86425425434838,0.87717018476,0.81653603669,0.87717018476,0.81653603669,0.939,0.901,-14.24,0.9387995,0.9013111,-14.24,23.3497,0.0,2.91,1.047,0.045,0.974,0.0,0.0530322543363802
67,67,0_68,0_87,28165.16,67.95026,15.1796,0.0026,7.565495E-9,4.0,4.0,347.0,298.0,346.84,297.5643,346.84,297.5643,192.7673761667536,27.86820781210478,0.507,0.352,-73.42,0.00122,8.5E-4,-73.42,346.84,297.5643,192.7673761667536,27.86820781210478,0.044416848535,0.22767552342,0.044416848535,0.22767552342,0.478,0.209,-86.93,0.4777071,0.2094952,-86.93,41.4131,0.0,1.09,1.441,0.306,1.0,0.0,16,16,0_17,0_16,28068.43,93.24477,15.1833,0.0036,191.3339,85.0,94.0,347.0,298.0,346.8978,297.6216,346.8978,297.6216,192.76735826135743,27.868191272640843,1.665,1.585,-4.3,0.00749,0.00725,9.17,346.8978,297.6216,192.76735826135743,27.868191272640843,0.96928519284,0.86651129725,0.96928519284,0.86651129725,0.986,0.929,-10.52,0.9863869,0.9288904,-10.52,23.2933,0.0,3.03,1.051,0.048,0.983,0.0,0.08138875843754298
71,71,0_72,0_83,618.0583,10.06583,19.3263,0.0177,1.986334E-4,18.0,18.0,240.0,284.0,240.4578,283.8051,240.4578,283.8051,192.8011162054821,27.872864563322487,0.634,0.573,-67.72,0.01033,0.00933,-67.72,240.4578,283.8051,192.8011162054821,27.872864563322487,0.24589211907,0.14237222533,0.24589211907,0.14237222533,0.496,0.377,-2.07,0.4960112,0.3771435,-2.07,99.0,0.0,1.22,1.107,0.096,1.0,0.0,17,17,0_18,0_14,617.0736,30.43043,19.328,0.0536,190.9619,14.0,19.0,240.0,284.0,240.4712,283.7836,240.4712,283.7836,192.8011117589224,27.87287050891756,1.024,0.962,-66.49,0.06588,0.05817,-75.77,240.4712,283.7836,192.8011117589224,27.87287050891756,0.85280423809,0.76950143135,0.85280423809,0.76950143135,0.924,0.877,-5.22,0.9238541,0.876812,-5.22,23.2702,0.0,3.24,1.065,0.061,0.699,0.0,0.02533396929027571
74,74,0_75,0_80,15091.63,49.7397,15.857,0.0036,-6.768997E-8,6.0,6.0,298.0,266.0,297.8676,265.9996,297.8676,265.9996,192.78269330776672,27.87744564786776,0.446,0.367,-6.16,0.00147,0.00121,-6.16,297.8676,265.9996,192.78269330776672,27.87744564786776,0.09210594018,0.086608150546,0.09210594018,0.086608150546,0.303,0.294,-0.31,0.3034899,0.2942924,-0.31,41.4947,0.0,2.32,1.217,0.178,1.0,0.0,18,18,0_19,0_13,14957.98,75.8129,15.8667,0.0055,190.8306,67.0,76.0,298.0,266.0,297.9148,266.0739,297.9148,266.0739,192.78267891677348,27.87742440974065,1.604,1.554,0.52,0.01097,0.01075,58.14,297.9148,266.0739,192.78267891677348,27.87742440974065,0.94561342961,0.86049359265,0.94561342961,0.86049359265,0.974,0.926,-10.14,0.9738725,0.9261099,-10.14,23.2633,0.0,3.02,1.032,0.031,0.985,0.0,0.08802459883465594
79,79,0_80,0_75,1511.421,15.74083,18.3554,0.0113,-2.347319E-7,18.0,18.0,121.0,232.0,120.9247,231.9564,120.9247,231.9564,192.8387264958272,27.888318485024527,0.477,0.393,-76.29,0.00496,0.00409,-76.29,120.9247,231.9564,192.8387264958272,27.888318485024527,0.092074877707,0.096283149195,0.092074877707,0.096283149195,0.31,0.303,-89.48,0.3102958,0.3034379,-89.48,46.2214,0.0,2.5,1.213,0.176,1.0,0.0,19,19,0_20,0_12,1383.518,37.34236,18.4514,0.0293,191.5052,26.0,27.0,121.0,232.0,120.833,232.0074,120.833,232.0074,192.8387561114405,27.888304816815925,1.298,1.174,-32.16,0.04369,0.03868,-32.6,120.833,232.0074,192.8387561114405,27.888304816815925,0.85179270091,0.82225943396,0.85179270091,0.82225943396,0.93,0.899,-29.24,0.9301968,0.8993253,-29.24,23.3173,0.0,3.07,1.106,0.096,0.892,0.0,0.10492802294906398
89,89,0_90,0_65,8049.055,36.32516,16.5395,0.0049,-3.034979E-6,12.0,12.0,262.0,196.0,261.6491,196.2437,261.6491,196.2437,192.79362982882373,27.89732411727778,0.486,0.425,-20.82,0.00219,0.00192,-20.82,261.6491,196.2437,192.79362982882373,27.89732411727778,0.13164035653,0.074445575593,0.13164035653,0.074445575593,0.363,0.272,-4.62,0.3633415,0.272156,-4.62,44.1342,0.0,0.89,1.145,0.127,1.0,0.0,20,20,0_21,0_11,7866.6,62.65893,16.5644,0.0087,191.1519,56.0,61.0,262.0,196.0,261.7,196.3011,261.7,196.3011,192.79361411189467,27.89730760445975,1.6,1.482,8.9,0.01713,0.01528,21.12,261.7,196.3011,192.79361411189467,27.89730760445975,1.0180238159,0.91031521479,1.0180238159,0.91031521479,1.01,0.953,-7.97,1.01004,0.9529738,-7.97,23.2874,0.0,3.04,1.079,0.073,0.982,0.0,0.07671746867566373
109,109,0_110,0_45,595.6288,9.881502,19.3664,0.018,-8.201559E-8,24.0,24.0,46.0,133.0,44.7902,132.6821,44.7902,132.6821,192.86213768858656,27.91678167872941,1.402,0.652,22.91,0.02326,0.01082,22.91,44.7902,132.6821,192.86213768858656,27.91678167872941,0.79064094073,0.41412987965,0.79064094073,0.41412987965,0.945,0.559,24.8,0.94489,0.5585282,24.8,45.1893,0.0,5.1,2.149,0.535,1.0,0.0,22,22,0_23,0_9,453.3701,29.30706,19.6627,0.0702,190.7566,16.0,18.0,45.0,133.0,44.9877,132.6832,44.9877,132.6832,192.86207481408053,27.916779935554228,1.27,1.003,4.68,0.09587,0.0758,0.32,44.9877,132.6832,192.86207481408053,27.916779935554228,2.1641406201,1.7388371409,2.1641406201,1.7388371409,1.498,1.288,21.66,1.497912,1.288114,21.66,23.271,0.0,5.55,1.267,0.211,0.025,0.0,0.19750306326738132
111,111,0_112,0_43,81339.62,115.4745,14.0281,0.0015,1.277899E-6,7.0,7.0,311.0,131.0,310.9103,130.806,310.9103,130.806,192.77739115240385,27.915354327240525,0.416,0.346,-68.69,5.9E-4,4.9E-4,-68.69,310.9103,130.806,192.77739115240385,27.915354327240525,0.095634900252,0.10339518379,0.095634900252,0.10339518379,0.322,0.309,-88.76,0.3215569,0.309243,-88.76,44.0678,4.0,-0.18,1.203,0.169,1.0,0.0,21,21,0_22,0_10,82553.25,139.5118,14.012,0.0018,190.5961,124.0,137.0,311.0,131.0,310.9838,130.8653,310.9838,130.8653,192.77736825591592,27.915337111371866,1.727,1.666,-2.02,0.00392,0.00388,3.92,310.9838,130.8653,192.77736825591592,27.915337111371866,0.98266983874,0.88875008899,0.98266983874,0.88875008899,0.993,0.941,-9.68,0.9927157,0.9412415,-9.68,23.2601,0.0,3.07,1.037,0.035,0.985,0.0,0.09443908089341352
114,114,0_115,0_40,1603.474,16.2131,18.2912,0.011,-0.001757553,50.0,50.0,190.0,112.0,190.263,112.7823,190.263,112.7823,192.81565236031184,27.92131286626247,2.43,0.7,58.02,0.02457,0.00708,58.02,190.263,112.7823,192.81565236031184,27.92131286626247,0.86761586394,1.4218068601,0.86761586394,1.4218068601,1.371,0.639,56.06,1.371358,0.6393753,56.06,33.2218,0.0,7.28,3.469,0.712,1.0,0.0,23,23,0_24,0_8,1588.952,48.50362,18.3011,0.0332,190.6587,44.0,49.0,190.0,112.0,190.2858,112.8564,190.2858,112.8564,192.8156457242316,27.92129186838974,2.379,1.315,53.77,0.0863,0.04805,52.49,190.2858,112.8564,192.8156457242316,27.92129186838974,2.3849471255,3.0187915824,2.3849471255,3.0187915824,1.885,1.36,55.91,1.885376,1.359815,55.91,23.2721,0.0,7.93,1.81,0.447,0.002,0.0,0.07752838189977668
121,121,0_122,0_33,85013.8,118.0538,13.9801,0.0015,2.663494E-6,4.0,4.0,407.0,104.0,406.6225,104.3603,406.6225,104.3603,192.74669081062373,27.922073725108596,0.505,0.459,-42.09,7.0E-4,6.4E-4,-42.09,406.6225,104.3603,192.74669081062373,27.922073725108596,0.18046914573,0.16889649558,0.18046914573,0.16889649558,0.435,0.401,-33.0,0.4346388,0.4005681,-33.0,44.3796,0.0,0.91,1.1,0.091,1.0,0.0,24,24,0_25,0_7,85715.48,141.4166,13.9712,0.0018,191.0637,129.0,138.0,407.0,104.0,406.691,104.4366,406.691,104.4366,192.74666965576785,27.92205176389268,1.726,1.674,-1.93,0.00385,0.00376,29.06,406.691,104.4366,192.74666965576785,27.92205176389268,0.99490249554,0.90900244692,0.99490249554,0.90900244692,0.999,0.952,-11.09,0.999168,0.9516135,-11.09,23.2941,0.0,3.05,1.031,0.03,0.999,0.0,0.10253750533339814
139,139,0_140,0_15,11519.85,43.45688,16.1502,0.0041,0.001816817,12.0,12.0,472.0,46.0,471.8164,46.3527,471.8164,46.3527,192.7254317110509,27.937888525659357,0.479,0.391,-85.71,0.00181,0.00148,-85.71,471.8164,46.3527,192.7254317110509,27.937888525659357,0.12797610712,0.20319192416,0.12797610712,0.20319192416,0.451,0.358,-89.34,0.4507792,0.3577236,-89.34,44.0194,0.0,0.88,1.223,0.182,1.0,0.0,26,26,0_27,0_5,11234.42,68.06918,16.1775,0.0066,190.7352,61.0,64.0,472.0,46.0,471.8537,46.4095,471.8537,46.4095,192.7254203242585,27.937872278881,1.604,1.494,3.69,0.01287,0.01164,15.25,471.8537,46.4095,192.7254203242585,27.937872278881,0.98023214048,0.90457137389,0.98023214048,0.90457137389,0.991,0.951,-6.58,0.9905818,0.9505532,-6.58,23.2684,0.0,3.06,1.074,0.069,0.981,0.0,0.06795240981747078
146,146,0_147,0_8,330.8676,7.364821,20.0047,0.0242,-3.710509E-5,6.0,6.0,245.0,20.0,245.0727,19.6986,245.0727,19.6986,192.79741296248227,27.947074331917307,0.548,0.424,-37.98,0.01219,0.00944,-37.98,245.0727,19.6986,192.79741296248227,27.947074331917307,0.073031407116,0.11384401673,0.073031407116,0.11384401673,0.34,0.267,-78.8,0.339865,0.2671465,-78.8,37.2278,0.0,0.97,1.292,0.226,1.0,0.0,27,27,0_28,0_4,195.032,18.11617,20.5786,0.1009,190.8473,6.0,7.0,245.0,20.0,245.0479,19.7103,245.0479,19.7103,192.7974209598244,27.947071226602706,0.736,0.665,-11.3,0.08897,0.08212,-1.12,245.0479,19.7103,192.7974209598244,27.947071226602706,0.88628373062,0.82313278058,0.88628373062,0.82313278058,0.96,0.888,-30.91,0.9599882,0.8876031,-30.91,23.2865,0.0,4.14,1.107,0.096,0.501,0.0,0.02742134205322525
150,150,0_151,0_4,882.7855,12.02992,18.9392,0.0148,0.003590875,13.0,13.0,490.0,14.0,489.6228,14.1013,489.6228,14.1013,192.71948209936852,27.946819091012483,0.541,0.493,-67.49,0.00737,0.00671,-67.49,489.6228,14.1013,192.71948209936852,27.946819091012483,0.16269942479,0.082658146409,0.16269942479,0.082658146409,0.404,0.287,-2.44,0.40354,0.2872508,-2.44,43.3755,0.0,1.03,1.099,0.09,1.0,0.0,0,0,0_1,0_3,807.926,32.37965,19.0354,0.0435,190.9986,17.0,21.0,490.0,14.0,489.7084,14.1248,489.7084,14.1248,192.7194550421821,27.94681183866486,1.164,1.118,-73.82,0.05799,0.05472,-69.47,489.7084,14.1248,192.7194550421821,27.94681183866486,0.91304413603,0.90150443198,0.91304413603,0.90150443198,0.959,0.946,-30.44,0.9587147,0.9462635,-30.44,23.2855,0.0,3.43,1.041,0.04,0.549,0.0,0.08876716735370077
151,151,0_152,0_3,6369.403,32.31353,16.7936,0.0055,0.001793316,7.0,7.0,436.0,12.0,435.8218,12.0023,435.8218,12.0023,192.73659795224305,27.947814829506097,0.41,0.319,-8.69,0.00208,0.00162,-8.69,435.8218,12.0023,192.73659795224305,27.947814829506097,0.099201001186,0.090626114883,0.099201001186,0.090626114883,0.315,0.301,-0.38,0.3149625,0.3010411,-0.38,43.7609,0.0,0.88,1.284,0.221,1.0,0.0,1,1,0_2,0_2,6217.784,57.77778,16.8198,0.0101,190.987,46.0,53.0,436.0,12.0,435.8955,12.0549,435.8955,12.0549,192.7365749340821,27.947799490547133,1.557,1.433,-1.54,0.01908,0.01677,3.4,435.8955,12.0549,192.7365749340821,27.947799490547133,0.98072696263,0.89236473575,0.98072696263,0.89236473575,0.992,0.943,-11.31,0.9921751,0.9426984,-11.31,23.2842,0.0,3.09,1.087,0.08,0.981,0.0,0.09054529253365151
152,152,0_153,0_152,327.4477,7.32666,20.016,0.0243,-5.07324E-5,5.0,5.0,27.0,505.0,27.0458,505.2555,27.0458,505.2555,192.8708725171753,27.81216048441367,0.505,0.432,-13.56,0.01129,0.00966,-13.56,27.0458,505.2555,192.8708725171753,27.81216048441367,0.074941519872,0.096744853984,0.074941519872,0.096744853984,0.311,0.273,-83.82,0.3114542,0.2732813,-83.82,53.1518,0.0,1.24,1.169,0.145,1.0,0.0,28,28,0_29,0_30,217.2916,18.47768,20.4613,0.0923,191.5698,6.0,7.0,27.0,506.0,27.0789,505.3422,27.0789,505.3422,192.8708627062406,27.81213586694162,0.847,0.596,-25.41,0.09627,0.0663,-30.28,27.0789,505.3422,192.8708627062406,27.81213586694162,0.76712503652,0.55913027774,0.76712503652,0.55913027774,0.88,0.743,-10.5,0.880071,0.7427855,-10.5,23.2849,16.0,3.28,1.421,0.296,0.501,0.0,0.09280355596636033
