col1_1,Unnamed: 0_1,NUMBER_1,ID_PARENT_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO_1,MAGERR_ISO_1,BACKGROUND_1,ISOAREA_IMAGE_1,ISOAREAF_IMAGE_1,XPEAK_IMAGE_1,YPEAK_IMAGE_1,X_IMAGE_1,Y_IMAGE_1,X_IMAGE_DBL_1,Y_IMAGE_DBL_1,X_WORLD_1,Y_WORLD_1,A_IMAGE_1,B_IMAGE_1,THETA_IMAGE_1,ERRA_IMAGE_1,ERRB_IMAGE_1,ERRTHETA_IMAGE_1,XWIN_IMAGE_1,YWIN_IMAGE_1,XWIN_WORLD_1,YWIN_WORLD_1,X2WIN_IMAGE_1,Y2WIN_IMAGE_1,X2WIN_WORLD_1,Y2WIN_WORLD_1,AWIN_IMAGE_1,BWIN_IMAGE_1,THETAWIN_IMAGE_1,AWIN_WORLD_1,BWIN_WORLD_1,THETAWIN_WORLD_1,MU_THRESHOLD_1,FLAGS_1,FWHM_IMAGE_1,ELONGATION_1,ELLIPTICITY_1,CLASS_STAR_1,SUBDIV_NUMBER_1,col1_2,Unnamed: 0_2,NUMBER_2,ID_PARENT_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO_2,MAGERR_ISO_2,BACKGROUND_2,ISOAREA_IMAGE_2,ISOAREAF_IMAGE_2,XPEAK_IMAGE_2,YPEAK_IMAGE_2,X_IMAGE_2,Y_IMAGE_2,X_IMAGE_DBL_2,Y_IMAGE_DBL_2,X_WORLD_2,Y_WORLD_2,A_IMAGE_2,B_IMAGE_2,THETA_IMAGE_2,ERRA_IMAGE_2,ERRB_IMAGE_2,ERRTHETA_IMAGE_2,XWIN_IMAGE_2,YWIN_IMAGE_2,XWIN_WORLD_2,YWIN_WORLD_2,X2WIN_IMAGE_2,Y2WIN_IMAGE_2,X2WIN_WORLD_2,Y2WIN_WORLD_2,AWIN_IMAGE_2,BWIN_IMAGE_2,THETAWIN_IMAGE_2,AWIN_WORLD_2,BWIN_WORLD_2,THETAWIN_WORLD_2,MU_THRESHOLD_2,FLAGS_2,FWHM_IMAGE_2,ELONGATION_2,ELLIPTICITY_2,CLASS_STAR_2,SUBDIV_NUMBER_2,Separation
4670,4670,24_32,24_20,1867.533,17.49723,18.1257,0.0102,0.0,6.0,6.0,1690.0,1669.0,1689.7401,1669.2816,1689.7401,1669.2816,192.35319776940327,27.47190505546022,0.561,0.465,-33.23,0.00536,0.00442,-33.9,1689.7401,1669.2816,192.35319776940327,27.47190505546022,0.13531890257,0.12631707618,0.13531890257,0.12631707618,0.376,0.347,-32.3,0.3759185,0.3468735,-32.3,99.0,0.0,1.1,1.208,0.172,1.0,24.0,695,695,24_25,24_10,1902.174,40.97866,18.1057,0.0234,193.7062,29.0,33.0,1690.0,1669.0,1689.7017,1669.329,1689.7017,1669.329,192.35321039652897,27.47189204886936,1.369,1.27,-31.78,0.03656,0.03395,-42.9,1689.7017,1669.329,192.35321039652897,27.47189204886936,0.9490185193,0.84867466076,0.9490185193,0.84867466076,0.979,0.916,-16.89,0.9793919,0.9156881,-16.89,23.3157,0.0,3.23,1.078,0.073,0.965,24.0,0.06100262289431514
4672,4672,24_34,24_18,90563.98,121.8464,13.9115,0.0015,0.0,2.0,2.0,1780.0,1652.0,1780.0,1651.9854,1780.0,1651.9854,192.3244141786404,27.47600957490733,0.313,0.289,90.0,4.2E-4,3.9E-4,90.0,1780.0,1651.9854,192.3244141786404,27.47600957490733,0.0833333,0.084216866947,0.0833333,0.084216866947,0.29,0.289,90.0,0.2902014,0.2886751,90.0,99.0,4.0,0.0,1.083,0.077,1.0,24.0,689,689,24_19,24_14,94117.39,154.7617,13.8697,0.0018,193.9891,146.0,206.0,1780.0,1652.0,1779.7535,1651.8355,1779.7535,1651.8355,192.32449089568735,27.476053804467583,4.428,0.923,-88.54,0.01358,0.00197,-88.76,1779.7535,1651.8355,192.32449089568735,27.476053804467583,0.10694832722,0.10724517965,0.10694832722,0.10724517965,0.328,0.327,75.61,0.3275151,0.3269975,75.61,23.3259,6.0,0.0,4.798,0.792,1.0,24.0,0.2885000173310559
4674,4674,24_36,24_16,134.8089,4.701046,20.9796,0.0379,0.0,3.0,3.0,1644.0,1642.0,1644.0204,1641.5316,1644.0204,1641.5316,192.367430446346,27.48008997476417,0.577,0.321,87.62,0.01864,0.00849,82.22,1644.0204,1641.5316,192.367430446346,27.48008997476417,0.086883658559,0.24380709085,0.086883658559,0.24380709085,0.494,0.295,89.74,0.4937716,0.2947548,89.74,99.0,0.0,1.24,1.798,0.444,0.995,24.0,696,696,24_26,24_9,177.1962,16.66715,20.6827,0.1021,193.3247,5.0,6.0,1644.0,1641.0,1644.0417,1641.4949,1644.0417,1641.4949,192.3674233436445,27.48010011662615,0.787,0.499,2.67,0.10036,0.06157,0.17,1644.0417,1641.4949,192.3674233436445,27.48010011662615,0.75397687563,0.52628859807,0.75397687563,0.52628859807,0.879,0.712,15.44,0.8790793,0.7123798,15.44,23.27,0.0,3.7,1.577,0.366,0.489,24.0,0.042433241686242566
4675,4675,24_37,24_15,955.5942,12.51618,18.8532,0.0142,6.297112E-6,5.0,5.0,1959.0,1635.0,1959.5023,1634.7608,1959.5023,1634.7608,192.267335933936,27.47932512952874,0.501,0.429,-6.55,0.00666,0.0059,-3.75,1959.5023,1634.7608,192.267335933936,27.47932512952874,0.24977846994,0.087969598715,0.24977846994,0.087969598715,0.5,0.296,-1.37,0.4998711,0.2964405,-1.37,99.0,0.0,0.9,1.167,0.143,1.0,24.0,697,697,24_27,24_8,976.1996,33.72398,18.83,0.0375,193.0189,19.0,24.0,1959.0,1635.0,1959.5938,1634.8122,1959.5938,1634.8122,192.26730742466145,27.479309892603265,1.286,1.084,13.52,0.0546,0.04442,19.3,1959.5938,1634.8122,192.26730742466145,27.479309892603265,0.94196529846,0.7660800766,0.94196529846,0.7660800766,0.971,0.875,-0.09,0.9705492,0.8752598,-0.09,23.3241,0.0,3.25,1.186,0.157,0.86,24.0,0.10494860647004933
4677,4677,24_39,24_13,778.6739,11.29829,19.0755,0.0158,-0.001800264,11.0,11.0,1791.0,1613.0,1790.9473,1612.6227,1790.9473,1612.6227,192.3205650352277,27.486985019890096,0.841,0.651,61.73,0.01303,0.01003,63.71,1790.9473,1612.6227,192.3205650352277,27.486985019890096,0.35415053014,0.39198270592,0.35415053014,0.39198270592,0.647,0.572,57.15,0.6473225,0.5719325,57.15,33.1914,0.0,2.24,1.291,0.225,0.999,24.0,698,698,24_28,24_7,950.9658,36.78432,18.8585,0.042,194.8434,26.0,29.0,1791.0,1613.0,1790.9097,1612.5426,1790.9097,1612.5426,192.3205761882045,27.487007859966603,1.388,1.343,10.36,0.06382,0.06033,-10.27,1790.9097,1612.5426,192.3205761882045,27.487007859966603,1.6029737368,1.6121966059,1.6029737368,1.6121966059,1.292,1.243,47.11,1.292338,1.242993,47.11,23.3289,0.0,4.72,1.033,0.032,0.009,24.0,0.08848598759121522
4678,4678,24_40,24_12,76558.87,112.0296,14.0939,0.0016,-0.002742738,4.0,4.0,1778.0,1610.0,1778.2962,1609.9103,1778.2962,1609.9103,192.3245505449086,27.487854554894405,0.473,0.257,-18.3,6.9E-4,3.8E-4,-18.31,1778.2962,1609.9103,192.3245505449086,27.487854554894405,0.11101725289,0.085145296909,0.11101725289,0.085145296909,0.333,0.292,-0.92,0.3332026,0.2917851,-0.92,32.7343,4.0,0.0,1.841,0.457,1.0,24.0,671,671,24_1,24_14,86908.49,161.7237,13.9562,0.002,194.7293,235.0,287.0,1778.0,1610.0,1778.4899,1609.913,1778.4899,1609.913,192.32448914978332,27.48785216033713,6.489,1.081,89.01,0.02058,0.00255,89.21,1778.4899,1609.913,192.32448914978332,27.48785216033713,0.13093001586,0.12073096126,0.13093001586,0.12073096126,0.364,0.345,-21.54,0.3644347,0.3447439,-21.54,23.3173,3.0,0.0,6.005,0.833,0.972,24.0,0.19371881684548276
4679,4679,24_41,24_50,1286.578,14.5229,18.5303,0.0123,3.568561E-4,4.0,4.0,2009.0,2016.0,2008.64,2015.8497,2008.64,2015.8497,192.25547816610904,27.37175212175489,0.481,0.357,-4.17,0.00548,0.00414,-3.74,2008.64,2015.8497,192.25547816610904,27.37175212175489,0.19370399774,0.11397348183,0.19370399774,0.11397348183,0.44,0.338,-0.58,0.4401276,0.3375874,-0.58,99.0,16.0,0.99,1.348,0.258,1.0,24.0,675,675,24_5,24_30,1985.98,35.74461,18.0589,0.0195,191.3312,20.0,23.0,2009.0,2017.0,2008.6713,2016.1509,2008.6713,2016.1509,192.2554711914488,27.3716671633157,1.424,0.83,-1.0,0.0361,0.02128,0.49,2008.6713,2016.1509,192.2554711914488,27.3716671633157,0.74330628409,0.37776163089,0.74330628409,0.37776163089,0.862,0.614,-2.25,0.8624811,0.6141615,-2.25,23.3141,24.0,3.94,1.715,0.417,0.977,24.0,0.3028219443832583
4680,4680,24_42,24_10,306.0673,7.083429,20.0893,0.0251,-5.881656E-8,15.0,15.0,1542.0,1595.0,1541.6071,1595.068,1541.6071,1595.068,192.39946784788089,27.494005202251618,0.929,0.723,49.63,0.0271,0.02069,41.17,1541.6071,1595.068,192.39946784788089,27.494005202251618,0.41912585817,0.46095572716,0.41912585817,0.46095572716,0.714,0.608,53.7,0.7141034,0.6083896,53.7,99.0,0.0,2.72,1.285,0.222,1.0,24.0,699,699,24_29,24_6,353.2714,26.79133,19.9336,0.0824,194.1413,15.0,16.0,1541.0,1595.0,1541.7143,1594.9835,1541.7143,1594.9835,192.39943305377852,27.4940280767295,1.173,1.058,84.09,0.09946,0.08863,89.53,1541.7143,1594.9835,192.39943305377852,27.4940280767295,3.2477520161,2.712736667,3.2477520161,2.712736667,1.803,1.646,4.39,1.80303,1.646077,4.39,23.3806,0.0,6.65,1.108,0.098,0.001,24.0,0.13649941391823145
4681,4681,24_43,24_9,12238.51,44.79189,16.0845,0.004,-1.050296E-8,4.0,4.0,1597.0,1587.0,1597.4043,1586.5475,1597.4043,1586.5475,192.3816917669879,27.495938725328017,0.505,0.483,-54.04,0.00185,0.00177,-54.02,1597.4043,1586.5475,192.3816917669879,27.495938725328017,0.21242422577,0.2380620476,0.21242422577,0.2380620476,0.491,0.458,-72.43,0.4908332,0.4577871,-72.43,99.0,0.0,0.94,1.047,0.045,1.0,24.0,700,700,24_30,24_5,12375.99,70.5648,16.0724,0.0062,193.6253,65.0,71.0,1597.0,1587.0,1597.4809,1586.5964,1597.4809,1586.5964,192.3816679369569,27.495924338994616,1.607,1.515,1.2,0.01232,0.0116,15.04,1597.4809,1586.5964,192.3816679369569,27.495924338994616,0.98898457464,0.8848982741,0.98898457464,0.8848982741,0.995,0.94,-6.02,0.9950661,0.9400672,-6.02,23.2839,0.0,3.08,1.061,0.057,0.982,24.0,0.09087777506087737
4682,4682,24_44,24_8,115.6862,4.354877,21.1457,0.0409,0.0,3.0,3.0,1653.0,1568.0,1652.949,1567.6586,1652.949,1567.6586,192.36389696744743,27.500787373573885,0.476,0.216,-84.42,0.01946,0.01122,-78.34,1652.949,1567.6586,192.36389696744743,27.500787373573885,0.090779270097,0.15025820936,0.090779270097,0.15025820936,0.388,0.301,-89.48,0.3876379,0.3012878,-89.48,99.0,0.0,1.03,2.203,0.546,0.996,24.0,701,701,24_31,24_4,150.5248,16.64438,20.8598,0.1201,195.4199,5.0,6.0,1653.0,1568.0,1652.837,1567.8017,1652.837,1567.8017,192.3639338482437,27.500748071534662,0.757,0.567,44.43,0.10925,0.08081,45.06,1652.837,1567.8017,192.3639338482437,27.500748071534662,0.82111418477,0.76453423874,0.82111418477,0.76453423874,0.906,0.874,-0.47,0.9061556,0.8743743,-0.47,23.3204,0.0,3.57,1.334,0.251,0.493,24.0,0.18171849107897378
4683,4683,24_45,24_7,357.5395,7.655915,19.9206,0.0233,-0.01187383,13.0,13.0,1769.0,1563.0,1768.6693,1562.9728,1768.6693,1562.9728,192.3271529524769,27.501133562644466,1.395,0.439,-23.02,0.03635,0.01092,-24.82,1768.6693,1562.9728,192.3271529524769,27.501133562644466,0.40260426284,0.20338736746,0.40260426284,0.20338736746,0.659,0.415,-20.26,0.6588055,0.4146889,-20.26,31.1433,0.0,4.64,3.176,0.685,0.988,24.0,702,702,24_32,24_3,530.6395,32.27475,19.4919,0.0661,197.1661,18.0,22.0,1769.0,1563.0,1768.6675,1562.9351,1768.6675,1562.9351,192.32715316166824,27.50114417819633,2.129,0.771,-24.98,0.14988,0.05218,-24.98,1768.6675,1562.9351,192.32715316166824,27.50114417819633,3.0076552043,1.8693334805,3.0076552043,1.8693334805,1.821,1.249,-24.79,1.821054,1.249301,-24.79,23.3031,1.0,7.66,2.762,0.638,0.002,24.0,0.03774294636096275
4685,4685,24_47,24_5,127.6374,4.574294,21.0389,0.0389,-5.734614E-7,3.0,3.0,1537.0,1539.0,1537.344,1539.1484,1537.344,1539.1484,192.4002929476401,27.509764363545155,0.497,0.324,-22.9,0.01938,0.01283,-27.47,1537.344,1539.1484,192.4002929476401,27.509764363545155,0.21717976272,0.12694281345,0.21717976272,0.12694281345,0.467,0.355,-4.58,0.4666502,0.3554717,-4.58,99.0,0.0,1.16,1.536,0.349,0.995,24.0,703,703,24_33,24_2,112.3,15.15982,21.1779,0.1466,193.208,3.0,5.0,1537.0,1539.0,1537.2352,1539.3829,1537.2352,1539.3829,192.4003296670023,27.509699324222872,0.751,0.452,17.29,0.11683,0.06773,18.26,1537.2352,1539.3829,192.4003296670023,27.509699324222872,1.205120806,0.8938091102,1.205120806,0.8938091102,1.098,0.945,3.32,1.098259,0.9448586,3.32,23.3073,0.0,3.43,1.661,0.398,0.484,24.0,0.2585105220295805
4686,4686,24_48,24_4,96677.03,125.8916,13.8406,0.0014,0.01201186,3.0,3.0,1780.0,1535.0,1780.2967,1534.811,1780.2967,1534.811,192.32319517309935,27.50895381482848,0.493,0.344,31.86,6.4E-4,4.5E-4,31.86,1780.2967,1534.811,192.32319517309935,27.50895381482848,0.11548070457,0.063427385282,0.11548070457,0.063427385282,0.342,0.249,9.6,0.3420746,0.2487831,9.6,99.0,0.0,1.18,1.434,0.303,1.0,24.0,672,672,24_2,24_14,120073.5,206.055,13.6052,0.0019,198.5186,425.0,509.0,1781.0,1535.0,1780.1457,1534.2241,1780.1457,1534.2241,192.32323742727013,27.509120112293477,11.751,1.454,-88.38,0.03222,0.00319,-88.42,1780.1457,1534.2241,192.32323742727013,27.509120112293477,0.44124653392,0.42051737571,0.44124653392,0.42051737571,0.666,0.647,17.26,0.6659294,0.6467627,17.26,23.304,18.0,0.16,8.079,0.876,0.954,24.0,0.6060137044655318
4691,4691,25_3,25_53,6662.077,33.0476,16.7448,0.0054,0.002441387,416.0,416.0,2033.0,2001.0,2036.3418,2001.9934,2036.3418,2001.9934,192.24656807081865,27.375409845019675,8.056,2.613,33.02,0.0499,0.01772,32.73,2036.3418,2001.9934,192.24656807081865,27.375409845019675,12.85746891,7.8713681382,12.85746891,7.8713681382,3.991,2.192,31.68,3.990588,2.191814,31.68,99.0,16.0,25.66,3.084,0.676,0.845,25.0,706,706,25_3,25_30,5899.734,108.8479,16.8768,0.02,192.289,149.0,175.0,2033.0,2001.0,2037.1408,2002.9172,2037.1408,2002.9172,192.24632401673907,27.37514321697846,6.79,1.935,33.37,0.11502,0.03307,33.49,2037.1408,2002.9172,192.24632401673907,27.37514321697846,22.797776923,16.308060015,22.797776923,16.308060015,5.243,3.408,32.94,5.243228,3.40799,32.94,23.1312,16.0,21.75,3.509,0.715,0.0,25.0,1.2213956934589287
4692,4692,25_4,25_52,198.8805,5.709935,20.5574,0.0312,1.707352E-5,16.0,16.0,2457.0,1997.0,2457.7222,1995.9324,2457.7222,1995.9324,192.1130493162631,27.3734198427488,1.05,0.813,-28.97,0.03858,0.03249,-36.81,2457.7222,1995.9324,192.1130493162631,27.3734198427488,0.60167142285,0.59855878316,0.60167142285,0.59855878316,0.834,0.71,-44.53,0.8341441,0.7102351,-44.53,99.0,0.0,5.5,1.291,0.226,1.0,25.0,708,708,25_5,25_28,149.158,17.62559,20.8698,0.1283,190.8719,5.0,7.0,2457.0,1996.0,2457.8215,1995.7308,2457.8215,1995.7308,192.1130158355536,27.37347563514839,0.89,0.615,-30.48,0.12371,0.08528,-30.45,2457.8215,1995.7308,192.1130158355536,27.37347563514839,1.4654416594,1.3604733929,1.4654416594,1.3604733929,1.211,1.166,1.13,1.210571,1.166376,1.13,23.3531,0.0,4.38,1.449,0.31,0.471,25.0,0.22472883660073478
4693,4693,25_5,25_51,2993.392,22.1522,17.6135,0.008,2.33236E-4,10.0,10.0,2115.0,1996.0,2114.6668,1996.0746,2114.6668,1996.0746,192.22170033674635,27.376397171782013,0.54,0.487,-1.67,0.00413,0.0037,-1.66,2114.6668,1996.0746,192.22170033674635,27.376397171782013,0.15704462968,0.068313281841,0.15704462968,0.068313281841,0.396,0.261,-0.12,0.3962891,0.2613674,-0.12,99.0,0.0,1.07,1.108,0.097,1.0,25.0,707,707,25_4,25_29,2823.239,45.09632,17.677,0.0173,191.3655,34.0,40.0,2115.0,1996.0,2114.7214,1996.0954,2114.7214,1996.0954,192.22168324698583,27.376390850105658,1.421,1.331,-9.87,0.0286,0.02733,-30.7,2114.7214,1996.0954,192.22168324698583,27.376390850105658,0.90898512625,0.80976290836,0.90898512625,0.80976290836,0.954,0.9,-2.91,0.9535423,0.899725,-2.91,23.3599,0.0,3.01,1.067,0.063,0.978,25.0,0.05842773314097883
4695,4695,25_7,25_49,623.9413,10.11363,19.316,0.0176,-2.188942E-5,19.0,19.0,2272.0,1984.0,2272.2701,1984.0916,2272.2701,1984.0916,192.1716631749793,27.37839065597125,0.884,0.785,-43.16,0.01703,0.01514,-43.08,2272.2701,1984.0916,192.1716631749793,27.37839065597125,0.36662985559,0.38523289552,0.36662985559,0.38523289552,0.63,0.595,-57.87,0.6303571,0.5954096,-57.87,99.0,0.0,2.11,1.126,0.112,1.0,25.0,709,709,25_6,25_27,585.019,30.39544,19.3859,0.0564,190.7108,19.0,20.0,2272.0,1984.0,2272.1731,1984.0767,2272.1731,1984.0767,192.1716937488348,27.37839569746802,1.213,1.121,-59.69,0.0709,0.06535,-62.97,2272.1731,1984.0767,192.1716937488348,27.37839569746802,1.5740153503,1.5295890403,1.5740153503,1.5295890403,1.29,1.2,-39.24,1.289551,1.200276,-39.24,23.317,0.0,4.05,1.083,0.076,0.117,25.0,0.09813770936819945
4696,4696,25_8,25_48,167.5906,5.241552,20.7432,0.034,-1.906498E-5,13.0,13.0,2236.0,1976.0,2235.6884,1976.2113,2235.6884,1976.2113,192.18317136536837,27.38092720117124,0.904,0.615,35.64,0.04173,0.02658,37.26,2235.6884,1976.2113,192.18317136536837,27.38092720117124,0.18351349886,0.28370348668,0.18351349886,0.28370348668,0.533,0.428,-89.21,0.5326563,0.4283623,-89.21,99.0,0.0,2.59,1.468,0.319,1.0,25.0,710,710,25_7,25_26,109.7065,14.94351,21.2033,0.1479,190.898,5.0,5.0,2236.0,1977.0,2235.7963,1976.4067,2235.7963,1976.4067,192.18313912944384,27.380871317729152,0.75,0.454,-18.31,0.12464,0.07219,-18.43,2235.7963,1976.4067,192.18313912944384,27.380871317729152,1.1581522056,1.0659970593,1.1581522056,1.0659970593,1.091,1.016,27.24,1.091496,1.01626,27.24,23.3329,0.0,2.67,1.653,0.395,0.386,25.0,0.22321193964485583
4699,4699,25_11,25_45,271.9507,6.676981,20.2176,0.0267,3.764422E-4,11.0,11.0,2031.0,1964.0,2030.9182,1964.1718,2030.9182,1964.1718,192.2479162641868,27.386090904210292,0.644,0.541,-9.48,0.0208,0.01671,8.04,2030.9182,1964.1718,192.2479162641868,27.386090904210292,0.10620622246,0.087728588116,0.10620622246,0.087728588116,0.326,0.296,-2.16,0.3259334,0.2961456,-2.16,99.0,0.0,1.26,1.19,0.16,1.0,25.0,711,711,25_8,25_25,214.1787,21.16153,20.4769,0.1073,191.5993,7.0,8.0,2031.0,1964.0,2031.0829,1964.1431,2031.0829,1964.1431,192.2478638086928,27.38609755557073,0.828,0.671,-40.47,0.08983,0.07111,-44.54,2031.0829,1964.1431,192.2478638086928,27.38609755557073,0.89833117878,0.73596148034,0.89833117878,0.73596148034,0.948,0.858,-2.27,0.9479381,0.857733,-2.27,23.1847,0.0,3.07,1.234,0.19,0.499,25.0,0.16718187700829576
4701,4701,25_13,25_43,291.7123,6.915323,20.1415,0.0257,-6.313161E-4,11.0,11.0,2062.0,1938.0,2061.9971,1938.1555,2061.9971,1938.1555,192.23781598444,27.393137899209066,0.748,0.57,-9.39,0.0208,0.01717,-10.53,2061.9971,1938.1555,192.23781598444,27.393137899209066,0.19549363079,0.14636345208,0.19549363079,0.14636345208,0.444,0.381,-9.09,0.4436036,0.3808844,-9.09,99.0,0.0,1.51,1.311,0.237,1.0,25.0,712,712,25_9,25_24,273.1003,21.63857,20.2131,0.086,190.5176,9.0,10.0,2062.0,1938.0,2062.1201,1938.0524,2062.1201,1938.0524,192.2377760075285,27.39316582549625,0.932,0.746,-2.99,0.09314,0.07363,-0.83,2062.1201,1938.0524,192.2377760075285,27.39316582549625,0.93710235616,0.78336572314,0.93710235616,0.78336572314,0.971,0.882,-10.82,0.971047,0.8817799,-10.82,23.2475,0.0,4.96,1.25,0.2,0.555,25.0,0.16049489088447633
4706,4706,25_18,25_38,54841.32,94.81761,14.4561,0.0019,-0.002050948,7.0,7.0,2032.0,1909.0,2031.9215,1909.0031,2031.9215,1909.0031,192.2470589633664,27.401594075074435,0.361,0.302,-0.24,6.3E-4,5.2E-4,-0.24,2031.9215,1909.0031,192.2470589633664,27.401594075074435,0.093779332339,0.090335674198,0.093779332339,0.090335674198,0.306,0.301,-0.01,0.3062341,0.3005589,-0.01,99.0,0.0,1.86,1.194,0.163,1.0,25.0,713,713,25_10,25_23,56143.88,117.5937,14.4306,0.0023,191.1335,103.0,114.0,2032.0,1909.0,2031.985,1909.0586,2031.985,1909.0586,192.24703938753836,27.401577923070747,1.678,1.607,7.74,0.00469,0.00451,46.71,2031.985,1909.0586,192.24703938753836,27.401577923070747,0.94079712353,0.83967900853,0.94079712353,0.83967900853,0.97,0.916,-5.2,0.9703819,0.9158794,-5.2,23.32,0.0,3.04,1.044,0.042,0.995,25.0,0.08433563896725613
4708,4708,25_20,25_36,1948.484,17.87243,18.0796,0.01,-4.069405E-5,14.0,14.0,2441.0,1898.0,2440.482,1898.1675,2440.482,1898.1675,192.11752324293,27.401059300064414,0.613,0.557,-32.75,0.00597,0.00549,-32.16,2440.482,1898.1675,192.11752324293,27.401059300064414,0.25958317062,0.13173560276,0.25958317062,0.13173560276,0.51,0.362,-4.48,0.5102692,0.3618621,-4.48,99.0,0.0,1.18,1.1,0.091,1.0,25.0,715,715,25_12,25_21,1833.195,39.03236,18.1458,0.0231,190.4455,27.0,31.0,2440.0,1898.0,2440.4861,1898.2593,2440.4861,1898.2593,192.11752286985327,27.4010334547633,1.342,1.255,-18.79,0.03513,0.03315,-31.43,2440.4861,1898.2593,192.11752286985327,27.4010334547633,0.95725453051,0.86902896367,0.95725453051,0.86902896367,0.981,0.929,-14.15,0.9814488,0.9290004,-14.15,23.3349,0.0,3.32,1.069,0.065,0.947,25.0,0.09189151212155772
4712,4712,25_24,25_32,238.6018,6.254203,20.3597,0.0285,-1.578856E-4,12.0,12.0,2455.0,1886.0,2455.3661,1885.7695,2455.3661,1885.7695,192.11268354890143,27.40441211214505,0.826,0.538,25.82,0.02708,0.0191,30.24,2455.3661,1885.7695,192.11268354890143,27.40441211214505,0.21955453372,0.10230735653,0.21955453372,0.10230735653,0.47,0.318,5.75,0.4698485,0.3179691,5.75,36.3646,0.0,1.88,1.536,0.349,0.981,25.0,716,716,25_13,25_20,216.0665,19.78178,20.4674,0.0994,190.8686,8.0,9.0,2455.0,1886.0,2455.3342,1885.863,2455.3342,1885.863,192.11269459731096,27.4043861103104,0.929,0.678,21.92,0.10629,0.07659,20.43,2455.3342,1885.863,192.11269459731096,27.4043861103104,0.97673354082,0.89632260077,0.97673354082,0.89632260077,1.036,0.894,36.5,1.036345,0.8938936,36.5,23.3594,0.0,4.46,1.371,0.27,0.507,25.0,0.09879200372508057
4715,4715,25_27,25_29,803.512,11.47708,19.0414,0.0155,0.0,12.0,12.0,2274.0,1874.0,2274.1631,1873.8764,2274.1631,1873.8764,192.16996611654943,27.409361460579543,0.611,0.552,-45.26,0.00982,0.00884,-38.92,2274.1631,1873.8764,192.16996611654943,27.409361460579543,0.094914371329,0.086535925437,0.094914371329,0.086535925437,0.31,0.292,-18.19,0.309723,0.2924413,-18.19,99.0,0.0,1.12,1.107,0.097,1.0,25.0,717,717,25_14,25_19,747.2428,30.20287,19.1202,0.0439,190.3905,16.0,20.0,2274.0,1874.0,2274.163,1873.8883,2274.163,1873.8883,192.16996626674117,27.40935811573847,1.123,1.083,67.99,0.05759,0.05331,64.13,2274.163,1873.8883,192.16996626674117,27.40935811573847,0.77511330906,0.74065599128,0.77511330906,0.74065599128,0.89,0.851,-29.63,0.8897178,0.8509827,-29.63,23.3189,0.0,3.21,1.037,0.036,0.879,25.0,0.011900420160620206
4716,4716,25_28,25_28,5324.046,29.54309,16.9883,0.006,-8.986604E-5,12.0,12.0,2430.0,1869.0,2430.3826,1868.5862,2430.3826,1868.5862,192.1204242098136,27.40946582789336,0.528,0.517,-56.15,0.00299,0.00294,-55.68,2430.3826,1868.5862,192.1204242098136,27.40946582789336,0.21402912603,0.22629787179,0.21402912603,0.22629787179,0.477,0.461,-72.46,0.477137,0.4611586,-72.46,99.0,0.0,1.05,1.021,0.02,1.0,25.0,718,718,25_15,25_18,5057.532,52.54052,17.044,0.0113,190.5019,42.0,49.0,2430.0,1869.0,2430.4211,1868.5959,2430.4211,1868.5959,192.12041211165655,27.40946275781401,1.504,1.399,-4.44,0.02025,0.01866,-8.66,2430.4211,1868.5959,192.12041211165655,27.40946275781401,0.96150410255,0.87195377145,0.96150410255,0.87195377145,0.981,0.934,-3.67,0.9807516,0.9335868,-3.67,23.3317,0.0,3.02,1.075,0.07,0.979,25.0,0.039703148489886396
4718,4718,25_30,25_26,679.1603,10.55167,19.2239,0.0169,-2.865441E-5,13.0,13.0,2370.0,1860.0,2369.8595,1860.2882,2369.8595,1860.2882,192.13951365596196,27.412336674653552,0.613,0.597,-42.61,0.01119,0.0105,-41.57,2369.8595,1860.2882,192.13951365596196,27.412336674653552,0.14424636138,0.18395767684,0.14424636138,0.18395767684,0.429,0.38,-87.01,0.4290293,0.379655,-87.01,99.0,0.0,1.28,1.027,0.026,1.0,25.0,719,719,25_16,25_17,630.15,28.51191,19.3053,0.0491,191.1221,17.0,18.0,2370.0,1860.0,2369.926,1860.3215,2369.926,1860.3215,192.13949292309096,27.41232672288867,1.167,0.972,-3.19,0.06676,0.05297,-0.17,2369.926,1860.3215,192.13949292309096,27.41232672288867,0.84640523623,0.7740291136,0.84640523623,0.7740291136,0.923,0.877,-14.29,0.922726,0.8769327,-14.29,23.3741,0.0,3.33,1.201,0.167,0.742,25.0,0.07437163437757037
