col1,Unnamed: 0,NUMBER,ID_PARENT,FLUX_ISO,FLUXERR_ISO,MAG_ISO,MAGERR_ISO,BACKGROUND,ISOAREA_IMAGE,ISOAREAF_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,X_IMAGE,Y_IMAGE,X_IMAGE_DBL,Y_IMAGE_DBL,X_WORLD,Y_WORLD,A_IMAGE,B_IMAGE,THETA_IMAGE,ERRA_IMAGE,ERRB_IMAGE,ERRTHETA_IMAGE,XWIN_IMAGE,YWIN_IMAGE,XWIN_WORLD,YWIN_WORLD,X2WIN_IMAGE,Y2WIN_IMAGE,X2WIN_WORLD,Y2WIN_WORLD,AWIN_IMAGE,BWIN_IMAGE,THETAWIN_IMAGE,AWIN_WORLD,BWIN_WORLD,THETAWIN_WORLD,MU_THRESHOLD,FLAGS,FWHM_IMAGE,ELONGATION,ELLIPTICITY,CLASS_STAR,SUBDIV_NUMBER
45,45,0_46,0_1288,15.53141,1.557813,22.7551,0.1089,0.01364318,1.0,1.0,204.0,498.0,204.0,498.0,204.0,498.0,317.2292214896317,62.91405414690284,0.289,0.289,45.0,0.03441,0.03441,45.0,204.0,498.0,317.2292214896317,62.91405414690284,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.908,0.0
47,47,0_48,0_1286,245.3398,6.191473,19.7587,0.0274,0.01733546,10.0,10.0,187.0,498.0,188.2287,497.9675,188.2287,497.9675,317.23894428876184,62.91378322504088,2.005,0.177,0.2,0.05965,0.0071,0.88,188.2287,497.9675,317.23894428876184,62.91378322504088,0.74874378436,0.030655336489,0.74874378436,0.030655336489,0.866,0.174,-1.59,0.8656184,0.1735048,-1.59,99.0,1.0,3.51,11.323,0.912,0.997,0.0
48,48,0_49,0_1285,4.469004,0.8356326,24.1076,0.2031,0.02379694,1.0,1.0,123.0,498.0,123.0,498.0,123.0,498.0,317.2791478558895,62.91260885479011,0.289,0.289,45.0,0.08418,0.08418,45.0,123.0,498.0,317.2791478558895,62.91260885479011,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.517,0.0
49,49,0_50,0_1284,1.729134,0.5197858,25.1386,0.3265,0.02379694,1.0,1.0,117.0,498.0,117.0,498.0,117.0,498.0,317.282845852568,62.91250110458553,0.289,0.289,45.0,0.18815,0.18815,45.0,117.0,498.0,317.282845852568,62.91250110458553,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.034,0.0
50,50,0_51,0_1283,62.3868,3.122169,21.2454,0.0543,-0.003330731,2.0,2.0,472.0,496.0,472.0,496.3916,472.0,496.3916,317.06404883957725,62.919163541197,0.567,0.289,90.0,0.03135,0.01586,90.0,472.0,496.3916,317.06404883957725,62.919163541197,0.0833333,0.18058945733,0.0833333,0.18058945733,0.425,0.289,90.0,0.4249582,0.2886751,90.0,99.0,0.0,0.95,1.964,0.491,0.998,0.0
51,51,0_52,0_1282,4.586659,0.846561,24.0794,0.2004,0.02351763,1.0,1.0,127.0,497.0,127.0,497.0,127.0,497.0,317.27672193776743,62.91296135488538,0.289,0.289,45.0,0.08246,0.08246,45.0,127.0,497.0,317.27672193776743,62.91296135488538,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.519,0.0
52,52,0_53,0_1281,3.475964,0.7369664,24.3804,0.2303,0.02351763,1.0,1.0,125.0,497.0,125.0,497.0,125.0,497.0,317.2779546267272,62.912925469547645,0.289,0.289,45.0,0.10316,0.10316,45.0,125.0,497.0,317.2779546267272,62.912925469547645,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.503,0.0
54,54,0_55,0_1279,1.596504,0.4994535,25.2252,0.3397,0.01448551,1.0,1.0,132.0,495.0,132.0,495.0,132.0,495.0,317.2737190068678,62.91361246286367,0.289,0.289,45.0,0.20308,0.20308,45.0,132.0,495.0,317.2737190068678,62.91361246286367,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,30.9389,0.0,0.0,1.0,0.0,0.034,0.0
55,55,0_56,0_1278,7.751497,1.100532,23.5097,0.1542,-0.003236562,1.0,1.0,22.0,495.0,22.0,495.0,22.0,495.0,317.34151292102104,62.91162446137494,0.289,0.289,45.0,0.05538,0.05538,45.0,22.0,495.0,317.34151292102104,62.91162446137494,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.613,0.0
57,57,0_58,0_1276,180.0864,5.304573,20.0944,0.032,-0.00573033,4.0,4.0,247.0,493.0,246.7628,493.1978,246.7628,493.1978,317.2030470250692,62.91615833163381,0.426,0.398,6.25,0.01412,0.0133,-21.38,246.7628,493.1978,317.2030470250692,62.91615833163381,0.13499678377,0.12344529457,0.13499678377,0.12344529457,0.367,0.351,0.86,0.3674227,0.3513441,0.86,30.3689,0.0,0.89,1.07,0.065,0.977,0.0
58,58,0_59,0_1275,79.06671,3.51485,20.9881,0.0483,0.0118725,4.0,4.0,192.0,493.0,192.1855,493.2549,192.1855,493.2549,317.2366893474879,62.91517652383257,0.499,0.39,-38.6,0.02809,0.02159,-17.54,192.1855,493.2549,317.2366893474879,62.91517652383257,0.079882315015,0.092831637315,0.079882315015,0.092831637315,0.31,0.277,-65.53,0.3101818,0.2765885,-65.53,31.8183,0.0,1.26,1.279,0.218,1.0,0.0
59,59,0_60,0_1274,0.1321364,0.1436882,27.9306,1.1809,0.02364806,1.0,1.0,124.0,494.0,124.0,494.0,124.0,494.0,317.2786893244362,62.9137496797442,0.289,0.289,45.0,2.19117,2.19117,45.0,124.0,494.0,317.2786893244362,62.9137496797442,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0
60,60,0_61,0_1273,0.173883,0.1648309,27.6325,1.0295,0.0202884,1.0,1.0,86.0,494.0,86.0,494.0,86.0,494.0,317.3021103061323,62.91306572355065,0.289,0.289,45.0,1.67205,1.67205,45.0,86.0,494.0,317.3021103061323,62.91306572355065,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0
61,61,0_62,0_1272,11.54237,1.342942,23.0774,0.1264,-5.57281E-5,1.0,1.0,360.0,493.0,360.0,493.0,360.0,493.0,317.1332396920782,62.91819243673172,0.289,0.289,45.0,0.04187,0.04187,45.0,360.0,493.0,317.1332396920782,62.91819243673172,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.802,0.0
62,62,0_63,0_1271,6.606474,1.016003,23.6832,0.167,-0.03099475,1.0,1.0,139.0,493.0,139.0,493.0,139.0,493.0,317.26948317820325,62.91429933158779,0.289,0.289,45.0,0.06267,0.06267,45.0,139.0,493.0,317.26948317820325,62.91429933158779,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,28.9403,0.0,0.0,1.0,0.0,0.569,0.0
67,67,0_68,0_1266,23.97404,1.935444,22.2838,0.0877,0.005244528,1.0,1.0,468.0,491.0,468.0,491.0,468.0,491.0,317.0667173529818,62.92060929487441,0.289,0.289,45.0,0.02623,0.02623,45.0,468.0,491.0,317.0667173529818,62.92060929487441,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.969,0.0
68,68,0_69,0_1265,99.31577,3.939301,20.7406,0.0431,0.007503545,3.0,3.0,290.0,490.0,290.0,489.8639,290.0,489.8639,317.1765194309618,62.91785381983513,0.619,0.289,90.0,0.02893,0.01251,90.0,290.0,489.8639,317.1765194309618,62.91785381983513,0.0833333,0.11286982684,0.0833333,0.11286982684,0.336,0.289,90.0,0.335961,0.2886751,90.0,99.0,0.0,1.17,2.145,0.534,1.0,0.0
69,69,0_70,0_1264,88.96182,3.728308,20.8601,0.0455,0.0102676,5.0,5.0,178.0,488.0,178.2767,489.5062,178.2767,489.5062,317.245409771721,62.91598150536783,1.405,0.322,76.88,0.06635,0.01635,77.65,178.2767,489.5062,317.245409771721,62.91598150536783,0.067965662511,1.0046010759,0.067965662511,1.0046010759,1.017,0.197,80.12,1.016802,0.1966754,80.12,31.0421,1.0,3.98,4.361,0.771,1.0,0.0
70,70,0_71,0_1263,26.51717,2.035511,22.1743,0.0834,-0.002847152,2.0,2.0,450.0,489.0,450.0,489.2748,450.0,489.2748,317.07788261176546,62.920786630403455,0.532,0.289,90.0,0.05251,0.02698,90.0,450.0,489.2748,317.07788261176546,62.920786630403455,0.0833333,0.10955261195,0.0833333,0.10955261195,0.331,0.289,90.0,0.3309873,0.2886751,90.0,99.0,0.0,0.91,1.842,0.457,0.99,0.0
72,72,0_73,0_1261,114.9051,4.237206,20.5823,0.04,0.005274275,3.0,3.0,307.0,489.0,307.3316,489.2938,307.3316,489.2938,317.16585548419897,62.91831693706046,0.559,0.342,-42.92,0.02237,0.01358,-43.28,307.3316,489.2938,317.16585548419897,62.91831693706046,0.1903503675,0.15407582871,0.1903503675,0.15407582871,0.473,0.347,-34.78,0.4734461,0.3468068,-34.78,36.4041,0.0,2.25,1.635,0.388,1.0,0.0
73,73,0_74,0_1260,81.99265,3.579295,20.9487,0.0474,-1.280626,5.0,5.0,147.0,489.0,146.4097,489.0223,146.4097,489.0223,317.26507237355656,62.91554859126144,1.123,0.306,-21.72,0.06577,0.01875,-21.32,146.4097,489.0223,317.26507237355656,62.91554859126144,0.16104985017,0.14252994991,0.16104985017,0.14252994991,0.403,0.376,-14.74,0.4030235,0.3757018,-14.74,25.4726,1.0,3.45,3.669,0.727,0.995,0.0
74,74,0_75,0_1259,240.5976,6.131343,19.7799,0.0277,-0.003476145,3.0,3.0,501.0,488.0,501.1527,488.2417,501.1527,488.2417,317.0463742289979,62.92194709320017,0.449,0.333,-63.06,0.01215,0.00898,-60.15,501.1527,488.2417,317.0463742289979,62.92194709320017,0.11670938414,0.14073005352,0.11670938414,0.14073005352,0.375,0.341,-85.01,0.3753859,0.3413574,-85.01,99.0,0.0,1.01,1.351,0.26,1.0,0.0
75,75,0_76,0_1258,15.12043,1.537065,22.7842,0.1104,-0.03958602,2.0,2.0,137.0,489.0,137.156,489.0,137.156,489.0,317.2707772934982,62.91538918806819,0.464,0.289,0.0,0.07909,0.04011,0.0,137.156,489.0,317.2707772934982,62.91538918806819,0.094601683019,0.0833333,0.094601683019,0.0833333,0.308,0.289,0.0,0.3075739,0.2886751,0.0,28.798,0.0,0.0,1.606,0.377,0.664,0.0
78,78,0_79,0_1255,9.318324,1.206643,23.3098,0.1406,0.009122951,2.0,2.0,222.0,488.0,221.6039,488.0,221.6039,488.0,317.2187588595718,62.91717332793886,0.568,0.289,0.0,0.11548,0.05759,0.0,221.6039,488.0,317.2187588595718,62.91717332793886,0.18421208394,0.0833333,0.18421208394,0.0833333,0.429,0.289,0.0,0.4291993,0.2886751,0.0,99.0,0.0,0.95,1.967,0.492,0.664,0.0
80,80,0_81,0_1253,27.01054,2.05436,22.1543,0.0826,-0.03764896,3.0,3.0,141.0,486.0,140.9596,486.5178,140.9596,486.5178,317.2685304331643,62.91615411694438,0.501,0.192,-84.77,0.05374,0.03305,-61.21,140.9596,486.5178,317.2685304331643,62.91615411694438,0.089185492928,0.31627636066,0.089185492928,0.31627636066,0.562,0.299,-89.45,0.562403,0.2986045,-89.45,28.8435,0.0,1.73,2.608,0.617,0.933,0.0
81,81,0_82,0_1252,161.3221,5.020615,20.2139,0.0338,0.01368876,3.0,3.0,119.0,487.0,118.7241,486.673,118.7241,486.673,317.2822304824765,62.91571176714344,0.548,0.345,-48.21,0.01816,0.01134,-47.75,118.7241,486.673,317.2822304824765,62.91571176714344,0.1408143112,0.18548019767,0.1408143112,0.18548019767,0.459,0.34,-59.08,0.4587613,0.3403419,-59.08,31.1408,0.0,1.84,1.589,0.371,1.0,0.0
83,83,0_84,0_1250,109.7716,4.141475,20.6319,0.041,-0.003260972,3.0,3.0,426.0,485.0,425.8095,485.024,425.8095,485.024,317.09296072008874,62.92156611179369,0.539,0.32,8.88,0.02261,0.00803,19.15,425.8095,485.024,317.09296072008874,62.92156611179369,0.10205375917,0.083410622315,0.10205375917,0.083410622315,0.319,0.289,0.24,0.3194591,0.2888084,0.24,99.0,0.0,0.95,1.684,0.406,1.0,0.0
84,84,0_85,0_1249,5.769231,0.9494432,23.8303,0.1787,0.01251336,1.0,1.0,363.0,486.0,363.0,486.0,363.0,486.0,317.1316562868553,62.920209736838174,0.289,0.289,45.0,0.06888,0.06888,45.0,363.0,486.0,317.1316562868553,62.920209736838174,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.544,0.0
85,85,0_86,0_1248,14.58354,1.509529,22.8235,0.1124,-0.08972751,3.0,3.0,182.0,485.0,182.5329,485.2403,182.5329,485.2403,317.24295293274184,62.91725483058162,0.577,0.314,36.76,0.09442,0.05247,40.97,182.5329,485.2403,317.24295293274184,62.91725483058162,0.22696770855,0.068300491553,0.22696770855,0.068300491553,0.49,0.234,15.6,0.4902952,0.2342622,15.6,28.1983,0.0,1.61,1.836,0.455,0.142,0.0
86,86,0_87,0_1247,0.0217759,0.05833082,29.8882,2.9091,0.6083541,2.0,2.0,144.0,485.0,144.2345,485.2345,144.2345,485.2345,317.2665621976804,62.9165729910766,0.665,0.289,45.0,1.03284,0.35631,45.0,144.2345,485.2345,317.2665621976804,62.9165729910766,0.083558567116,0.083558567116,0.083558567116,0.083558567116,0.289,0.289,45.0,0.2894544,0.2886751,45.0,99.0,0.0,0.0,2.304,0.566,0.0,0.0
88,88,0_89,0_1245,148.9224,4.823809,20.3007,0.0352,-0.01946523,2.0,2.0,264.0,484.0,264.0,484.2563,264.0,484.2563,317.1927658991999,62.91897199452168,0.523,0.289,90.0,0.01797,0.00975,90.0,264.0,484.2563,317.1927658991999,62.91897199452168,0.0833333,0.10685319003,0.0833333,0.10685319003,0.327,0.289,90.0,0.3268841,0.2886751,90.0,29.6752,0.0,0.9,1.813,0.448,0.941,0.0
90,90,0_91,0_1243,39.75067,2.492196,21.7348,0.0681,-0.00269615,2.0,2.0,404.0,484.0,404.2831,484.0,404.2831,484.0,317.1062745299579,62.9214838552758,0.535,0.289,0.0,0.04008,0.02081,0.0,404.2831,484.0,317.1062745299579,62.9214838552758,0.11264193239,0.0833333,0.11264193239,0.0833333,0.336,0.289,0.0,0.3356217,0.2886751,0.0,99.0,0.0,0.92,1.854,0.46,0.997,0.0
91,91,0_92,0_1242,4.010335,0.7915901,24.2252,0.2144,0.02326261,2.0,2.0,112.0,484.0,112.1571,484.0,112.1571,484.0,317.2863840074848,62.91634409572384,0.464,0.289,0.0,0.25353,0.11649,0.0,112.1571,484.0,317.2863840074848,62.91634409572384,0.094713898988,0.0833333,0.094713898988,0.0833333,0.308,0.289,0.0,0.3077562,0.2886751,0.0,99.0,0.0,0.0,1.609,0.378,0.063,0.0
95,95,0_96,0_1238,2.846844,0.6669478,24.5972,0.2544,-0.001862123,1.0,1.0,386.0,483.0,386.0,483.0,386.0,483.0,317.1175872072938,62.9214495959441,0.289,0.289,45.0,0.12188,0.12188,45.0,386.0,483.0,317.1175872072938,62.9214495959441,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.456,0.0
