col1,Unnamed: 0,NUMBER,ID_PARENT,FLUX_ISO,FLUXERR_ISO,MAG_ISO,MAGERR_ISO,BACKGROUND,ISOAREA_IMAGE,ISOAREAF_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,X_IMAGE,Y_IMAGE,X_IMAGE_DBL,Y_IMAGE_DBL,X_WORLD,Y_WORLD,A_IMAGE,B_IMAGE,THETA_IMAGE,ERRA_IMAGE,ERRB_IMAGE,ERRTHETA_IMAGE,XWIN_IMAGE,YWIN_IMAGE,XWIN_WORLD,YWIN_WORLD,X2WIN_IMAGE,Y2WIN_IMAGE,X2WIN_WORLD,Y2WIN_WORLD,AWIN_IMAGE,BWIN_IMAGE,THETAWIN_IMAGE,AWIN_WORLD,BWIN_WORLD,THETAWIN_WORLD,MU_THRESHOLD,FLAGS,FWHM_IMAGE,ELONGATION,ELLIPTICITY,CLASS_STAR,SUBDIV_NUMBER
1328,1328,2_323,2_165,90624.83,126.0371,13.34,0.0015,279.509,25.0,25.0,1046.0,157.0,1045.7466,157.074,1045.7466,157.074,316.72167574008154,63.02379557140232,1.384,0.817,82.81,0.00206,0.00127,85.58,1045.7466,157.074,316.72167574008154,63.02379557140232,0.12324831484,0.17081650508,0.12324831484,0.17081650508,0.414,0.351,86.62,0.4135006,0.3508305,86.62,22.9966,3.0,5.13,1.694,0.41,0.983,2.0
1346,1346,2_341,2_131,269.0598,25.60099,19.6585,0.1033,275.8757,8.0,9.0,1045.0,141.0,1045.2488,141.1033,1045.2488,141.1033,316.72253132054044,63.02827327906294,1.117,0.592,-82.66,0.1198,0.06132,-82.65,1045.2488,141.1033,316.72253132054044,63.02827327906294,0.69899541207,1.225649341,0.69899541207,1.225649341,1.11,0.833,-84.02,1.109722,0.8325632,-84.02,22.7455,0.0,2.73,1.888,0.47,0.002,2.0
1471,1471,2_466,2_462,371.1629,44.46434,19.3092,0.1301,299.1692,5.0,8.0,1402.0,492.0,1401.5215,491.9266,1401.5215,491.9266,316.4906087045379,62.935086121063314,0.807,0.696,1.23,0.05017,0.04138,-0.24,1401.5215,491.9266,316.4906087045379,62.935086121063314,0.72692511231,0.66712616299,0.72692511231,0.66712616299,0.861,0.808,23.67,0.8608986,0.8080254,23.67,22.2781,0.0,2.7,1.16,0.138,0.628,2.0
1475,1475,3_2,3_16,579.9861,32.55949,18.8246,0.061,269.4106,10.0,15.0,1897.0,14.0,1898.2938,15.1595,1898.2938,15.1595,316.1976678946777,63.075940135389565,1.549,0.738,33.89,0.10025,0.05107,34.85,1898.2938,15.1595,316.1976678946777,63.075940135389565,1.5649693353,1.0649229737,1.5649693353,1.0649229737,1.388,0.839,32.94,1.388056,0.8385652,32.94,22.5014,3.0,6.38,2.099,0.524,0.025,3.0
1924,1924,3_451,3_35,10227.87,72.93634,15.7087,0.0077,269.6867,57.0,63.0,1671.0,40.0,1672.657,39.4745,1672.657,39.4745,316.33694931804587,63.0660485548209,2.251,1.232,-30.0,0.01944,0.01253,-30.83,1672.657,39.4745,316.33694931804587,63.0660485548209,2.2829183549,1.2634166337,2.2829183549,1.2634166337,1.656,0.896,-29.14,1.656173,0.8963401,-29.14,22.5874,0.0,7.64,1.827,0.453,0.03,3.0
1976,1976,4_20,4_1,248.3209,18.51602,19.7456,0.081,269.9323,5.0,5.0,2269.0,0.0,2269.2443,0.3768,2269.2443,0.3768,315.9677900526932,63.08482596098317,0.704,0.46,16.51,0.09043,0.05277,18.16,2269.2443,0.3768,315.9677900526932,63.08482596098317,0.29276023629,0.17502267815,0.29276023629,0.17502267815,0.541,0.418,0.11,0.5410736,0.4183566,0.11,22.5345,24.0,1.67,1.529,0.346,0.739,4.0
2048,2048,4_92,4_370,614.4877,31.8279,18.7618,0.0563,270.0249,7.0,14.0,2008.0,410.0,2008.4237,409.9895,2008.4237,409.9895,316.11805752060513,62.9664369328329,1.269,0.494,89.6,0.10172,0.03661,89.95,2008.4237,409.9895,316.11805752060513,62.9664369328329,0.20148610441,0.8012379934,0.20148610441,0.8012379934,0.895,0.449,89.12,0.8951986,0.4487132,89.12,22.4933,24.0,3.54,2.568,0.611,0.726,4.0
2405,2405,4_449,4_451,4138.053,59.29725,16.6911,0.0156,269.518,41.0,46.0,2048.0,501.0,2047.8745,499.2231,2047.8745,499.2231,316.0911517894217,62.9418672194182,2.426,1.078,-85.8,0.03872,0.01979,-84.76,2047.8745,499.2231,316.0911517894217,62.9418672194182,0.84702624197,2.3147977347,0.84702624197,2.3147977347,1.523,0.917,-86.49,1.523265,0.9173269,-86.49,22.5218,16.0,7.23,2.25,0.556,0.032,4.0
2427,2427,5_11,5_3,220.0018,19.73699,19.8771,0.0974,270.502,5.0,6.0,2961.0,0.0,2960.961,0.4863999999999999,2960.961,0.4863999999999999,315.5381128808728,63.092623896387664,0.766,0.5,0.8,0.10306,0.0633,0.11,2960.961,0.4863999999999999,315.5381128808728,63.092623896387664,0.37129727387,0.29721431692,0.37129727387,0.29721431692,0.612,0.542,11.24,0.6118342,0.5423748,11.24,22.549,24.0,2.14,1.533,0.348,0.388,5.0
2428,2428,5_12,5_2,321.9105,21.59002,19.4638,0.0728,270.8191,6.0,7.0,2940.0,0.0,2940.2423,0.4476,2940.2423,0.4476,315.550987120902,63.09241911303168,0.897,0.486,-8.04,0.09472,0.04392,-8.37,2940.2423,0.4476,315.550987120902,63.09241911303168,0.35891700579,0.23126830485,0.35891700579,0.23126830485,0.605,0.474,-12.51,0.6045882,0.4739815,-12.51,22.5472,24.0,2.01,1.845,0.458,0.891,5.0
2687,2687,5_271,5_169,745.8013,37.47363,18.5516,0.0546,270.7274,15.0,20.0,2815.0,193.0,2814.7356,194.1825,2814.7356,194.1825,315.62436757673584,63.036633528503,1.706,0.815,-80.64,0.09523,0.04895,-80.39,2814.7356,194.1825,315.62436757673584,63.036633528503,0.87860612274,2.0261984807,0.87860612274,2.0261984807,1.438,0.915,-79.33,1.438192,0.9145531,-79.33,22.5117,0.0,7.04,2.094,0.522,0.007,5.0
2876,2876,6_24,6_433,377.1012,23.71628,19.292,0.0683,271.3714,4.0,8.0,3071.0,490.0,3070.6606,490.2602,3070.6606,490.2602,315.4591136108681,62.95606433333225,0.718,0.449,-74.46,0.09186,0.05398,-72.13,3070.6606,490.2602,315.4591136108681,62.95606433333225,0.08349232219,0.31970947103,0.08349232219,0.31970947103,0.567,0.287,-85.61,0.5666659,0.2865162,-85.61,22.5155,24.0,2.09,1.599,0.375,0.639,6.0
3496,3496,7_197,7_335,320.4671,22.13794,19.4687,0.075,269.4808,4.0,7.0,511.0,802.0,510.6465,801.3495,510.6465,801.3495,317.0289107614535,62.83418902623017,0.978,0.466,82.75,0.10345,0.04785,81.42,510.6465,801.3495,317.0289107614535,62.83418902623017,0.14342918203,0.60094511388,0.14342918203,0.60094511388,0.776,0.378,87.72,0.7756755,0.377759,87.72,22.5185,24.0,3.21,2.1,0.524,0.83,7.0
4069,4069,8_241,8_296,984.4108,40.61526,18.2502,0.0448,269.0526,19.0,23.0,709.0,801.0,709.8658,799.4352,709.8658,799.4352,316.9064576071416,62.83803371456737,1.795,0.888,-63.84,0.08206,0.04633,-62.37,709.8658,799.4352,316.9064576071416,62.83803371456737,1.0701715733,2.2701284156,1.0701715733,2.2701284156,1.606,0.873,-65.67,1.605788,0.8727798,-65.67,22.5045,0.0,5.71,2.021,0.505,0.029,8.0
4085,4085,8_257,8_279,267.1699,20.25578,19.6662,0.0823,269.0709,4.0,6.0,1013.0,789.0,1012.5826,788.9806,1012.5826,788.9806,316.7205713314642,62.84579309979503,0.775,0.493,89.65,0.08969,0.05574,-89.81,1012.5826,788.9806,316.7205713314642,62.84579309979503,0.099790523653,0.36934874103,0.099790523653,0.36934874103,0.608,0.316,-88.8,0.6078384,0.3157084,-88.8,22.5293,24.0,2.17,1.571,0.363,0.781,8.0
4103,4103,8_275,8_261,1208.626,40.49321,18.0274,0.0364,268.7343,20.0,23.0,596.0,773.0,597.6837,773.2502,597.6837,773.2502,316.97641098364045,62.84353745035676,1.882,0.855,6.78,0.07227,0.03658,5.52,597.6837,773.2502,316.97641098364045,62.84353745035676,1.9576395816,0.66813540163,1.9576395816,0.66813540163,1.409,0.801,8.17,1.40883,0.8006079,8.17,22.522,0.0,7.58,2.2,0.545,0.074,8.0
4143,4143,8_315,8_221,427.6876,28.11459,19.1553,0.0714,267.5362,10.0,12.0,502.0,721.0,502.4013,720.5131,502.4013,720.5131,317.03697502411313,62.85674824951028,1.673,0.477,-85.97,0.16176,0.04166,-85.68,502.4013,720.5131,317.03697502411313,62.85674824951028,0.63219190053,2.1823446219,0.63219190053,2.1823446219,1.479,0.791,-86.44,1.479309,0.7913171,-86.44,22.5393,24.0,5.32,3.506,0.715,0.02,8.0
4257,4257,8_429,8_107,93615.95,126.2083,13.3048,0.0015,282.397,20.0,20.0,863.0,600.0,862.6827000000001,599.9114,862.6827000000001,599.9114,316.8194261593516,62.89653667770574,0.961,0.872,-31.49,0.00137,0.00128,-32.56,862.6827000000001,599.9114,316.8194261593516,62.89653667770574,0.12561183518,0.10450882534,0.12561183518,0.10450882534,0.355,0.323,3.12,0.3545063,0.323181,3.12,23.4724,3.0,1.09,1.103,0.093,0.984,8.0
4303,4303,8_475,8_63,644.3158,35.0881,18.7104,0.0591,276.1379,15.0,17.0,848.0,565.0,848.5495000000001,565.2558,848.5495000000001,565.2558,316.82935544232777,62.906043940284505,1.159,0.942,74.27,0.06872,0.05182,77.99,848.5495000000001,565.2558,316.82935544232777,62.906043940284505,0.6081628268,0.6028349316,0.6081628268,0.6028349316,0.786,0.77,39.03,0.7863682,0.76982,39.03,22.8398,0.0,2.65,1.23,0.187,0.102,8.0
4384,4384,9_21,9_501,194.452,20.64898,20.0111,0.1153,269.454,4.0,6.0,1157.0,1012.0,1156.9255,1012.4511,1156.9255,1012.4511,316.6243317615979,62.785232650981165,0.787,0.497,2.84,0.11369,0.06977,0.61,1156.9255,1012.4511,316.6243317615979,62.785232650981165,0.75906171583,0.37225584537,0.75906171583,0.37225584537,0.888,0.586,14.82,0.8877986,0.585774,14.82,22.4902,24.0,3.69,1.584,0.369,0.315,9.0
4563,4563,9_200,9_309,134543.2,208.2151,12.911,0.0017,275.9953,230.0,313.0,1381.0,676.0,1380.7136,675.8705,1380.7136,675.8705,316.49757109775265,62.88310617354417,13.034,1.626,-85.4,0.02131,0.00307,-85.35,1380.7136,675.8705,316.49757109775265,62.88310617354417,0.94024182022,23.519883251,0.94024182022,23.519883251,4.863,0.9,-85.68,4.863094,0.9002427,-85.68,22.5006,3.0,27.63,8.014,0.875,0.85,9.0
4564,4564,9_201,9_309,66377.32,174.1509,13.6781,0.0028,296.7393,117.0,132.0,1382.0,589.0,1381.522,588.8525,1381.522,588.8525,316.4998540923458,62.9075648135117,3.183,1.404,-84.45,0.00867,0.00386,-83.06,1381.522,588.8525,316.4998540923458,62.9075648135117,0.27325924458,0.24669421032,0.27325924458,0.24669421032,0.524,0.495,-11.8,0.5239002,0.4954614,-11.8,22.9351,3.0,0.97,2.267,0.559,0.837,9.0
4565,4565,9_202,9_309,82633.45,219.7533,13.4402,0.0029,319.8759,96.0,98.0,1378.0,565.0,1378.818,564.9009,1378.818,564.9009,316.5022889105184,62.91425432090883,2.029,1.54,60.0,0.00406,0.0033,57.0,1378.818,564.9009,316.5022889105184,62.91425432090883,0.385777723,0.31252923698,0.385777723,0.31252923698,0.621,0.559,-1.29,0.6211401,0.5590099,-1.29,22.7442,3.0,10.59,1.318,0.241,0.957,9.0
4817,4817,9_454,9_51,221.9992,13.80333,19.8673,0.0675,270.4825,15.0,21.0,1514.0,555.0,1512.7048,556.1074,1512.7048,556.1074,316.41994553006424,62.91865341794337,1.66,1.384,71.16,0.37299,0.32422,66.79,1512.7048,556.1074,316.41994553006424,62.91865341794337,4.9331447654,4.7683429725,4.9331447654,4.7683429725,2.395,1.991,42.33,2.394985,1.991365,42.33,23.9585,25.0,9.07,1.199,0.166,0.0,9.0
4893,4893,10_25,10_2,248.0905,20.09922,19.7466,0.088,269.7444,5.0,6.0,1639.0,502.0,1639.3843,502.3192,1639.3843,502.3192,316.34339719041185,62.93554700922234,0.877,0.465,2.54,0.11866,0.05831,0.25,1639.3843,502.3192,316.34339719041185,62.93554700922234,0.36500304403,0.15518943738,0.36500304403,0.15518943738,0.605,0.392,4.56,0.6052653,0.3922325,4.56,22.5358,24.0,2.72,1.886,0.47,0.707,10.0
5078,5078,10_210,10_271,846.1924,36.90267,18.4145,0.0474,269.4538,15.0,21.0,2009.0,793.0,2010.2268,794.1285,2010.2268,794.1285,316.106084076778,62.85850686637393,1.761,0.854,54.33,0.09122,0.04813,54.85,2010.2268,794.1285,316.106084076778,62.85850686637393,1.2021805474,1.7479326515,1.2021805474,1.7479326515,1.495,0.846,55.53,1.49474,0.8460875,55.53,22.5558,16.0,6.76,2.061,0.515,0.009,10.0
5296,5296,10_428,10_48,68073.0,109.7906,13.6507,0.0018,276.4853,22.0,22.0,1856.0,538.0,1856.4461,537.9738,1856.4461,537.9738,316.2082855431288,62.92847992909636,1.356,0.817,82.03,0.00244,0.00144,83.81,1856.4461,537.9738,316.2082855431288,62.92847992909636,0.2998425004,0.50314859559,0.2998425004,0.50314859559,0.762,0.471,62.2,0.7624998,0.4707283,62.2,22.8868,3.0,4.15,1.659,0.397,0.997,10.0
5354,5354,11_12,11_4,723.4005,33.69273,18.5847,0.0506,269.9621,15.0,16.0,2436.0,502.0,2436.7182000000003,502.5017,2436.7182000000003,502.5017,315.8507677357125,62.94571640500818,1.96,0.548,5.16,0.13397,0.0345,5.08,2436.7182000000003,502.5017,315.8507677357125,62.94571640500818,1.6865975455,0.53071320402,1.6865975455,0.53071320402,1.3,0.726,3.4,1.300267,0.7256835,3.4,22.5077,24.0,5.85,3.578,0.721,0.162,11.0
6583,6583,13_372,13_51,246.2334,20.84589,19.7548,0.0919,270.9978,5.0,6.0,2560.0,550.0,2560.3076,550.4089,2560.3076,550.4089,315.77317642512736,62.933681309594526,0.88,0.461,88.04,0.11827,0.05828,89.72,2560.3076,550.4089,315.77317642512736,62.933681309594526,0.15161706052,0.50732720135,0.15161706052,0.50732720135,0.712,0.389,-88.52,0.7124349,0.3890767,-88.52,22.4923,24.0,3.1,1.911,0.477,0.799,13.0
6779,6779,14_147,14_341,7471.581,69.28292,16.0496,0.0101,270.0077,51.0,58.0,397.0,1358.0,397.2281,1356.7006,397.2281,1356.7006,317.07785987313986,62.67633626233162,2.211,1.222,79.5,0.02357,0.01534,76.59,397.2281,1356.7006,317.07785987313986,62.67633626233162,0.88443865602,2.4768673399,0.88443865602,2.4768673399,1.588,0.916,80.62,1.587933,0.9163916,80.62,22.5583,0.0,9.84,1.81,0.448,0.033,14.0
6880,6880,14_248,14_241,5523.969,66.2287,16.3775,0.013,268.8481,47.0,59.0,207.0,1246.0,208.1026,1247.4456,208.1026,1247.4456,317.19770222327213,62.70373233935415,2.204,1.387,16.46,0.03151,0.02273,3.12,208.1026,1247.4456,317.19770222327213,62.70373233935415,2.438932773,1.2056641402,2.438932773,1.2056641402,1.65,0.961,23.34,1.64961,0.9609289,23.34,22.5342,0.0,7.96,1.589,0.371,0.032,14.0
6899,6899,14_267,14_223,665.7081,32.52182,18.6749,0.0531,268.9205,15.0,16.0,210.0,1230.0,209.2329,1228.5396,209.2329,1228.5396,317.1977367252805,62.709059501626136,1.665,0.736,62.9,0.10613,0.04903,62.42,209.2329,1228.5396,317.1977367252805,62.709059501626136,0.95266085356,1.6067028691,0.95266085356,1.6067028691,1.358,0.846,62.72,1.357787,0.8460359,62.72,22.5419,0.0,6.22,2.263,0.558,0.004,14.0
7082,7082,14_450,14_38,602.4688,37.03647,18.7833,0.0668,276.7454,17.0,20.0,430.0,1048.0,430.2856,1047.7543,430.2856,1047.7543,317.06912104764257,62.76364019821899,1.407,0.932,-86.83,0.08623,0.05637,-87.92,430.2856,1047.7543,317.06912104764257,62.76364019821899,0.97430810942,1.3105855353,0.97430810942,1.3105855353,1.146,0.986,-84.88,1.145998,0.9856884,-84.88,22.9187,0.0,4.04,1.509,0.338,0.0,14.0
7146,7146,15_26,15_1,594.0308,29.92724,18.7986,0.0547,269.7419,10.0,12.0,530.0,1004.0,530.9664,1004.3838,530.9664,1004.3838,317.0089491611505,62.77751974112908,1.646,0.486,-0.22,0.11718,0.03268,0.0,530.9664,1004.3838,317.0089491611505,62.77751974112908,1.7006869999,0.49647929899,1.7006869999,0.49647929899,1.304,0.704,1.05,1.304259,0.7043266,1.05,22.4833,24.0,5.33,3.386,0.705,0.011,15.0
7150,7150,15_30,15_515,768001.3,412.1824,11.0197,6.0E-4,271.8508,530.0,565.0,623.0,1514.0,625.3477,1512.2617,625.3477,1512.2617,316.9327433340827,62.63647973272448,3.155,2.767,10.43,0.00292,0.00242,2.81,625.3477,1512.2617,316.9327433340827,62.63647973272448,3.7913949875,2.9842761315,3.7913949875,2.9842761315,1.971,1.7,18.0,1.971469,1.6997,18.0,22.3697,28.0,17.72,1.14,0.123,0.121,15.0
7656,7656,16_19,16_2,225.8345,20.35149,19.8487,0.0979,270.3078,3.0,5.0,1238.0,1004.0,1238.2097,1004.335,1238.2097,1004.335,316.5746666367535,62.78873177223068,0.73,0.446,15.42,0.09499,0.05559,18.36,1238.2097,1004.335,316.5746666367535,62.78873177223068,0.36746875974,0.088281057089,0.36746875974,0.088281057089,0.606,0.297,0.38,0.606202,0.2971009,0.38,22.4154,24.0,2.03,1.635,0.388,0.648,16.0
7657,7657,16_20,16_1,406.7487,23.53568,19.2098,0.0628,269.4868,7.0,8.0,1037.0,1004.0,1037.4297,1004.4225,1037.4297,1004.4225,316.69799456613936,62.78566346181307,0.997,0.494,0.7,0.08892,0.04043,0.34,1037.4297,1004.4225,316.69799456613936,62.78566346181307,0.44861922155,0.14365839098,0.44861922155,0.14365839098,0.67,0.378,2.12,0.6701035,0.3784691,2.12,22.53,24.0,2.57,2.019,0.505,0.948,16.0
7661,7661,16_24,16_472,318.2193,19.57068,19.4763,0.0668,269.7409,5.0,6.0,1106.0,1515.0,1106.4807,1514.716,1106.4807,1514.716,316.6386508451424,62.64338911969538,0.876,0.451,-0.29,0.09023,0.04479,-0.09,1106.4807,1514.716,316.6386508451424,62.64338911969538,0.35235116956,0.059665518736,0.35235116956,0.059665518736,0.594,0.244,1.15,0.5936903,0.2440256,1.15,22.5841,24.0,2.12,1.942,0.485,0.92,16.0
7677,7677,16_40,16_433,867.9793,36.73668,18.3869,0.046,268.5665,17.0,21.0,1122.0,1467.0,1121.4386,1466.1419,1121.4386,1466.1419,316.6311081548149,62.657258687107344,1.932,0.783,67.16,0.10477,0.04388,68.71,1121.4386,1466.1419,316.6311081548149,62.657258687107344,0.82557465284,1.7211395859,0.82557465284,1.7211395859,1.392,0.781,66.25,1.391505,0.7812998,66.25,22.4943,0.0,7.35,2.466,0.594,0.012,16.0
