col1,Unnamed: 0,NUMBER,ID_PARENT,FLUX_ISO,FLUXERR_ISO,MAG_ISO,MAGERR_ISO,BACKGROUND,ISOAREA_IMAGE,ISOAREAF_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,X_IMAGE,Y_IMAGE,X_IMAGE_DBL,Y_IMAGE_DBL,X_WORLD,Y_WORLD,A_IMAGE,B_IMAGE,THETA_IMAGE,ERRA_IMAGE,ERRB_IMAGE,ERRTHETA_IMAGE,XWIN_IMAGE,YWIN_IMAGE,XWIN_WORLD,YWIN_WORLD,X2WIN_IMAGE,Y2WIN_IMAGE,X2WIN_WORLD,Y2WIN_WORLD,AWIN_IMAGE,BWIN_IMAGE,THETAWIN_IMAGE,AWIN_WORLD,BWIN_WORLD,THETAWIN_WORLD,MU_THRESHOLD,FLAGS,FWHM_IMAGE,ELONGATION,ELLIPTICITY,CLASS_STAR,SUBDIV_NUMBER
6359,6359,29_141,29_87,1770.458,49.73735,18.1841,0.0305,460.1231,20.0,25.0,737.0,2208.0,738.3871,2206.6171,738.3871,2206.6171,260.9937745580257,26.481685131626637,1.901,0.879,-47.61,0.06009,0.03042,-47.17,738.3871,2206.6171,260.9937745580257,26.481685131626637,1.39930652,1.4630476557,1.39930652,1.4630476557,1.463,0.85,-46.29,1.462781,0.8500748,-46.29,22.9362,0.0,7.73,2.163,0.538,0.02,29.0
6398,6398,29_180,29_46,307.7513,24.82689,20.0838,0.0876,458.2188,5.0,7.0,502.0,2126.0,502.3717,2125.7715,502.3717,2125.7715,261.067472210629,26.50562195177033,0.95,0.475,83.85,0.12481,0.05791,81.94,502.3717,2125.7715,261.067472210629,26.50562195177033,0.11257207897,0.46917939895,0.11257207897,0.46917939895,0.685,0.335,87.59,0.6854271,0.334576,87.59,22.9496,24.0,2.68,1.999,0.5,0.788,29.0
7188,7188,33_149,33_57,3041.673,61.93203,17.5965,0.0221,466.7173,33.0,36.0,2737.0,2137.0,2736.6072,2136.9251,2736.6072,2136.9251,260.3654023962242,26.48956296752044,1.456,1.287,30.9,0.03871,0.03272,26.33,2736.6072,2136.9251,260.3654023962242,26.48956296752044,0.80304687611,0.8005600622,0.80304687611,0.8005600622,0.918,0.873,44.12,0.9176738,0.8726293,44.12,22.9222,3.0,2.39,1.131,0.116,0.026,33.0
7189,7189,33_150,33_57,7077.268,93.05795,16.6797,0.0143,466.5181,74.0,81.0,2732.0,2131.0,2731.9487,2131.2753,2731.9487,2131.2753,260.36682572264243,26.49118172227745,2.038,1.808,15.43,0.03521,0.03068,-4.79,2731.9487,2131.2753,260.36682572264243,26.49118172227745,1.333982397,1.1897775586,1.333982397,1.1897775586,1.175,1.069,26.52,1.175491,1.068635,26.52,22.9161,2.0,2.67,1.127,0.113,0.028,33.0
7199,7199,33_160,33_47,8069.055,79.94356,16.5373,0.0108,464.9612,48.0,55.0,2621.0,2105.0,2619.7336,2106.5789,2619.7336,2106.5789,260.40191923400187,26.498854396117835,2.455,1.232,-58.09,0.0285,0.01604,-60.27,2619.7336,2106.5789,260.40191923400187,26.498854396117835,1.1716104804,1.1221538553,1.1716104804,1.1221538553,1.155,0.979,-41.23,1.155461,0.9791193,-41.23,22.8708,0.0,8.65,1.993,0.498,0.029,33.0
7594,7594,35_144,35_41,881.2253,41.66418,18.9416,0.0513,458.1077,13.0,19.0,359.0,2599.0,360.3642,2599.8521,360.3642,2599.8521,261.11462096241627,26.373065576843988,1.892,0.747,33.65,0.10665,0.04563,33.79,360.3642,2599.8521,261.11462096241627,26.373065576843988,1.4169459678,1.0136387526,1.4169459678,1.0136387526,1.384,0.718,36.63,1.38398,0.7177625,36.63,22.9159,0.0,6.72,2.534,0.605,0.597,35.0
7599,7599,35_149,35_42,451.2558,30.19159,19.6683,0.0727,457.3262,10.0,10.0,233.0,2602.0,234.3593,2601.1757,234.3593,2601.1757,261.15417391276594,26.373313435905025,1.682,0.488,-56.03,0.15638,0.04479,-55.73,234.3593,2601.1757,261.15417391276594,26.373313435905025,1.4148217006,1.6337062569,1.4148217006,1.6337062569,1.409,1.031,-51.86,1.40904,1.031084,-51.86,22.9166,0.0,5.39,3.448,0.71,0.0,35.0
7633,7633,36_1,36_29,16376.79,158.4084,15.7687,0.0105,459.4106,206.0,246.0,516.0,2517.0,510.4366,2536.0266,510.4366,2536.0266,261.0671769192365,26.390255018365757,15.939,1.132,-72.93,0.16314,0.01306,-73.06,510.4366,2536.0266,261.0671769192365,26.390255018365757,11.054179786,92.871004996,11.054179786,92.871004996,10.143,1.023,-71.73,10.1429,1.023161,-71.73,22.8893,24.0,25.49,14.081,0.929,0.0,36.0
7643,7643,36_11,36_1,268.3344,24.11922,20.2326,0.0976,459.4352,5.0,6.0,572.0,2510.0,572.4855,2510.3129,572.4855,2510.3129,261.0475604291108,26.3971680608268,0.897,0.463,0.93,0.12179,0.06016,0.07,572.4855,2510.3129,261.0475604291108,26.3971680608268,0.57980984414,0.19305806482,0.57980984414,0.19305806482,0.765,0.433,7.04,0.7653797,0.4325064,7.04,22.8936,24.0,3.0,1.934,0.483,0.562,36.0
8239,8239,39_11,39_2,323.0515,26.44354,20.0311,0.0889,464.7799,6.0,7.0,2405.0,2510.0,2405.2763,2510.3755,2405.2763,2510.3755,260.47214259647063,26.386714421392053,0.986,0.473,-6.89,0.11548,0.0534,-8.27,2405.2763,2510.3755,260.47214259647063,26.386714421392053,0.79486738752,0.23007127337,0.79486738752,0.23007127337,0.892,0.48,-0.39,0.8915682,0.4796298,-0.39,22.8777,24.0,3.44,2.084,0.52,0.716,39.0
8280,8280,39_52,39_139,13004.36,87.3644,16.0191,0.0073,463.67,50.0,60.0,2071.0,2837.0,2070.9169,2835.8785,2070.9169,2835.8785,260.5793145941404,26.29728699290783,2.228,1.156,-83.08,0.01737,0.01101,-84.1,2070.9169,2835.8785,260.5793145941404,26.29728699290783,0.73561655291,2.20137604,0.73561655291,2.20137604,1.493,0.841,-82.17,1.493187,0.8410618,-82.17,22.8464,0.0,7.56,1.927,0.481,0.362,39.0
9385,9385,45_11,45_206,420.6155,26.32043,19.7446,0.068,462.7614,5.0,7.0,1854.0,3079.0,1854.2317,3078.6496,1854.2317,3078.6496,260.64887445467,26.230343338765977,0.93,0.47,5.75,0.09411,0.04403,7.98,1854.2317,3078.6496,260.64887445467,26.230343338765977,0.30816654272,0.062863352935,0.30816654272,0.062863352935,0.555,0.251,0.35,0.5551357,0.2507076,0.35,22.8962,24.0,2.35,1.977,0.494,0.907,45.0
9386,9386,45_12,45_205,299.8301,23.74182,20.1121,0.086,462.3055,4.0,6.0,1736.0,3079.0,1735.5541,3078.7333,1735.5541,3078.7333,260.6860854840156,26.231017893323816,0.931,0.442,0.98,0.11671,0.05781,0.33,1735.5541,3078.7333,260.6860854840156,26.231017893323816,0.66551401905,0.086658901035,0.66551401905,0.086658901035,0.816,0.294,-0.39,0.815807,0.2943328,-0.39,22.9178,24.0,3.79,2.105,0.525,0.184,45.0
9779,9779,47_9,47_195,429.356,31.47178,19.7223,0.0796,465.8781,7.0,10.0,2680.0,3079.0,2679.5068,3078.6267,2679.5068,3078.6267,260.3900839147149,26.225232989849665,1.433,0.484,0.03,0.15102,0.04947,0.01,2679.5068,3078.6267,260.3900839147149,26.225232989849665,1.933941152,0.71729004369,1.933941152,0.71729004369,1.391,0.847,1.35,1.390905,0.8465315,1.35,22.8794,24.0,4.95,2.962,0.662,0.001,47.0
