,Unnamed: 0,NUMBER,ID_PARENT,FLUX_ISO,FLUXERR_ISO,MAG_ISO,MAGERR_ISO,BACKGROUND,ISOAREA_IMAGE,ISOAREAF_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,X_IMAGE,Y_IMAGE,X_IMAGE_DBL,Y_IMAGE_DBL,X_WORLD,Y_WORLD,A_IMAGE,B_IMAGE,THETA_IMAGE,ERRA_IMAGE,ERRB_IMAGE,ERRTHETA_IMAGE,XWIN_IMAGE,YWIN_IMAGE,XWIN_WORLD,YWIN_WORLD,X2WIN_IMAGE,Y2WIN_IMAGE,X2WIN_WORLD,Y2WIN_WORLD,AWIN_IMAGE,BWIN_IMAGE,THETAWIN_IMAGE,AWIN_WORLD,BWIN_WORLD,THETAWIN_WORLD,MU_THRESHOLD,FLAGS,FWHM_IMAGE,ELONGATION,ELLIPTICITY,CLASS_STAR,SUBDIV_NUMBER
10,10,0_11,0_35,340.9261,7.415396,19.7916,0.0236,4.265154e-05,18.0,18.0,48.0,428.0,47.9997,428.6236,47.9997,428.6236,43.42881354917712,-21.505364329146985,0.826,0.685,3.5,0.02588,0.01925,5.75,47.9997,428.6236,43.42881354917712,-21.505364329146985,0.33654238898,0.29531197979,0.33654238898,0.29531197979,0.601,0.52,31.61,0.6014014,0.5197795,31.61,99.0,0.0,3.05,1.206,0.171,1.0,0.0
11,11,0_12,0_34,1401.893,15.03701,18.2565,0.0116,0.0,14.0,14.0,358.0,410.0,357.977,409.6549,357.977,409.6549,43.335196940833,-21.4989702835008,0.749,0.594,-56.83,0.00877,0.00685,-57.82,357.977,409.6549,43.335196940833,-21.4989702835008,0.16979665562,0.2670089545,0.16979665562,0.2670089545,0.52,0.408,-80.0,0.5197396,0.4082601,-80.0,99.0,0.0,1.41,1.26,0.206,1.0,0.0
12,12,0_13,0_33,5.167582,0.9129518,24.3401,0.1919,-5.717895e-05,1.0,1.0,215.0,394.0,215.0,394.0,215.0,394.0,43.378468746300605,-21.495060691314976,0.289,0.289,45.0,0.07564,0.07564,45.0,215.0,394.0,43.378468746300605,-21.495060691314976,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.376,0.0
13,13,0_14,0_32,2.766174,0.6679499,25.0186,0.2622,-3.712919e-06,1.0,1.0,166.0,377.0,166.0,377.0,166.0,377.0,43.393341718974256,-21.49044421879908,0.289,0.289,45.0,0.1255,0.1255,45.0,166.0,377.0,43.393341718974256,-21.49044421879908,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.373,0.0
14,14,0_15,0_31,44.75811,2.686829,21.9961,0.0652,-1.396526e-06,6.0,6.0,480.0,375.0,480.4575,374.893,480.4575,374.893,43.298314598194445,-21.48875510653965,0.714,0.419,-62.23,0.061,0.03919,-76.86,480.4575,374.893,43.298314598194445,-21.48875510653965,0.18464496555,0.17430110616,0.18464496555,0.17430110616,0.487,0.35,-42.41,0.4865372,0.3496107,-42.41,99.0,0.0,2.0,1.706,0.414,0.994,0.0
15,15,0_16,0_30,737.3824,10.90563,18.9541,0.0161,7.56981e-05,12.0,12.0,33.0,363.0,32.9249,362.6896,32.9249,362.6896,43.43361290332164,-21.486862627830348,0.7,0.659,-25.73,0.01142,0.01075,-12.89,32.9249,362.6896,43.43361290332164,-21.486862627830348,0.27883030426,0.28125297853,0.27883030426,0.28125297853,0.538,0.52,-48.75,0.5378876,0.5203462,-48.75,99.0,0.0,1.74,1.062,0.058,1.0,0.0
16,16,0_17,0_29,3199.003,22.71493,17.3608,0.0077,-7.920894e-06,16.0,16.0,245.0,357.0,244.5402,356.8802,244.5402,356.8802,43.36968137487067,-21.48451531547853,0.683,0.642,76.69,0.00508,0.00473,79.75,244.5402,356.8802,43.36968137487067,-21.48451531547853,0.27301604937,0.20758999352,0.27301604937,0.20758999352,0.523,0.456,0.08,0.5225095,0.4556203,0.08,99.0,0.0,1.44,1.064,0.061,1.0,0.0
17,17,0_18,0_28,0.8723645,0.3751053,26.2716,0.467,0.0,2.0,2.0,411.0,357.0,411.0,357.2164,411.0,357.2164,43.31937422459837,-21.48402899064432,0.503,0.289,90.0,1.06494,0.48415,90.0,411.0,357.2164,43.31937422459837,-21.48402899064432,0.0833333,0.10152036237,0.0833333,0.10152036237,0.319,0.289,90.0,0.3186226,0.2886751,90.0,99.0,0.0,0.88,1.742,0.426,0.028,0.0
18,18,0_19,0_27,48492.71,88.43871,14.4091,0.002,-0.0001930467,17.0,17.0,411.0,348.0,411.2238,348.2557,411.2238,348.2557,43.3193412623169,-21.481507005454528,0.524,0.469,89.42,0.00096,0.00086,89.86,411.2238,348.2557,43.3193412623169,-21.481507005454528,0.076163626561,0.10356301811,0.076163626561,0.10356301811,0.322,0.276,89.7,0.3218133,0.2759762,89.7,35.435,0.0,1.01,1.117,0.104,1.0,0.0
19,19,0_20,0_26,680.8875,10.47953,19.0406,0.0167,-2.744638e-07,1.0,1.0,439.0,323.0,439.0,323.0,439.0,323.0,43.31104529377423,-21.47430248188029,0.289,0.289,45.0,0.00446,0.00446,45.0,439.0,323.0,43.31104529377423,-21.47430248188029,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.997,0.0
20,20,0_21,0_25,9154.189,38.42502,16.2193,0.0046,0.0,17.0,17.0,253.0,301.0,252.6856,301.1137,252.6856,301.1137,43.36743146768298,-21.468797134038333,0.588,0.552,84.96,0.00254,0.00236,83.42,252.6856,301.1137,43.36743146768298,-21.468797134038333,0.16672048773,0.11189481119,0.16672048773,0.11189481119,0.408,0.335,-0.04,0.4083142,0.3345068,-0.04,99.0,0.0,1.13,1.067,0.062,1.0,0.0
21,21,0_22,0_24,0.7423667,0.3460297,26.4468,0.5062,1.891834e-06,2.0,2.0,76.0,292.0,76.0,291.8994,76.0,291.8994,43.42085793181402,-21.466802947391542,0.417,0.289,90.0,1.3514,0.56614,90.0,76.0,291.8994,43.42085793181402,-21.466802947391542,0.0833333,0.089644026318,0.0833333,0.089644026318,0.299,0.289,90.0,0.2994061,0.2886751,90.0,99.0,0.0,0.0,1.444,0.308,0.027,0.0
22,22,0_23,0_23,3.363814,0.7365804,24.8062,0.2378,0.0,1.0,1.0,279.0,279.0,279.0,279.0,279.0,279.0,43.359564012405,-21.462484665926063,0.289,0.289,45.0,0.10658,0.10658,45.0,279.0,279.0,43.359564012405,-21.462484665926063,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.37,0.0
23,23,0_24,0_22,765.149,11.10906,18.9139,0.0158,0.0,14.0,14.0,202.0,266.0,202.4022,266.1751,202.4022,266.1751,43.3827584865522,-21.45913965112391,0.748,0.616,-60.37,0.01222,0.01058,-57.95,202.4022,266.1751,43.3827584865522,-21.45913965112391,0.26554988965,0.25961022232,0.26554988965,0.25961022232,0.546,0.476,-42.62,0.5461916,0.4762718,-42.62,99.0,0.0,1.82,1.214,0.176,1.0,0.0
24,24,0_25,0_21,3550.674,23.93093,17.2475,0.0073,0.0,20.0,20.0,260.0,240.0,259.9654,240.1882,259.9654,240.1882,43.36546369338688,-21.45163105643853,0.691,0.642,-89.48,0.00491,0.00462,87.07,259.9654,240.1882,43.36546369338688,-21.45163105643853,0.17153417333,0.21025565488,0.17153417333,0.21025565488,0.459,0.414,87.67,0.4586067,0.4140891,87.67,99.0,0.0,1.38,1.077,0.072,1.0,0.0
25,25,0_26,0_20,44.02811,2.664828,22.014,0.0657,0.0,5.0,5.0,324.0,232.0,324.3588,232.1299,324.3588,232.1299,43.346037831704606,-21.449140546066896,0.487,0.334,-6.23,0.04892,0.03467,7.25,324.3588,232.1299,43.346037831704606,-21.449140546066896,0.17546693052,0.10505320432,0.17546693052,0.10505320432,0.419,0.324,-0.76,0.4189024,0.3241001,-0.76,99.0,0.0,1.06,1.46,0.315,0.995,0.0
26,26,0_27,0_19,44.59853,2.682035,22.0,0.0653,0.0,8.0,8.0,359.0,222.0,358.7294,222.3753,358.7294,222.3753,43.33569041120905,-21.446275899248327,0.797,0.319,-35.33,0.07851,0.04777,-37.41,358.7294,222.3753,43.33569041120905,-21.446275899248327,0.22515372013,0.15903088656,0.22515372013,0.15903088656,0.562,0.262,-37.23,0.5617005,0.2620633,-37.23,99.0,0.0,2.32,2.499,0.6,0.999,0.0
27,27,0_28,0_18,253.2465,6.391104,20.1144,0.0274,0.0,10.0,10.0,34.0,218.0,34.1242,217.7415,34.1242,217.7415,43.433787414690784,-21.446078290492597,0.662,0.601,57.59,0.02026,0.01881,31.38,34.1242,217.7415,43.433787414690784,-21.446078290492597,0.21240998428,0.26297961619,0.21240998428,0.26297961619,0.517,0.457,74.92,0.5166625,0.4565627,74.92,99.0,0.0,1.74,1.101,0.092,1.0,0.0
28,28,0_29,0_17,8079.809,36.09979,16.3548,0.0049,0.0,18.0,18.0,395.0,169.0,395.3231,168.9402,395.3231,168.9402,43.32484140415463,-21.431114060506943,0.586,0.568,49.69,0.0027,0.00261,52.58,395.3231,168.9402,43.32484140415463,-21.431114060506943,0.17608114247,0.10855928255,0.17608114247,0.10855928255,0.42,0.329,0.94,0.4196418,0.3294559,0.94,99.0,0.0,1.16,1.031,0.03,1.0,0.0
29,29,0_30,0_16,4.436112,0.8458735,24.5058,0.2071,0.0,1.0,1.0,209.0,162.0,209.0,162.0,209.0,162.0,43.38116024106883,-21.4298094846306,0.289,0.289,45.0,0.08523,0.08523,45.0,209.0,162.0,43.38116024106883,-21.4298094846306,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.371,0.0
30,30,0_31,0_15,2275.405,19.15727,17.7307,0.0091,0.0,19.0,19.0,179.0,140.0,178.7548,139.6137,178.7548,139.6137,43.390382982633305,-21.42361493211966,0.731,0.686,-89.24,0.00661,0.00625,89.12,178.7548,139.6137,43.390382982633305,-21.42361493211966,0.24558716717,0.28758019925,0.24558716717,0.28758019925,0.538,0.494,-79.77,0.5375805,0.4941402,-79.77,99.0,0.0,1.61,1.067,0.062,1.0,0.0
31,31,0_32,0_14,63.84559,3.208999,21.6105,0.0546,0.0,6.0,6.0,457.0,138.0,457.3801,138.2847,457.3801,138.2847,43.30621309256009,-21.422269374771545,0.67,0.442,66.52,0.04648,0.03092,81.15,457.3801,138.2847,43.30621309256009,-21.422269374771545,0.14600129417,0.20555470213,0.14600129417,0.20555470213,0.488,0.337,59.37,0.4875583,0.3374061,59.37,99.0,0.0,1.52,1.514,0.34,0.999,0.0
32,32,0_33,0_13,78.20226,3.551517,21.3903,0.0493,-0.003022173,9.0,9.0,472.0,132.0,471.5154,132.8344,471.5154,132.8344,43.30196421956976,-21.42068551198909,0.855,0.486,-58.8,0.05271,0.04017,-48.04,471.5154,132.8344,43.30196421956976,-21.42068551198909,0.1850186437,0.34023397375,0.1850186437,0.34023397375,0.613,0.387,-66.8,0.6125107,0.3874058,-66.8,32.4484,0.0,3.8,1.762,0.432,0.967,0.0
33,33,0_34,0_12,14709.61,48.70851,15.7043,0.0036,0.0,36.0,36.0,354.0,123.0,355.2821,123.0112,355.2821,123.0112,43.33711655476076,-21.41833448091891,1.51,0.607,-13.87,0.00508,0.00208,-13.69,355.2821,123.0112,43.33711655476076,-21.41833448091891,0.86263955162,0.30908253108,0.86263955162,0.30908253108,0.946,0.525,-13.34,0.9463681,0.5254613,-13.34,99.0,0.0,5.7,2.488,0.598,1.0,0.0
34,34,0_35,0_11,195.7003,5.618236,20.3943,0.0312,7.684932e-06,13.0,13.0,451.0,85.0,451.2543,84.641,451.2543,84.641,43.30827432627668,-21.40720063172024,0.725,0.579,20.63,0.02914,0.02424,25.88,451.2543,84.641,43.30827432627668,-21.40720063172024,0.15555320865,0.21581697042,0.15555320865,0.21581697042,0.468,0.39,77.48,0.4679151,0.3904172,77.48,99.0,0.0,1.37,1.253,0.202,1.0,0.0
35,35,0_36,0_10,1265.688,14.28787,18.3675,0.0123,3.230474e-07,16.0,16.0,43.0,75.0,43.1016,74.9314,43.1016,74.9314,43.43160855143545,-21.405874462478717,0.751,0.64,-55.58,0.00944,0.00788,-60.59,43.1016,74.9314,43.43160855143545,-21.405874462478717,0.21083744146,0.23044190318,0.21083744146,0.23044190318,0.494,0.444,-57.29,0.4941741,0.4439271,-57.29,99.0,0.0,1.52,1.172,0.147,1.0,0.0
36,36,0_37,0_9,3273.705,22.97862,17.3357,0.0076,0.0001712529,18.0,18.0,310.0,62.0,310.5087,61.6335,310.5087,61.6335,43.35087983448991,-21.40122533128372,0.687,0.636,87.95,0.00512,0.00467,88.46,310.5087,61.6335,43.35087983448991,-21.40122533128372,0.27128007519,0.2657676303,0.27128007519,0.2657676303,0.521,0.515,5.86,0.5209018,0.5154697,5.86,99.0,0.0,1.66,1.08,0.074,1.0,0.0
37,37,0_38,0_8,4175.393,25.95092,17.0716,0.0067,0.0001555305,16.0,16.0,378.0,53.0,377.5704,53.3054,377.5704,53.3054,43.3306548871001,-21.398647519886836,0.644,0.617,-39.32,0.00415,0.00398,-40.07,377.5704,53.3054,43.3306548871001,-21.398647519886836,0.25390767223,0.20141829718,0.25390767223,0.20141829718,0.505,0.448,-6.38,0.5045519,0.4480551,-6.38,99.0,0.0,1.16,1.043,0.042,1.0,0.0
38,38,0_39,0_7,1.720997,0.5268588,25.5338,0.3325,7.854144e-07,2.0,2.0,30.0,55.0,30.0472,55.0,30.0472,55.0,43.43562696921005,-21.40031107700557,0.358,0.289,0.0,0.61281,0.25314,0.0,30.0472,55.0,43.43562696921005,-21.40031107700557,0.086085981508,0.0833333,0.086085981508,0.0833333,0.293,0.289,0.0,0.2934041,0.2886751,0.0,99.0,0.0,1.8,1.241,0.194,0.033,0.0
39,39,0_40,0_6,4688.815,27.50019,16.9456,0.0064,0.0001159068,18.0,18.0,410.0,34.0,409.6349,34.027,409.6349,34.027,43.32104488464051,-21.39311119228442,0.642,0.618,-48.62,0.00391,0.00379,-55.86,409.6349,34.027,43.32104488464051,-21.39311119228442,0.24192900734,0.15175829677,0.24192900734,0.15175829677,0.492,0.389,-3.01,0.4921169,0.3892406,-3.01,99.0,0.0,1.32,1.04,0.038,1.0,0.0
40,40,0_41,0_5,10.37532,1.293614,23.5833,0.1354,1.306992e-06,3.0,3.0,39.0,17.0,38.5941,17.494,38.5941,17.494,43.43318612086105,-21.389733101550497,0.672,0.2,-45.62,0.12827,0.06742,-46.98,38.5941,17.494,43.43318612086105,-21.389733101550497,0.19188795973,0.23767424442,0.19188795973,0.23767424442,0.564,0.335,-51.43,0.563594,0.3345504,-51.43,99.0,0.0,1.43,3.353,0.702,0.559,0.0
41,41,0_42,0_44,29617.69,69.11618,14.9444,0.0025,0.004552973,12.0,12.0,475.0,507.0,474.5029,507.3241,474.5029,507.3241,43.29959890670988,-21.526039288773404,0.516,0.507,-1.86,0.00121,0.00119,-1.63,474.5029,507.3241,43.29959890670988,-21.526039288773404,0.25141759645,0.17033597473,0.25141759645,0.17033597473,0.501,0.413,0.03,0.5014156,0.4127178,0.03,99.0,16.0,1.06,1.017,0.017,1.0,0.0
42,42,0_43,0_43,441.4736,8.438331,19.511,0.0208,-0.0001013874,15.0,15.0,238.0,498.0,237.3955,497.9969,237.3955,497.9969,43.37130772310299,-21.52424595325965,0.852,0.685,-42.32,0.01994,0.01562,-29.18,237.3955,497.9969,43.37130772310299,-21.52424595325965,0.34098458793,0.2940079275,0.34098458793,0.2940079275,0.59,0.535,-20.31,0.5902863,0.5353079,-20.31,99.0,0.0,1.77,1.244,0.196,1.0,0.0
43,43,0_44,0_42,478.3364,8.783566,19.424,0.0199,-6.336715e-06,12.0,12.0,164.0,472.0,164.1591,472.5542,164.1591,472.5542,43.39354053722249,-21.517336518315517,0.715,0.637,-67.92,0.01536,0.01324,-63.56,164.1591,472.5542,43.39354053722249,-21.517336518315517,0.21555928649,0.28669638889,0.21555928649,0.28669638889,0.539,0.46,-76.79,0.5392995,0.4597953,-76.79,99.0,0.0,1.55,1.121,0.108,1.0,0.0
44,44,1_1,1_2,76801.73,111.2986,13.9099,0.0016,0.0,6.0,6.0,587.0,7.0,586.7535,6.5769,586.7535,6.5769,43.26765602499475,-21.38475150930376,0.511,0.428,70.4,0.00074,0.00062,70.36,586.7535,6.5769,43.26765602499475,-21.38475150930376,0.085746055356,0.20004780773,0.085746055356,0.20004780773,0.448,0.292,85.64,0.4480139,0.2916803,85.64,99.0,0.0,0.92,1.193,0.161,1.0,1.0
45,45,1_2,1_1,27.2055,2.094752,22.5367,0.0836,0.0002408331,2.0,2.0,973.0,5.0,972.7564,5.0,972.7564,5.0,43.15107999192508,-21.38285252687409,0.517,0.289,0.0,0.05162,0.02682,0.0,972.7564,5.0,43.15107999192508,-21.38285252687409,0.10508744458,0.0833333,0.10508744458,0.0833333,0.324,0.289,0.0,0.3241719,0.2886751,0.0,99.0,0.0,0.9,1.792,0.442,0.924,1.0
46,46,1_3,1_95,593212.8,309.321,11.6903,0.0006,-0.01842751,12.0,12.0,677.0,504.0,677.2001,503.5817,677.2001,503.5817,43.23834166719337,-21.524248893460957,0.72,0.695,-82.01,0.00038,0.00036,-82.03,677.2001,503.5817,43.23834166719337,-21.524248893460957,0.35432105334,0.32897340857,0.35432105334,0.32897340857,0.599,0.569,-21.8,0.5992894,0.5693388,-21.8,99.0,4.0,2.28,1.035,0.034,1.0,1.0
47,47,1_4,1_94,525.9443,9.210305,19.321,0.019,-0.01344029,17.0,17.0,690.0,503.0,688.518,501.3995,688.518,501.3995,43.23492918257639,-21.523592976977607,2.577,0.653,47.94,0.05211,0.01296,49.87,688.518,501.3995,43.23492918257639,-21.523592976977607,1.8304795866,0.92469100538,1.8304795866,0.92469100538,1.597,0.451,33.65,1.597354,0.451256,33.65,99.0,16.0,7.75,3.948,0.747,1.0,1.0
48,48,1_5,1_93,313.7411,7.113607,19.8819,0.0246,-0.0225643,5.0,5.0,667.0,503.0,666.2767,503.5011,666.2767,503.5011,43.24164394291462,-21.524266558939857,0.737,0.437,-24.14,0.01761,0.01043,-23.67,666.2767,503.5011,43.24164394291462,-21.524266558939857,0.3022389102,0.23967657916,0.3022389102,0.23967657916,0.578,0.456,-30.06,0.5777257,0.456233,-30.06,99.0,0.0,3.33,1.686,0.407,1.0,1.0
49,49,1_6,1_92,2.813131,0.6735955,25.0003,0.26,-0.02342328,3.0,3.0,663.0,503.0,662.8151,503.1613,662.8151,503.1613,43.242691677697096,-21.52418371486657,0.417,0.335,37.76,0.36931,0.26088,45.83,662.8151,503.1613,43.242691677697096,-21.52418371486657,0.11891423634,0.11374340177,0.11891423634,0.11374340177,0.345,0.337,12.08,0.3451993,0.3368904,12.08,99.0,0.0,0.95,1.245,0.197,0.032,1.0
50,50,1_7,1_91,5127.801,28.75873,16.8485,0.0061,-0.0003549227,69.0,69.0,983.0,494.0,984.1394,493.5687,984.1394,493.5687,43.14560054699096,-21.5202701134346,3.342,1.066,-63.09,0.02004,0.00649,-63.03,984.1394,493.5687,43.14560054699096,-21.5202701134346,1.3320715967,2.7785883976,1.3320715967,2.7785883976,1.768,0.992,-66.24,1.768157,0.9921089,-66.24,99.0,16.0,10.55,3.135,0.681,0.963,1.0
51,51,1_8,1_90,85.53223,3.714232,21.293,0.0472,0.0,2.0,2.0,796.0,502.0,795.8673,502.0,795.8673,502.0,43.20247699985652,-21.523361144386342,0.445,0.289,0.0,0.02241,0.01341,0.0,795.8673,502.0,43.20247699985652,-21.523361144386342,0.092344895522,0.0833333,0.092344895522,0.0833333,0.304,0.289,0.0,0.303883,0.2886751,0.0,99.0,0.0,2.04,1.543,0.352,0.995,1.0
52,52,1_9,1_89,322.3062,7.210054,19.8526,0.0243,-0.01743605,10.0,10.0,676.0,496.0,675.3147,496.4384,675.3147,496.4384,43.23894009005233,-21.522245836231374,2.184,0.363,-53.82,0.05567,0.00903,-53.98,675.3147,496.4384,43.23894009005233,-21.522245836231374,0.36567721669,0.38298775263,0.36567721669,0.38298775263,0.789,0.356,-46.0,0.7886482,0.3559479,-46.0,99.0,0.0,5.3,6.01,0.834,1.0,1.0
53,53,1_10,1_88,14.44129,1.526185,23.2243,0.1148,-0.02057283,1.0,1.0,668.0,499.0,668.0,499.0,668.0,499.0,43.241140959118525,-21.5229936511789,0.289,0.289,45.0,0.03647,0.03647,45.0,668.0,499.0,43.241140959118525,-21.5229936511789,0.0833333,0.0833333,0.0833333,0.0833333,0.289,0.289,45.0,0.2886751,0.2886751,45.0,99.0,0.0,0.0,1.0,0.0,0.709,1.0
54,54,1_11,1_87,5.164595,0.9126879,24.3407,0.1919,0.3059181,2.0,2.0,680.0,489.0,680.0,489.3737,680.0,489.3737,43.23755202937943,-21.520240611104985,0.563,0.289,90.0,0.17189,0.08521,90.0,680.0,489.3737,43.23755202937943,-21.520240611104985,0.0833333,0.12764894026,0.0833333,0.12764894026,0.357,0.289,90.0,0.3572799,0.2886751,90.0,99.0,0.0,0.87,1.952,0.488,0.475,1.0
55,55,1_12,1_86,3843.392,24.89783,17.1615,0.007,-0.01130779,6.0,6.0,588.0,465.0,587.6301,465.1079,587.6301,465.1079,43.26556888154927,-21.51375181335941,0.526,0.453,-51.61,0.00344,0.00297,-53.18,587.6301,465.1079,43.26556888154927,-21.51375181335941,0.16421531664,0.079558802153,0.16421531664,0.079558802153,0.406,0.281,-4.31,0.40583,0.2812048,-4.31,99.0,0.0,1.02,1.16,0.138,1.0,1.0
56,56,1_13,1_85,23739.25,61.87819,15.1846,0.0028,-0.01091437,8.0,8.0,583.0,462.0,582.8738,461.9708,582.8738,461.9708,43.26701890464053,-21.51288642708214,0.416,0.391,82.76,0.00109,0.00102,83.6,582.8738,461.9708,43.26701890464053,-21.51288642708214,0.095681623193,0.096173042776,0.095681623193,0.096173042776,0.31,0.309,88.73,0.3101182,0.3093241,88.73,33.3796,0.0,0.0,1.062,0.059,0.973,1.0
