,Unnamed: 0,NUMBER,ID_PARENT,FLUX_ISO,FLUXERR_ISO,MAG_ISO,MAGERR_ISO,BACKGROUND,ISOAREA_IMAGE,ISOAREAF_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,X_IMAGE,Y_IMAGE,X_IMAGE_DBL,Y_IMAGE_DBL,X_WORLD,Y_WORLD,A_IMAGE,B_IMAGE,THETA_IMAGE,ERRA_IMAGE,ERRB_IMAGE,ERRTHETA_IMAGE,XWIN_IMAGE,YWIN_IMAGE,XWIN_WORLD,YWIN_WORLD,X2WIN_IMAGE,Y2WIN_IMAGE,X2WIN_WORLD,Y2WIN_WORLD,AWIN_IMAGE,BWIN_IMAGE,THETAWIN_IMAGE,AWIN_WORLD,BWIN_WORLD,THETAWIN_WORLD,MU_THRESHOLD,FLAGS,FWHM_IMAGE,ELONGATION,ELLIPTICITY,CLASS_STAR,SUBDIV_NUMBER
0,0,0_1,0_5,3510.146,48.89236,17.5423,0.0151,187.9483,34.0,37.0,18.0,18.0,17.621,17.9969,17.621,17.9969,142.60122677524274,27.9820528681739,1.387,1.186,67.82,0.02554,0.0211,64.43,17.621,17.9969,142.60122677524274,27.9820528681739,0.5152462569,0.59052946697,0.5152462569,0.59052946697,0.774,0.712,72.79,0.7736368,0.7122231,72.79,23.3215,0.0,2.4,1.17,0.145,0.999,0.0
1,1,0_2,0_4,5903.955,57.05149,16.9777,0.0105,187.3441,43.0,49.0,193.0,14.0,192.6086,13.8692,192.6086,13.8692,142.54546493904255,27.982732583038576,1.466,1.306,69.8,0.01901,0.01717,66.29,192.6086,13.8692,142.54546493904255,27.982732583038576,0.55963466214,0.62148848294,0.55963466214,0.62148848294,0.797,0.739,67.41,0.7965108,0.7393874,67.41,23.3468,0.0,2.56,1.123,0.109,0.999,0.0
2,2,0_3,0_2,1596.335,39.04951,18.3978,0.0266,187.3506,23.0,27.0,179.0,7.0,178.9503,7.1557,178.9503,7.1557,142.54979360458918,27.984658337073807,1.309,1.112,-82.71,0.04146,0.03313,-79.5,178.9503,7.1557,142.54979360458918,27.984658337073807,0.58169886166,0.63113462889,0.58169886166,0.63113462889,0.799,0.758,69.76,0.7993202,0.7575756,69.76,23.3472,16.0,2.67,1.177,0.15,0.924,0.0
3,3,0_4,0_1,909.6412,30.51472,19.0084,0.0364,187.7151,15.0,17.0,331.0,0.0,330.7286,0.6888000000000001,330.7286,0.6888000000000001,142.50142238366098,27.98603869681129,1.407,0.717,2.3,0.06725,0.03412,3.7,330.7286,0.6888000000000001,142.50142238366098,27.98603869681129,0.85381088493,0.31161497272,0.85381088493,0.31161497272,0.924,0.558,-0.04,0.924019,0.5582246,-0.04,23.3567,24.0,3.57,1.964,0.491,0.964,0.0
4,4,0_5,0_73,2419.293,45.28973,17.9464,0.0203,188.2249,30.0,34.0,42.0,470.0,42.1189,470.0361,42.1189,470.0361,142.5948562666144,27.854898616901483,1.335,1.19,61.61,0.03239,0.02801,54.61,42.1189,470.0361,142.5948562666144,27.854898616901483,0.53477972894,0.57845046458,0.53477972894,0.57845046458,0.766,0.725,67.73,0.7663212,0.7252462,67.73,23.363,0.0,2.49,1.122,0.109,0.908,0.0
6,6,0_7,0_71,712.4085,30.05495,19.2738,0.0458,187.5044,14.0,17.0,282.0,437.0,282.3545,436.9972,282.3545,436.9972,142.51830103099743,27.86351825136465,1.107,0.919,-75.7,0.05828,0.04574,-75.6,282.3545,436.9972,142.51830103099743,27.86351825136465,0.59353016667,0.64950562018,0.59353016667,0.64950562018,0.813,0.763,-67.99,0.8126768,0.7632772,-67.99,23.3465,0.0,2.34,1.204,0.17,0.94,0.0
7,7,0_8,0_70,519.804,27.10692,19.616,0.0566,187.4177,11.0,14.0,276.0,434.0,276.5028,433.7666,276.5028,433.7666,142.52015232238242,27.86444351959248,0.945,0.925,2.37,0.06095,0.05974,0.39,276.5028,433.7666,142.52015232238242,27.86444351959248,0.50021233871,0.50540450096,0.50021233871,0.50540450096,0.712,0.706,-61.56,0.7124317,0.7057322,-61.56,23.3391,0.0,2.48,1.021,0.021,0.85,0.0
8,8,0_9,0_69,611.0221,28.56383,19.4404,0.0508,187.1843,14.0,15.0,73.0,428.0,72.6793,428.2952,72.6793,428.2952,142.58499870153847,27.866552668941765,1.005,0.934,41.63,0.05955,0.05261,45.24,72.6793,428.2952,142.58499870153847,27.866552668941765,0.68538396323,0.66218447622,0.68538396323,0.66218447622,0.828,0.813,11.26,0.8284577,0.8131583,11.26,23.3146,0.0,2.48,1.076,0.07,0.7,0.0
9,9,0_10,0_68,993.0733,37.10799,18.9131,0.0406,187.4589,25.0,25.0,47.0,427.0,46.9261,427.015,46.9261,427.015,142.59319118911188,27.866982018840964,1.339,1.216,29.86,0.06004,0.05322,21.32,46.9261,427.015,142.59319118911188,27.866982018840964,1.2244905794,1.2785404482,1.2244905794,1.2785404482,1.142,1.095,60.58,1.141819,1.095117,60.58,23.3184,0.0,4.4,1.101,0.092,0.024,0.0
10,10,0_11,0_67,946.9819,31.89951,18.9647,0.0366,187.8996,16.0,19.0,340.0,420.0,340.1134,420.4096,340.1134,420.4096,142.49986621377124,27.86801331035081,1.078,1.001,-67.09,0.04686,0.04217,-58.9,340.1134,420.4096,142.49986621377124,27.86801331035081,0.51307525271,0.58981536732,0.51307525271,0.58981536732,0.768,0.716,87.43,0.7680953,0.7161844,87.43,23.3725,0.0,2.2,1.077,0.072,0.934,0.0
11,11,0_12,0_66,351.6564,23.49757,20.0403,0.0726,187.9156,8.0,10.0,20.0,405.0,20.0358,405.1744,20.0358,405.1744,142.60168158921954,27.87319468211191,0.89,0.737,-87.26,0.07492,0.05949,-89.68,20.0358,405.1744,142.60168158921954,27.87319468211191,0.40124223877,0.45618058178,0.40124223877,0.45618058178,0.678,0.631,-77.14,0.6776422,0.6310498,-77.14,23.3313,0.0,2.38,1.207,0.172,0.699,0.0
12,12,0_13,0_65,677549.1,353.6128,11.8282,0.0006,188.0785,317.0,342.0,361.0,387.0,360.9497,386.6743,360.9497,386.6743,142.4931213924979,27.877436723598358,2.114,1.79,77.63,0.00144,0.00129,72.67,360.9497,386.6743,142.4931213924979,27.877436723598358,1.1951398167,1.6517434282,1.1951398167,1.6517434282,1.294,1.083,77.66,1.294097,1.08268,77.66,23.3773,4.0,11.66,1.181,0.153,1.0,0.0
14,14,0_15,0_63,3031.303,45.17818,17.7015,0.0162,187.692,30.0,33.0,270.0,383.0,269.6711,383.192,269.6711,383.192,142.52215803351513,27.87868291250115,1.305,1.194,65.63,0.02464,0.02311,59.24,269.6711,383.192,142.52215803351513,27.87868291250115,0.5690348437,0.5956152072,0.5690348437,0.5956152072,0.78,0.746,60.71,0.7796248,0.7462139,60.71,23.3463,0.0,2.42,1.093,0.085,0.979,0.0
15,15,0_16,0_62,204.9466,18.84225,20.6265,0.0998,189.1634,6.0,7.0,382.0,380.0,381.6941,379.958,381.6941,379.958,142.48649705022427,27.879263352972263,0.724,0.661,87.03,0.08588,0.07935,89.23,381.6941,379.958,142.48649705022427,27.879263352972263,0.41886806267,0.46578572143,0.41886806267,0.46578572143,0.683,0.647,83.53,0.6829321,0.6467283,83.53,23.4493,0.0,2.23,1.096,0.087,0.626,0.0
17,17,0_18,0_60,2102.468,43.77372,18.0987,0.0226,189.3613,31.0,34.0,370.0,370.0,370.4303,370.2726,370.4303,370.2726,142.4900484947299,27.88202001139125,1.338,1.25,71.17,0.03453,0.03359,75.89,370.4303,370.2726,142.4900484947299,27.88202001139125,0.56877476862,0.61980020249,0.56877476862,0.61980020249,0.797,0.744,64.54,0.7967169,0.744189,64.54,23.4582,0.0,2.77,1.07,0.065,0.904,0.0
18,18,0_19,0_59,7584.688,61.0727,16.7057,0.0087,187.7637,45.0,50.0,0.0,357.0,0.9267,356.982,0.9267,356.982,142.6076139719897,27.886795254490693,1.78,1.015,89.46,0.0244,0.01335,-87.1,0.9267,356.982,142.6076139719897,27.886795254490693,0.27496721916,0.64467693851,0.27496721916,0.64467693851,0.806,0.52,83.37,0.8060634,0.5195248,83.37,23.3123,24.0,8.04,1.753,0.43,0.981,0.0
19,19,0_20,0_58,588.4626,27.4941,19.4813,0.0507,187.5061,11.0,14.0,319.0,357.0,319.4221,357.1997,319.4221,357.1997,142.5062374500965,27.88584611633721,0.943,0.917,14.48,0.05424,0.05307,9.07,319.4221,357.1997,142.5062374500965,27.88584611633721,0.56329557406,0.55182464773,0.56329557406,0.55182464773,0.751,0.743,6.47,0.7506298,0.7427483,6.47,23.327,0.0,2.28,1.028,0.027,0.911,0.0
20,20,0_21,0_57,94574.19,146.6219,13.9661,0.0017,187.8226,125.0,135.0,186.0,349.0,186.271,349.8996,186.271,349.8996,142.54859226835887,27.88828101678247,1.73,1.499,76.26,0.00375,0.00327,85.12,186.271,349.8996,142.54859226835887,27.88828101678247,0.56662761647,0.65803051632,0.56662761647,0.65803051632,0.815,0.748,75.65,0.8151251,0.7484846,75.65,23.3704,0.0,2.76,1.154,0.134,0.985,0.0
21,21,0_22,0_56,263.7354,22.71468,20.3527,0.0935,188.082,10.0,10.0,311.0,346.0,311.0283,345.5576,311.0283,345.5576,142.50886966955477,27.88914390808615,1.044,0.659,63.67,0.10695,0.06553,63.45,311.0283,345.5576,142.50886966955477,27.88914390808615,0.78998824236,0.9920783162,0.78998824236,0.9920783162,1.022,0.858,65.45,1.022434,0.8583102,65.45,23.3628,0.0,3.74,1.585,0.369,0.002,0.0
22,22,0_23,0_55,942.8011,39.19268,18.9695,0.0451,187.743,27.0,30.0,156.0,339.0,155.7346,338.5127,155.7346,338.5127,142.5582751083194,27.891567992888252,1.498,1.325,68.62,0.07166,0.06432,67.31,155.7346,338.5127,142.5582751083194,27.891567992888252,1.6257150266,1.8815926217,1.6257150266,1.8815926217,1.381,1.265,73.28,1.380929,1.265047,73.28,23.3693,0.0,5.83,1.131,0.116,0.0,0.0
23,23,0_24,0_54,311.8103,23.60715,20.1708,0.0822,188.4236,8.0,11.0,151.0,319.0,150.5534,319.1519,150.5534,319.1519,142.55986157870018,27.89702578945109,1.02,0.726,41.42,0.09433,0.063,41.08,150.5534,319.1519,142.55986157870018,27.89702578945109,0.6977647268,0.75418638106,0.6977647268,0.75418638106,0.878,0.826,64.89,0.87753,0.8257677,64.89,23.4138,0.0,2.6,1.406,0.289,0.62,0.0
24,24,0_25,0_53,36571.8,102.7846,14.9977,0.0031,187.829,89.0,99.0,379.0,312.0,379.2248,312.9109,379.2248,312.9109,142.48705347561736,27.89812114511713,1.654,1.457,76.02,0.00659,0.00597,81.42,379.2248,312.9109,142.48705347561736,27.89812114511713,0.55202880563,0.63430516132,0.55202880563,0.63430516132,0.8,0.739,75.52,0.8001149,0.7390197,75.52,23.3506,0.0,2.73,1.135,0.119,0.983,0.0
26,26,0_27,0_51,204.5527,18.95006,20.6286,0.1006,187.2977,6.0,7.0,445.0,309.0,445.0251,308.6831,445.0251,308.6831,142.46609617384573,27.899111683696027,0.716,0.679,-9.99,0.08845,0.08207,-0.99,445.0251,308.6831,142.46609617384573,27.899111683696027,0.43461075099,0.58383104603,0.43461075099,0.58383104603,0.765,0.658,-83.69,0.7652981,0.6578455,-83.69,23.3291,0.0,2.56,1.054,0.051,0.589,0.0
27,27,0_28,0_50,214961.1,207.9264,13.0747,0.0011,187.9975,170.0,182.0,275.0,297.0,275.4883,297.1507,275.4883,297.1507,142.52001931674374,27.90285690437404,1.78,1.542,73.74,0.00233,0.00205,71.76,275.4883,297.1507,142.52001931674374,27.90285690437404,0.6002182861,0.68510422446,0.6002182861,0.68510422446,0.833,0.77,73.63,0.8325377,0.7695476,73.63,23.3655,0.0,2.92,1.155,0.134,0.985,0.0
29,29,0_30,0_48,364.896,22.95883,20.0002,0.0683,187.763,9.0,10.0,488.0,301.0,488.2948,301.2595,488.2948,301.2595,142.4522987222716,27.9010665493469,0.904,0.735,-50.43,0.07457,0.05892,-45.49,488.2948,301.2595,142.4522987222716,27.9010665493469,0.45605952955,0.5407277226,0.45605952955,0.5407277226,0.74,0.67,-74.9,0.7398499,0.67038,-74.9,23.3591,0.0,2.2,1.229,0.186,0.475,0.0
30,30,0_31,0_47,719.4344,33.28282,19.2631,0.0502,187.9857,20.0,20.0,0.0,297.0,0.8987,296.8325,0.8987,296.8325,142.60743495978372,27.90370680833781,1.597,0.891,-86.05,0.09687,0.05341,-85.09,0.8987,296.8325,142.60743495978372,27.90370680833781,1.060980486,1.8543757511,1.060980486,1.8543757511,1.362,1.03,89.2,1.361812,1.029963,89.2,23.3181,24.0,4.52,1.792,0.442,0.626,0.0
31,31,0_32,0_46,192.1035,19.34857,20.6967,0.1094,188.2037,6.0,7.0,22.0,296.0,21.9741,295.7386,21.9741,295.7386,142.600721276202,27.903958482383324,0.724,0.685,5.42,0.09087,0.08427,-0.16,21.9741,295.7386,142.600721276202,27.903958482383324,0.6483792192,0.73680481409,0.6483792192,0.73680481409,0.859,0.805,85.26,0.8587293,0.8048403,85.26,23.3414,0.0,3.36,1.056,0.053,0.03,0.0
33,33,0_34,0_44,348.5596,19.6341,20.0499,0.0612,187.676,6.0,7.0,511.0,282.0,510.5995,282.2106,510.5995,282.2106,142.4451325499579,27.90635322028783,0.893,0.486,85.23,0.08161,0.03808,82.08,510.5995,282.2106,142.4451325499579,27.90635322028783,0.15905921167,0.27175235993,0.15905921167,0.27175235993,0.527,0.391,-77.18,0.5271664,0.3910334,-77.18,23.3461,24.0,2.2,1.836,0.455,0.794,0.0
35,35,0_36,0_42,209.4213,19.01361,20.603,0.0986,188.2415,7.0,7.0,264.0,271.0,264.1543,270.689,264.1543,270.689,142.52353874929906,27.91032925080633,0.849,0.596,30.13,0.10041,0.06943,30.46,264.1543,270.689,142.52353874929906,27.91032925080633,0.87925889576,0.77898455719,0.87925889576,0.77898455719,0.973,0.843,32.47,0.9734054,0.8430454,32.47,23.3852,0.0,2.46,1.424,0.298,0.557,0.0
36,36,0_37,0_41,2305.998,53.3468,17.9984,0.0251,187.9736,45.0,51.0,18.0,267.0,17.6018,267.0271,17.6018,267.0271,142.60202306789276,27.91204238870076,1.729,1.607,17.04,0.04931,0.04359,14.39,17.6018,267.0271,142.60202306789276,27.91204238870076,1.8468626897,1.8764766106,1.8468626897,1.8764766106,1.381,1.348,54.73,1.380616,1.34805,54.73,23.3306,0.0,3.68,1.076,0.071,0.019,0.0
37,37,0_38,0_40,22316.58,86.08415,15.534,0.0042,187.6443,72.0,81.0,488.0,262.0,488.1158,262.391,488.1158,262.391,142.45221901032312,27.9119946269575,1.63,1.401,73.3,0.00897,0.00764,68.91,488.1158,262.391,142.45221901032312,27.9119946269575,0.56084995358,0.64606187157,0.56084995358,0.64606187157,0.808,0.744,74.59,0.8081251,0.744208,74.59,23.3432,0.0,2.57,1.164,0.141,0.982,0.0
38,38,0_39,0_39,279.3587,19.34251,20.2902,0.0752,187.844,7.0,7.0,452.0,263.0,451.6479,262.9566,451.6479,262.9566,142.46382886225538,27.911947199306034,0.739,0.648,89.4,0.06789,0.06271,88.13,451.6479,262.9566,142.46382886225538,27.911947199306034,0.41597754788,0.51831597301,0.41597754788,0.51831597301,0.721,0.644,-83.19,0.7209694,0.6438141,-83.19,23.3556,0.0,2.5,1.141,0.123,0.675,0.0
39,39,0_40,0_38,810.1311,33.70433,19.1342,0.0452,187.7667,19.0,21.0,44.0,261.0,44.104,261.6973,44.104,261.6973,142.5935676257528,27.913470076736484,1.231,1.079,70.14,0.06265,0.05265,78.43,44.104,261.6973,142.5935676257528,27.913470076736484,0.98563763531,1.0319465411,0.98563763531,1.0319465411,1.041,0.966,54.0,1.041014,0.9663716,54.0,23.3313,0.0,3.37,1.14,0.123,0.081,0.0
40,40,0_41,0_37,303.0909,21.63033,20.2016,0.0775,187.8012,9.0,9.0,110.0,260.0,110.0054,259.8957,110.0054,259.8957,142.57257888179817,27.913797709187534,0.78,0.771,29.4,0.07034,0.06985,89.98,110.0054,259.8957,142.57257888179817,27.913797709187534,0.63639042084,0.60790765321,0.63639042084,0.60790765321,0.803,0.774,26.31,0.8034946,0.7737535,26.31,23.3641,0.0,2.56,1.012,0.011,0.613,0.0
41,41,0_42,0_36,216.3037,19.03388,20.5679,0.0956,187.5491,7.0,7.0,261.0,259.0,261.2936,258.9983,261.2936,258.9983,142.52441036701194,27.91362426517175,0.729,0.664,86.15,0.08716,0.08061,89.69,261.2936,258.9983,142.52441036701194,27.91362426517175,0.41230166119,0.45701642312,0.41230166119,0.45701642312,0.685,0.632,65.04,0.6851165,0.632403,65.04,23.3423,0.0,2.6,1.099,0.09,0.617,0.0
42,42,0_43,0_35,472.5241,25.32495,19.7195,0.0582,187.3244,11.0,12.0,71.0,246.0,71.4382,246.4694,71.4382,246.4694,142.58481565970746,27.91767764891523,0.897,0.869,80.25,0.06095,0.06077,56.19,71.4382,246.4694,142.58481565970746,27.91767764891523,0.52052770864,0.57378838278,0.52052770864,0.57378838278,0.76,0.718,74.66,0.7603446,0.7184652,74.66,23.321,0.0,2.59,1.032,0.031,0.346,0.0
44,44,0_45,0_33,350.9329,24.94235,20.0425,0.0772,187.968,11.0,12.0,59.0,237.0,59.4634,237.4673,59.4634,237.4673,142.58859993392545,27.920240925924585,0.904,0.89,27.61,0.07888,0.0787,35.09,59.4634,237.4673,142.58859993392545,27.920240925924585,0.70641657929,0.69458095807,0.70641657929,0.69458095807,0.855,0.818,39.43,0.8550667,0.8184488,39.43,23.3579,0.0,3.03,1.016,0.015,0.023,0.0
45,45,0_46,0_32,5139.074,54.68908,17.1284,0.0116,187.6501,40.0,46.0,58.0,226.0,58.2951,226.7555,58.2951,226.7555,142.58893781529392,27.923255636927717,1.435,1.299,74.92,0.02021,0.01876,73.25,58.2951,226.7555,142.58893781529392,27.923255636927717,0.53421386923,0.59149818097,0.53421386923,0.59149818097,0.775,0.724,69.28,0.7752808,0.7243285,69.28,23.3398,0.0,2.41,1.105,0.095,0.964,0.0
46,46,0_47,0_31,1442.737,38.47783,18.5076,0.029,187.5112,23.0,27.0,198.0,225.0,198.1092,225.4542,198.1092,225.4542,142.54441510310238,27.923235245420976,1.222,1.135,86.26,0.04183,0.03822,82.42,198.1092,225.4542,142.54441510310238,27.923235245420976,0.55344491377,0.60137570186,0.55344491377,0.60137570186,0.776,0.744,86.97,0.775571,0.7438482,86.97,23.3514,0.0,2.18,1.077,0.072,0.895,0.0
47,47,0_48,0_30,213.0842,20.36512,20.5842,0.1038,188.0261,7.0,8.0,1.0,217.0,0.8736999999999999,217.813,0.8736999999999999,217.813,142.60719508717807,27.925923103257155,0.813,0.671,-48.1,0.10432,0.08276,-45.53,0.8736999999999999,217.813,142.60719508717807,27.925923103257155,0.4977569217,0.71994749422,0.4977569217,0.71994749422,0.85,0.703,-83.35,0.8502978,0.7033477,-83.35,23.3405,24.0,2.97,1.212,0.175,0.36,0.0
48,48,0_49,0_29,12357.97,86.22668,16.1757,0.0076,188.6483,110.0,116.0,478.0,210.0,477.5617,210.3294,477.5617,210.3294,142.45539535974945,27.926663359835278,2.317,1.892,33.65,0.02203,0.01759,29.15,477.5617,210.3294,142.45539535974945,27.926663359835278,1.6420327742,1.56757474,1.6420327742,1.56757474,1.325,1.206,37.85,1.324943,1.205875,37.85,23.415,0.0,3.79,1.225,0.183,0.029,0.0
49,49,0_50,0_28,39074.46,104.3265,14.9258,0.0029,187.8839,85.0,98.0,423.0,201.0,422.8473,201.3216,422.8473,201.3216,142.4727822633276,27.929362327056463,1.68,1.411,74.92,0.00638,0.00541,70.96,422.8473,201.3216,142.4727822633276,27.929362327056463,0.54403660167,0.63904779885,0.54403660167,0.63904779885,0.804,0.733,75.68,0.803534,0.7330876,75.68,23.3675,0.0,2.7,1.19,0.16,0.983,0.0
50,50,0_51,0_27,226.315,18.93052,20.5188,0.0908,187.7307,6.0,7.0,161.0,206.0,160.9162,206.3272,160.9162,206.3272,142.55619471426434,27.928717098096925,0.722,0.652,-4.94,0.08039,0.07398,-2.52,160.9162,206.3272,142.55619471426434,27.928717098096925,0.42939262518,0.44611636941,0.42939262518,0.44611636941,0.669,0.655,77.2,0.6686007,0.6545855,77.2,23.3693,0.0,1.9,1.107,0.096,0.534,0.0
51,51,0_52,0_26,386.683,26.59343,19.9372,0.0747,187.8512,12.0,14.0,168.0,201.0,168.012,200.5488,168.012,200.5488,142.5539163452894,27.93032178032329,1.059,0.914,46.36,0.08468,0.07435,42.04,168.012,200.5488,142.5539163452894,27.93032178032329,1.0593319401,1.1126694248,1.0593319401,1.1126694248,1.093,0.989,52.13,1.09284,0.988788,52.13,23.376,0.0,3.44,1.159,0.137,0.005,0.0
52,52,0_53,0_25,3617.052,49.03275,17.5097,0.0147,187.9925,33.0,39.0,98.0,192.0,98.1518,191.9157,98.1518,191.9157,142.57613412806884,27.932942236412305,1.372,1.239,66.62,0.02401,0.02192,50.18,98.1518,191.9157,142.57613412806884,27.932942236412305,0.53640356867,0.61411748716,0.53640356867,0.61411748716,0.787,0.728,75.1,0.787428,0.7283393,75.1,23.3838,0.0,2.36,1.107,0.097,0.911,0.0
53,53,0_54,0_24,1833.088,38.27454,18.2476,0.0227,188.0828,22.0,25.0,324.0,191.0,323.6364,191.5337,323.6364,191.5337,142.5043347894153,27.93240968360229,1.22,1.056,83.02,0.03293,0.02769,81.39,323.6364,191.5337,142.5043347894153,27.93240968360229,0.47676202697,0.52371668712,0.47676202697,0.52371668712,0.725,0.69,80.61,0.7245943,0.6895229,80.61,23.3841,0.0,2.24,1.155,0.134,0.968,0.0
54,54,0_55,0_23,878.8468,32.09045,19.0458,0.0397,187.2599,14.0,19.0,334.0,172.0,333.9522,172.3517,333.9522,172.3517,142.50098489358132,27.93777197535246,1.122,0.959,55.77,0.05319,0.0443,50.13,333.9522,172.3517,142.50098489358132,27.93777197535246,0.46244835719,0.5058693781,0.46244835719,0.5058693781,0.727,0.663,59.44,0.7274002,0.6627267,59.44,23.3334,0.0,2.24,1.17,0.145,0.967,0.0
56,56,0_57,0_21,182.7216,17.52312,20.7511,0.1041,187.4852,5.0,6.0,301.0,151.0,300.5252,151.0469,300.5252,151.0469,142.51155598325192,27.943859394358626,0.767,0.499,-89.88,0.10257,0.06305,89.86,300.5252,151.0469,142.51155598325192,27.943859394358626,0.46989543587,0.46111941633,0.46989543587,0.46111941633,0.686,0.679,-5.75,0.6855549,0.6789914,-5.75,23.3501,0.0,2.47,1.537,0.349,0.5,0.0
57,57,0_58,0_20,4882.988,54.17176,17.1839,0.012,187.7838,39.0,46.0,213.0,125.0,213.3055,125.0604,213.3055,125.0604,142.53924344065385,27.951416147269384,1.483,1.253,73.28,0.0228,0.01818,72.98,213.3055,125.0604,142.53924344065385,27.951416147269384,0.54497899763,0.62480673218,0.54497899763,0.62480673218,0.793,0.736,77.97,0.7928448,0.7356513,77.97,23.3682,0.0,2.57,1.184,0.155,0.912,0.0
58,58,0_59,0_19,312.3895,22.71574,20.1688,0.079,188.1045,9.0,10.0,232.0,122.0,231.534,122.5027,231.534,122.5027,142.5334297398533,27.95208321543606,0.966,0.707,-16.0,0.08969,0.06618,-18.21,231.534,122.5027,142.5334297398533,27.95208321543606,0.57729978046,0.45653974223,0.57729978046,0.45653974223,0.767,0.668,-15.95,0.7668371,0.6676828,-15.95,23.3901,0.0,2.47,1.366,0.268,0.743,0.0
60,60,0_61,0_17,438.4162,26.7997,19.8009,0.0664,188.7967,12.0,14.0,311.0,98.0,311.4404,98.3702,311.4404,98.3702,142.5079008425804,27.958636094584907,1.1,0.836,50.66,0.07978,0.05904,45.94,311.4404,98.3702,142.5079008425804,27.958636094584907,0.77484571494,0.92985592179,0.77484571494,0.92985592179,0.983,0.859,66.31,0.9832748,0.8589949,66.31,23.4422,0.0,3.34,1.317,0.24,0.032,0.0
61,61,0_62,0_16,337.6731,22.91038,20.0843,0.0737,187.1275,10.0,10.0,168.0,91.0,167.6953,91.2049,167.6953,91.2049,142.55365744387737,27.96106245602977,0.928,0.742,48.56,0.08306,0.06553,45.88,167.6953,91.2049,142.55365744387737,27.96106245602977,0.66145252414,0.75809957238,0.66145252414,0.75809957238,0.881,0.802,68.21,0.8811806,0.8019182,68.21,23.3282,0.0,3.49,1.249,0.2,0.415,0.0
62,62,0_63,0_15,633.4708,28.27103,19.4013,0.0485,186.2497,11.0,15.0,259.0,75.0,259.3635,75.0726,259.3635,75.0726,142.52440718814708,27.965336866441834,1.053,0.851,78.86,0.06336,0.04833,80.42,259.3635,75.0726,142.52440718814708,27.965336866441834,0.406551016,0.47779148614,0.406551016,0.47779148614,0.693,0.636,79.42,0.6930862,0.6355895,79.42,23.2803,0.0,2.48,1.238,0.192,0.938,0.0
63,63,0_64,0_14,2728.854,46.70173,17.8156,0.0186,187.6616,31.0,37.0,174.0,72.0,174.5201,72.4419,174.5201,72.4419,142.5514216163925,27.96631796270724,1.422,1.205,81.76,0.03195,0.02597,86.41,174.5201,72.4419,142.5514216163925,27.96631796270724,0.55990605146,0.58745553193,0.55990605146,0.58745553193,0.775,0.739,60.17,0.7752108,0.7391953,60.17,23.3626,0.0,2.34,1.18,0.152,0.921,0.0
64,64,0_65,0_13,446.5454,27.23937,19.7809,0.0662,187.6007,12.0,14.0,78.0,67.0,78.5245,67.4981,78.5245,67.4981,142.58198342190008,27.96797320506862,1.085,0.837,48.71,0.08051,0.05991,45.22,78.5245,67.4981,142.58198342190008,27.96797320506862,0.78088644126,0.92030299032,0.78088644126,0.92030299032,0.977,0.864,65.93,0.977267,0.8637932,65.93,23.3466,0.0,2.91,1.297,0.229,0.31,0.0
65,65,0_66,0_12,689.7668,30.50231,19.3088,0.048,187.938,14.0,18.0,461.0,63.0,461.0992,63.2019,461.0992,63.2019,142.46011798306526,27.96807428707402,1.11,0.991,-20.72,0.05968,0.05263,-25.27,461.0992,63.2019,142.46011798306526,27.96807428707402,0.72198535297,0.6598683118,0.72198535297,0.6598683118,0.851,0.811,-11.17,0.8511787,0.8107703,-11.17,23.3891,0.0,2.97,1.121,0.108,0.229,0.0
66,66,0_67,0_11,290.1635,20.73653,20.249,0.0776,187.5699,8.0,8.0,110.0,57.0,109.9211,57.1461,109.9211,57.1461,142.5719483534836,27.97079746417289,0.804,0.658,43.01,0.07749,0.06137,44.71,109.9211,57.1461,142.5719483534836,27.97079746417289,0.39411426445,0.38517817418,0.39411426445,0.38517817418,0.646,0.601,40.44,0.6463968,0.6012185,40.44,23.3464,0.0,1.83,1.223,0.182,0.477,0.0
67,67,0_68,0_10,589.4682,28.87808,19.4794,0.0532,187.2732,13.0,16.0,305.0,55.0,304.7311,54.9534,304.7311,54.9534,142.50988937589415,27.970860868596542,1.09,0.904,61.39,0.06865,0.05416,63.79,304.7311,54.9534,142.50988937589415,27.970860868596542,0.62415932779,0.64969140771,0.62415932779,0.64969140771,0.83,0.765,52.09,0.8301017,0.7647103,52.09,23.3436,0.0,2.8,1.207,0.171,0.8,0.0
68,68,0_69,0_9,240.0334,21.73069,20.4549,0.0983,187.58,9.0,9.0,96.0,55.0,96.022,55.0042,96.022,55.0042,142.5763689757923,27.971437728742664,0.82,0.774,-46.62,0.08564,0.08531,-44.27,96.022,55.0042,142.5763689757923,27.971437728742664,1.3633788671,1.3601941686,1.3633788671,1.3601941686,1.251,1.076,-44.78,1.251448,1.075849,-44.78,23.3435,0.0,4.73,1.06,0.056,0.002,0.0
69,69,0_70,0_8,648.8171,33.47057,19.3753,0.056,187.7943,18.0,21.0,2.0,48.0,2.0303,47.895,2.0303,47.895,142.60628941280103,27.97368941294611,1.191,1.12,86.87,0.07002,0.0695,-84.94,2.0303,47.895,142.60628941280103,27.97368941294611,1.0758532772,1.376445004,1.0758532772,1.376445004,1.174,1.037,87.06,1.173559,1.036849,87.06,23.3316,24.0,3.58,1.063,0.059,0.039,0.0
