col1_1,Unnamed: 0_1,NUMBER_1,ID_PARENT_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO_1,MAGERR_ISO_1,BACKGROUND_1,ISOAREA_IMAGE_1,ISOAREAF_IMAGE_1,XPEAK_IMAGE_1,YPEAK_IMAGE_1,X_IMAGE_1,Y_IMAGE_1,X_IMAGE_DBL_1,Y_IMAGE_DBL_1,X_WORLD_1,Y_WORLD_1,A_IMAGE_1,B_IMAGE_1,THETA_IMAGE_1,ERRA_IMAGE_1,ERRB_IMAGE_1,ERRTHETA_IMAGE_1,XWIN_IMAGE_1,YWIN_IMAGE_1,XWIN_WORLD_1,YWIN_WORLD_1,X2WIN_IMAGE_1,Y2WIN_IMAGE_1,X2WIN_WORLD_1,Y2WIN_WORLD_1,AWIN_IMAGE_1,BWIN_IMAGE_1,THETAWIN_IMAGE_1,AWIN_WORLD_1,BWIN_WORLD_1,THETAWIN_WORLD_1,MU_THRESHOLD_1,FLAGS_1,FWHM_IMAGE_1,ELONGATION_1,ELLIPTICITY_1,CLASS_STAR_1,SUBDIV_NUMBER_1,col1_2,Unnamed: 0_2,NUMBER_2,ID_PARENT_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO_2,MAGERR_ISO_2,BACKGROUND_2,ISOAREA_IMAGE_2,ISOAREAF_IMAGE_2,XPEAK_IMAGE_2,YPEAK_IMAGE_2,X_IMAGE_2,Y_IMAGE_2,X_IMAGE_DBL_2,Y_IMAGE_DBL_2,X_WORLD_2,Y_WORLD_2,A_IMAGE_2,B_IMAGE_2,THETA_IMAGE_2,ERRA_IMAGE_2,ERRB_IMAGE_2,ERRTHETA_IMAGE_2,XWIN_IMAGE_2,YWIN_IMAGE_2,XWIN_WORLD_2,YWIN_WORLD_2,X2WIN_IMAGE_2,Y2WIN_IMAGE_2,X2WIN_WORLD_2,Y2WIN_WORLD_2,AWIN_IMAGE_2,BWIN_IMAGE_2,THETAWIN_IMAGE_2,AWIN_WORLD_2,BWIN_WORLD_2,THETAWIN_WORLD_2,MU_THRESHOLD_2,FLAGS_2,FWHM_IMAGE_2,ELONGATION_2,ELLIPTICITY_2,CLASS_STAR_2,SUBDIV_NUMBER_2,GroupID,GroupSize,Separation
0,0,0_1,0_528,263935.8,278.7827,12.6587,0.0011,1.800145,57352.0,57352.0,460.0,358.0,460.2743,358.1253,460.2743,358.1253,192.7252379774908,27.84185523368406,164.061,86.691,14.92,0.2072,0.10818,14.91,460.2743,358.1253,192.7252379774908,27.84185523368406,5446.3392538,4794.36179,5446.3392538,4794.36179,77.044,65.612,33.22,77.0439,65.61203,33.22,25.6706,19.0,3.29,1.892,0.472,0.117,0.0,16,16,0_17,0_24,83588.11,279.7118,13.907,0.0036,406.1062,735.0,798.0,460.0,358.0,460.3873,358.5792,460.3873,358.5792,192.7252059470572,27.841726781749134,5.347,5.16,86.75,0.02569,0.02451,-78.34,460.3873,358.5792,192.7252059470572,27.841726781749134,6.3773619349,6.4740907397,6.3773619349,6.4740907397,2.563,2.506,54.82,2.563117,2.506369,54.82,22.945,0.0,5.33,1.036,0.035,0.029,0.0,,,0.467754433437065
1,1,0_2,0_528,10894.74,71.78079,16.1194,0.0072,3.411036,6080.0,6080.0,99.0,202.0,99.4698,202.198,99.4698,202.198,192.8387448931893,27.8883500308231,31.17,24.006,75.26,0.14333,0.10993,75.66,99.4698,202.198,192.8387448931893,27.8883500308231,1.0194095202,0.98704486325,1.0194095202,0.98704486325,1.031,0.971,37.17,1.031098,0.971232,37.17,28.231,19.0,2.38,1.298,0.23,0.03,0.0,27,27,0_28,0_12,2550.98,55.5203,17.6956,0.0236,403.8758,29.0,33.0,100.0,202.0,99.5533,202.4473,99.5533,202.4473,192.83872039860088,27.888279335114547,1.399,1.26,46.23,0.03688,0.03423,46.23,99.5533,202.4473,192.83872039860088,27.888279335114547,0.86456683473,0.85237596614,0.86456683473,0.85237596614,0.96,0.892,42.21,0.9597858,0.8920504,42.21,22.8859,0.0,3.13,1.11,0.099,0.959,0.0,,,0.26291203852239314
2,2,0_3,0_528,19528.19,67.47495,15.4858,0.0038,3.322599,2564.0,2564.0,240.0,166.0,240.157,166.4708,240.157,166.4708,192.7936567057641,27.89736733072925,11.226,9.666,-62.44,0.04859,0.04174,-64.55,240.157,166.4708,192.7936567057641,27.89736733072925,0.43474104626,0.45471636099,0.43474104626,0.45471636099,0.691,0.642,53.87,0.6910249,0.6418271,53.87,27.7374,3.0,1.81,1.161,0.139,0.904,0.0,29,29,0_30,0_10,14168.87,87.74126,15.8341,0.0067,403.368,63.0,66.0,240.0,166.0,240.2823,166.8058,240.2823,166.8058,192.7936196536219,27.89727223138095,1.703,1.479,59.8,0.01414,0.01234,72.86,240.2823,166.8058,192.7936196536219,27.89727223138095,0.92247497709,0.95075267255,0.92247497709,0.95075267255,1.01,0.924,49.89,1.009908,0.9237492,49.89,22.8482,0.0,3.05,1.151,0.132,0.983,0.0,,,0.35766617117082894
3,3,0_4,0_528,26116.93,94.03295,15.1701,0.0039,1.790445,7823.0,7823.0,169.0,83.0,168.8768,83.3204,168.8768,83.3204,192.81564973726697,27.92126562390952,49.544,30.753,81.14,0.20047,0.12483,80.86,168.8768,83.3204,192.81564973726697,27.92126562390952,3944.3311663,3191.4649323,3944.3311663,3191.4649323,62.889,56.398,-6.77,62.88948,56.39777,-6.77,25.6169,19.0,6.79,1.611,0.379,0.044,0.0,34,34,0_35,0_5,3135.385,72.51369,17.4717,0.0251,403.0739,56.0,58.0,169.0,83.0,168.8905,83.5416,168.8905,83.5416,192.8156472357949,27.921203338672107,2.789,1.29,60.81,0.07669,0.03518,61.54,168.8905,83.5416,192.8156472357949,27.921203338672107,2.3432786789,3.2908809632,2.3432786789,3.2908809632,1.956,1.345,59.03,1.955529,1.345387,59.03,22.8405,0.0,8.57,2.162,0.537,0.007,0.0,,,0.22162384799474596
50,50,0_51,0_47,20170.38,57.97987,15.4506,0.0031,1.677156,67.0,67.0,450.0,17.0,450.4393,16.614,450.4393,16.614,192.72541868698872,27.93793207721922,1.015,0.93,37.13,0.00301,0.00276,36.95,450.4393,16.614,192.72541868698872,27.93793207721922,0.37852747198,0.36947029867,0.37852747198,0.36947029867,0.628,0.594,38.68,0.6282445,0.594396,38.68,25.3519,0.0,1.9,1.09,0.083,0.978,0.0,0,0,0_1,0_2,17349.83,93.82597,15.6142,0.0059,403.2505,68.0,75.0,450.0,17.0,450.5686,16.9901,450.5686,16.9901,192.72538075318008,27.93782538914864,1.734,1.535,56.49,0.01314,0.01153,59.57,450.5686,16.9901,192.72538075318008,27.93782538914864,0.94478730861,0.95650183989,0.94478730861,0.95650183989,1.009,0.94,47.5,1.008926,0.9398709,47.5,22.8724,0.0,3.18,1.13,0.115,0.975,0.0,,,0.3977055443415403
57,57,0_58,0_43,1098.575,17.33704,18.6103,0.0171,1.696456,151.0,151.0,174.0,13.0,173.7146,12.9137,173.7146,12.9137,192.81351685387247,27.94102304743794,2.873,2.632,49.36,0.05069,0.04758,47.05,173.7146,12.9137,192.81351685387247,27.94102304743794,4.0972611526,4.1083653489,4.0972611526,4.1083653489,2.085,1.964,45.65,2.084922,1.964364,45.65,25.3796,17.0,5.18,1.091,0.084,0.022,0.0,1,1,0_2,0_1,142.9446,20.27195,20.8245,0.154,403.3522,5.0,5.0,174.0,13.0,174.1849,12.6066,174.1849,12.6066,192.81336449045543,27.941105935901508,0.763,0.448,-18.48,0.13282,0.07672,-18.44,174.1849,12.6066,192.81336449045543,27.941105935901508,1.2130783236,1.2606186018,1.2130783236,1.2606186018,1.128,1.096,65.91,1.128052,1.095991,65.91,22.8821,0.0,3.44,1.704,0.413,0.29,0.0,,,0.5616871905251253
138,138,0_139,0_528,14546.12,69.03362,15.8055,0.0052,3.330536,4829.0,4829.0,203.0,285.0,203.1682,285.0369,203.1682,285.0369,192.8064341516683,27.864304891332768,21.226,19.392,-30.01,0.09022,0.0843,1.68,203.1682,285.0369,192.8064341516683,27.864304891332768,0.66142060083,0.66168419621,0.66142060083,0.66168419621,0.828,0.799,45.16,0.8278039,0.7986524,45.16,27.8192,3.0,1.99,1.095,0.086,0.029,0.0,22,22,0_23,0_17,4157.521,65.03445,17.1653,0.017,403.8553,38.0,44.0,203.0,285.0,203.2938,285.3757,203.2938,285.3757,192.80639704040823,27.864208719952448,1.534,1.352,59.88,0.03153,0.02745,54.22,203.2938,285.3757,192.80639704040823,27.864208719952448,0.85085732305,0.89115851923,0.85085732305,0.89115851923,0.962,0.904,55.99,0.9616908,0.9039726,55.99,22.8789,0.0,3.04,1.135,0.119,0.979,0.0,,,0.36133198031725955
139,139,0_140,0_630,33720.48,79.40437,14.8927,0.0026,1.726004,991.0,991.0,313.0,494.0,312.516,492.8262,312.516,492.8262,192.77340666270723,27.80508140279206,5.012,3.466,89.08,0.0155,0.01016,-88.53,312.516,492.8262,192.77340666270723,27.80508140279206,1.9611979863,2.080633565,1.9611979863,2.080633565,1.48,1.36,55.23,1.480449,1.360185,55.23,25.4298,16.0,4.09,1.446,0.309,0.23,0.0,3,3,0_4,0_37,28969.39,147.7222,15.0576,0.0055,404.4738,198.0,210.0,313.0,494.0,312.6467,493.8128,312.6467,493.8128,192.7733735168064,27.80480304690889,3.163,2.574,68.59,0.02192,0.0178,65.91,312.6467,493.8128,192.7733735168064,27.80480304690889,3.0633402447,3.3936976748,3.0633402447,3.3936976748,1.872,1.719,63.47,1.871733,1.71862,63.47,22.8571,16.0,5.25,1.229,0.186,0.029,0.0,,,0.9952195988825868
159,159,0_160,0_515,62603.63,101.5734,14.2209,0.0018,1.557057,67.0,67.0,500.0,460.0,500.0972,459.6214,500.0972,459.6214,192.7134475479369,27.81302256993924,0.919,0.834,31.43,0.00151,0.00137,31.66,500.0972,459.6214,192.7134475479369,27.81302256993924,0.30410761402,0.330996135,0.30410761402,0.330996135,0.582,0.544,64.77,0.5819545,0.5444564,64.77,25.3627,0.0,1.63,1.102,0.092,0.999,0.0,7,7,0_8,0_33,58424.2,139.7466,14.2959,0.0026,404.1592,113.0,123.0,500.0,460.0,500.2287,460.0232,500.2287,460.0232,192.7134092045733,27.81290862099898,1.891,1.668,53.15,0.00675,0.0057,53.63,500.2287,460.0232,192.7134092045733,27.81290862099898,0.97986740155,0.96658408348,0.97986740155,0.96658408348,1.02,0.951,42.2,1.020471,0.9513626,42.2,22.8588,16.0,3.24,1.133,0.118,0.984,0.0,,,0.42277120289819703
166,166,0_167,0_509,2744.51,24.64351,17.6162,0.0098,3.215075,232.0,232.0,327.0,457.0,326.128,455.745,326.128,455.745,192.768759313685,27.81540670025285,3.409,2.379,76.52,0.03667,0.02421,78.79,326.128,455.745,192.768759313685,27.81540670025285,1.5572455879,1.4610938907,1.5572455879,1.4610938907,1.252,1.204,17.61,1.252206,1.204292,17.61,26.944,1.0,5.25,1.433,0.302,0.031,0.0,8,8,0_9,0_32,1697.143,54.95881,18.1381,0.0352,404.0962,31.0,34.0,327.0,457.0,326.594,456.9369,326.594,456.9369,192.76862125732384,27.81506815155977,1.523,1.373,59.19,0.05939,0.05183,65.79,326.594,456.9369,192.76862125732384,27.81506815155977,1.5712023845,1.5377866922,1.5712023845,1.5377866922,1.27,1.223,36.66,1.269917,1.223234,36.66,22.8515,0.0,4.32,1.11,0.099,0.034,0.0,,,1.2797584186087425
169,169,0_170,0_506,2956.554,23.61298,17.5354,0.0087,1.660249,87.0,87.0,16.0,454.0,16.4354,454.3277,16.4354,454.3277,192.8672735216022,27.818058936882085,1.453,1.426,75.56,0.01369,0.01261,-59.75,16.4354,454.3277,192.8672735216022,27.818058936882085,0.72183949532,0.70174405864,0.72183949532,0.70174405864,0.87,0.817,38.52,0.8698191,0.8166996,38.52,25.3429,0.0,2.5,1.02,0.019,0.983,0.0,9,9,0_10,0_31,1916.391,51.8854,18.0062,0.0294,404.1461,26.0,30.0,16.0,454.0,16.5284,454.52,16.5284,454.52,192.8672455345232,27.81800419832389,1.432,1.153,47.56,0.04917,0.03866,48.12,16.5284,454.52,192.8672455345232,27.81800419832389,0.86637087514,0.86142790778,0.86637087514,0.86142790778,0.976,0.88,44.21,0.9762555,0.8801841,44.21,22.8701,0.0,3.19,1.241,0.194,0.926,0.0,,,0.21360779480158418
309,309,0_310,0_397,13200.49,46.93995,15.9109,0.0039,3.448712,77.0,77.0,161.0,385.0,161.4217,385.3408,161.4217,385.3408,192.82056573621537,27.836408442050036,1.103,0.995,35.37,0.00413,0.00374,34.78,161.4217,385.3408,192.82056573621537,27.836408442050036,0.42898088844,0.41073366313,0.42898088844,0.41073366313,0.669,0.626,35.42,0.6690763,0.6261402,35.42,27.806,0.0,1.96,1.109,0.098,0.984,0.0,14,14,0_15,0_26,11054.1,84.02164,16.1036,0.0083,403.8503,61.0,65.0,161.0,385.0,161.5448,385.7033,161.5448,385.7033,192.8205296208838,27.836305624984185,1.699,1.499,55.29,0.01745,0.01533,60.16,161.5448,385.7033,192.8205296208838,27.836305624984185,0.95594055566,0.95929808249,0.95594055566,0.95929808249,1.019,0.937,45.6,1.018642,0.9368064,45.6,22.8749,0.0,3.21,1.133,0.118,0.98,0.0,,,0.38283137280010593
319,319,0_320,0_388,373540.7,247.5332,12.2816,7.0E-4,3.160985,72.0,72.0,352.0,373.0,351.8125,373.2065,351.8125,373.2065,192.75988063249105,27.83842254323526,0.836,0.749,46.85,5.6E-4,5.0E-4,46.84,351.8125,373.2065,192.75988063249105,27.83842254323526,0.23290656388,0.23086862799,0.23290656388,0.23086862799,0.494,0.468,42.67,0.4943811,0.4683615,42.67,27.4619,4.0,4.7,1.117,0.105,1.0,0.0,15,15,0_16,0_25,367606.8,281.608,12.2989,8.0E-4,404.9943,222.0,236.0,352.0,373.0,351.9248,373.5908,351.9248,373.5908,192.75984819192072,27.838313667754456,1.979,1.763,59.21,0.00214,0.00197,51.7,351.9248,373.5908,192.75984819192072,27.838313667754456,0.9483521139,0.98753574014,0.9483521139,0.98753574014,1.027,0.939,51.58,1.026622,0.939114,51.58,22.9033,0.0,3.21,1.123,0.109,0.986,0.0,,,0.40037205197166054
401,401,0_402,0_326,42838.11,84.02281,14.6328,0.0021,3.384623,69.0,69.0,325.0,268.0,325.3625,267.8557,325.3625,267.8557,192.76739664803293,27.86823659796203,0.942,0.837,35.37,0.00188,0.00168,35.4,325.3625,267.8557,192.76739664803293,27.86823659796203,0.34288222681,0.29612878402,0.34288222681,0.29612878402,0.592,0.537,21.09,0.5924932,0.5366217,21.09,27.7242,0.0,1.6,1.125,0.111,1.0,0.0,23,23,0_24,0_16,39091.33,122.5478,14.7322,0.0034,404.2452,96.0,107.0,325.0,268.0,325.4852,268.252,325.4852,268.252,192.76736098085584,27.868124276675186,1.841,1.624,58.72,0.00837,0.00745,65.1,325.4852,268.252,192.76736098085584,27.868124276675186,0.94870768499,0.95325658429,0.94870768499,0.95325658429,1.017,0.931,45.78,1.01729,0.9311739,45.78,22.8966,0.0,3.21,1.134,0.118,0.985,0.0,,,0.41486019331818214
432,432,0_433,0_298,24239.34,63.84079,15.2511,0.0029,3.226582,205.0,205.0,276.0,236.0,276.5086,236.1042,276.5086,236.1042,192.7826758763738,27.877523652251757,2.025,1.023,-44.31,0.00799,0.00293,-44.52,276.5086,236.1042,192.7826758763738,27.877523652251757,0.3810151611,0.35744230133,0.3810151611,0.35744230133,0.626,0.588,29.63,0.6263276,0.5883631,29.63,27.3932,0.0,1.86,1.98,0.495,0.975,0.0,26,26,0_27,0_13,21352.94,101.7928,15.3888,0.0052,402.6783,76.0,85.0,276.0,236.0,276.4834,236.6412,276.4834,236.6412,192.78268846465423,27.87737286807366,1.78,1.566,61.29,0.01207,0.01054,66.93,276.4834,236.6412,192.78268846465423,27.87737286807366,0.95425257462,0.972198275,0.95425257462,0.972198275,1.016,0.945,48.7,1.016293,0.9453041,48.7,22.8145,0.0,3.16,1.137,0.12,0.982,0.0,,,0.5375909597454237
469,469,0_470,0_270,2638.052,31.62131,17.6592,0.013,1.919419,757.0,757.0,507.0,141.0,506.1202,141.0813,506.1202,141.0813,192.7087655776502,27.90252622222967,27.027,7.911,-10.78,0.341,0.1002,-10.88,506.1202,141.0813,192.7087655776502,27.90252622222967,707.12925569,85.930443113,707.12925569,85.930443113,27.027,7.911,-10.78,27.02736,7.910846,-10.78,25.4372,19.0,3.68,3.416,0.707,0.047,0.0,30,30,0_31,0_9,261.6721,26.12207,20.168,0.1084,403.116,8.0,8.0,507.0,141.0,506.8656,140.8932,506.8656,140.8932,192.7085266340023,27.90257348364438,0.85,0.674,-44.49,0.10409,0.08228,-45.0,506.8656,140.8932,192.7085266340023,27.90257348364438,1.1931106411,1.0615385293,1.1931106411,1.0615385293,1.099,1.024,-17.2,1.098657,1.023524,-17.2,22.8656,16.0,4.49,1.261,0.207,0.211,0.0,,,0.768767045339444
580,580,0_581,0_177,140672.5,152.0223,13.3419,0.0012,3.53568,68.0,68.0,289.0,101.0,289.4485,101.0684,289.4485,101.0684,192.77740782430965,27.915390331516225,0.873,0.774,36.67,9.5E-4,8.4E-4,36.46,289.4485,101.0684,192.77740782430965,27.915390331516225,0.31429712353,0.23872606227,0.31429712353,0.23872606227,0.564,0.484,12.85,0.564311,0.4843307,12.85,27.196,0.0,1.46,1.128,0.113,1.0,0.0,31,31,0_32,0_8,135701.3,187.4751,13.3809,0.0015,403.5246,150.0,163.0,289.0,101.0,289.5805,101.461,289.5805,101.461,192.7773691338916,27.91527898988611,1.926,1.723,56.81,0.00381,0.00353,55.14,289.5805,101.461,192.7773691338916,27.91527898988611,0.96464867779,0.99245045065,0.96464867779,0.99245045065,1.032,0.945,49.65,1.03179,0.9447266,49.65,22.8729,0.0,3.24,1.118,0.106,0.984,0.0,,,0.4141965234040329
615,615,0_616,0_154,135455.7,149.1949,13.3829,0.0012,3.633257,69.0,69.0,385.0,75.0,385.1644,74.6577,385.1644,74.6577,192.7467045795147,27.92210438378955,0.878,0.79,35.21,9.7E-4,8.8E-4,35.24,385.1644,74.6577,192.7467045795147,27.92210438378955,0.27666577653,0.30668599691,0.27666577653,0.30668599691,0.561,0.518,65.53,0.5608267,0.5184836,65.53,27.1341,0.0,1.57,1.112,0.1,1.0,0.0,35,35,0_36,0_4,130491.2,185.2054,13.4235,0.0015,403.1667,155.0,165.0,385.0,75.0,385.2968,75.0473,385.2968,75.0473,192.7466657620059,27.921993878637736,1.935,1.722,55.11,0.00405,0.00362,58.81,385.2968,75.0473,192.7466657620059,27.921993878637736,0.97625105089,0.97197897188,0.97625105089,0.97197897188,1.023,0.95,44.15,1.022907,0.9496799,44.15,22.8831,0.0,3.24,1.123,0.11,0.984,0.0,,,0.41148258772395946
665,665,0_666,0_623,1158.645,18.13392,18.5525,0.017,1.581239,221.0,221.0,359.0,496.0,359.3692,496.4366,359.3692,496.4366,192.7585331819527,27.803720350078745,4.295,2.883,55.14,0.08475,0.05501,53.75,359.3692,496.4366,192.7585331819527,27.803720350078745,6.52245994,7.117381781,6.52245994,7.117381781,2.683,2.538,70.93,2.682937,2.538049,70.93,25.5199,19.0,3.71,1.489,0.329,0.121,0.0,4,4,0_5,0_36,207.2415,22.76216,20.4212,0.1193,404.345,5.0,6.0,359.0,496.0,359.2006,496.1962,359.2006,496.1962,192.75858475175164,27.8037891877722,0.763,0.559,40.01,0.102,0.07521,44.71,359.2006,496.1962,192.75858475175164,27.8037891877722,0.97770709857,0.7758240273,0.97770709857,0.7758240273,1.02,0.845,25.84,1.019594,0.8449612,25.84,22.86,0.0,2.7,1.364,0.267,0.457,0.0,,,0.2936292219790129
719,719,0_720,0_609,5300.054,30.41246,16.9017,0.0062,1.541614,75.0,75.0,471.0,500.0,471.1474,499.8582,471.1474,499.8582,192.7230058793509,27.80192697017898,1.237,1.154,41.43,0.0077,0.00727,45.76,471.1474,499.8582,192.7230058793509,27.80192697017898,0.53960840005,0.52560798072,0.53960840005,0.52560798072,0.747,0.712,37.0,0.7470064,0.7121782,37.0,25.413,0.0,2.06,1.072,0.067,0.983,0.0,2,2,0_3,0_38,3868.557,62.16562,17.2435,0.0175,403.8219,35.0,40.0,471.0,500.0,471.2012,500.1383,471.2012,500.1383,192.72299119305725,27.80184781833897,1.479,1.314,46.43,0.03079,0.02725,40.46,471.2012,500.1383,192.72299119305725,27.80184781833897,0.86364898658,0.86428331196,0.86364898658,0.86428331196,0.965,0.893,45.14,0.9648994,0.8926933,45.14,22.8596,0.0,3.0,1.126,0.112,0.981,0.0,,,0.2852200028048505
780,780,0_781,0_590,3861.324,35.49653,17.2456,0.01,1.58801,889.0,889.0,412.0,449.0,411.6148,448.7769,411.6148,448.7769,192.74150281514804,27.816732354579816,15.184,8.35,-49.34,0.15897,0.08789,-50.37,411.6148,448.7769,192.74150281514804,27.816732354579816,590.52870824,513.63456292,590.52870824,513.63456292,24.31,22.653,-4.39,24.31017,22.65345,-4.39,25.4836,19.0,3.36,1.818,0.45,0.149,0.0,10,10,0_11,0_30,806.5056,39.79326,18.9459,0.0536,404.7455,17.0,18.0,412.0,449.0,411.6674,448.8245,411.6674,448.8245,192.741486491267,27.816718580635904,1.159,1.03,-68.89,0.06876,0.06059,-65.25,411.6674,448.8245,192.741486491267,27.816718580635904,1.1892554895,1.2216447995,1.1892554895,1.2216447995,1.105,1.09,-85.47,1.105373,1.090436,-85.47,22.8876,0.0,3.65,1.125,0.111,0.465,0.0,,,0.0709402565543516
818,818,0_819,0_569,1197.899,16.45875,18.5164,0.0149,3.079422,101.0,101.0,463.0,483.0,463.1988,482.5806,463.1988,482.5806,192.72538469034632,27.806843936174825,1.969,1.703,28.79,0.02986,0.02581,28.94,463.1988,482.5806,192.72538469034632,27.806843936174825,0.99244549654,0.95810169112,0.99244549654,0.95810169112,1.009,0.966,33.24,1.009105,0.9655328,33.24,26.7948,1.0,2.89,1.156,0.135,0.061,0.0,5,5,0_6,0_35,635.5334,35.14457,19.2046,0.0601,403.5119,12.0,14.0,463.0,483.0,463.2406,482.5345,463.2406,482.5345,192.7253709941585,27.80685658471928,0.961,0.938,61.72,0.06722,0.06587,-89.87,463.2406,482.5345,192.7253709941585,27.80685658471928,0.74222224011,0.70696597944,0.74222224011,0.70696597944,0.878,0.824,33.8,0.8779817,0.8236117,33.8,22.838,0.0,2.99,1.025,0.024,0.559,0.0,,,0.06222901252630814
834,834,1_2,1_634,8418.365,62.04829,16.3993,0.008,2.800612,5501.0,5501.0,683.0,350.0,682.591,350.1257,682.591,350.1257,192.6544271027651,27.842423759360177,49.623,32.677,-5.69,0.24406,0.16096,-5.69,682.591,350.1257,192.6544271027651,27.842423759360177,480.42058378,483.64006836,480.42058378,483.64006836,22.054,21.855,-55.81,22.05449,21.85543,-55.81,27.4804,19.0,2.81,1.519,0.341,0.027,1.0,47,47,1_10,1_22,1005.598,40.67337,18.7063,0.0439,402.7759,16.0,19.0,683.0,350.0,682.7081000000001,350.1644,682.7081000000001,350.1644,192.65439018381943,27.842411985933424,1.186,1.0,46.27,0.06008,0.05132,44.09,682.7081000000001,350.1644,192.65439018381943,27.842411985933424,0.824587011,0.85107785413,0.824587011,0.85107785413,0.972,0.855,48.57,0.9717361,0.8552156,48.57,22.8638,0.0,3.51,1.185,0.156,0.85,1.0,,,0.12332923416616291
836,836,1_4,1_530,2180.466,30.04597,17.866,0.015,2.730227,1281.0,1281.0,645.0,283.0,645.2902,283.2094,645.2902,283.2094,192.6657077588144,27.861519193218747,41.175,9.818,-47.79,0.41993,0.09957,-47.32,645.2902,283.2094,192.6657077588144,27.861519193218747,92.768111781,120.91804524,92.768111781,120.91804524,11.0,9.628,-87.08,10.99962,9.627804,-87.08,27.3535,19.0,3.27,4.194,0.762,0.018,1.0,49,49,1_12,1_20,348.8586,26.39804,19.8558,0.0822,402.0176,7.0,8.0,645.0,283.0,645.1214,283.181,645.1214,283.181,192.6657612293613,27.861528462318617,0.827,0.672,-41.01,0.08171,0.06473,-45.08,645.1214,283.181,192.6657612293613,27.861528462318617,0.86691424025,0.74529570937,0.86691424025,0.74529570937,0.932,0.862,-6.51,0.9319423,0.8623767,-6.51,22.8074,0.0,4.14,1.231,0.188,0.504,1.0,,,0.1711724276862749
841,841,1_9,1_289,4428.207,33.63688,17.0968,0.0082,2.712655,890.0,890.0,736.0,102.0,735.8298,102.3606,735.8298,102.3606,192.6352925414544,27.91166137824644,14.289,5.888,-39.68,0.11959,0.04834,-39.8,735.8298,102.3606,192.6352925414544,27.91166137824644,1.6599737303,1.5536881683,1.6599737303,1.5536881683,1.3,1.235,24.96,1.299762,1.234618,24.96,27.3044,3.0,3.28,2.427,0.588,0.03,1.0,61,61,1_24,1_8,2475.4,61.20676,17.7283,0.0269,404.0349,38.0,42.0,736.0,102.0,735.9402,102.6446,735.9402,102.6446,192.6352599066373,27.91158070290355,1.705,1.44,41.28,0.0505,0.042,44.93,735.9402,102.6446,192.6352599066373,27.91158070290355,1.6408583458,1.5936883959,1.6408583458,1.5936883959,1.308,1.234,37.74,1.308192,1.234172,37.74,22.9054,0.0,4.58,1.184,0.155,0.023,1.0,,,0.3047033967647904
860,860,1_28,1_70,2070.167,20.99084,17.9224,0.011,1.421624,147.0,147.0,784.0,11.0,784.4093,10.5878,784.4093,10.5878,192.61901004474967,27.93708081970262,5.626,1.601,56.49,0.07387,0.01765,56.71,784.4093,10.5878,192.61901004474967,27.93708081970262,1.1317741189,1.085016773,1.1317741189,1.085016773,1.079,1.026,32.64,1.079018,1.02592,32.64,25.5038,19.0,3.0,3.514,0.715,0.913,1.0,39,39,1_2,1_3,1060.26,43.27056,18.6489,0.0443,403.0192,21.0,21.0,784.0,11.0,784.3612,10.7598,784.3612,10.7598,192.61902689100447,27.93703284993571,1.236,1.073,48.47,0.06138,0.05324,50.79,784.3612,10.7598,192.61902689100447,27.93703284993571,0.95690307829,0.92495690485,0.95690307829,0.92495690485,1.008,0.93,38.94,1.008442,0.9300023,38.94,22.8587,0.0,3.42,1.152,0.132,0.684,1.0,,,0.17859902015408138
883,883,1_51,1_28,1935.157,20.3213,17.9956,0.0114,1.400829,137.0,137.0,755.0,15.0,755.6188,14.9257,755.6188,14.9257,192.62821682187072,27.936084103983283,2.515,1.768,-46.39,0.03163,0.02005,-44.63,755.6188,14.9257,192.62821682187072,27.936084103983283,1.138623372,1.2337199207,1.138623372,1.2337199207,1.115,1.062,72.5,1.115445,1.062133,72.5,25.4582,16.0,3.34,1.423,0.297,0.933,1.0,38,38,1_1,1_4,963.4021,43.05699,18.7529,0.0485,402.9895,18.0,21.0,755.0,15.0,755.4107,15.3159,755.4107,15.3159,192.6282865502494,27.935976039874976,1.353,0.978,82.9,0.07437,0.04965,82.78,755.4107,15.3159,192.6282865502494,27.935976039874976,0.99359620716,1.1979269372,0.99359620716,1.1979269372,1.098,0.993,79.13,1.098069,0.9928587,79.13,22.8596,0.0,3.64,1.384,0.277,0.78,1.0,,,0.44222352945086013
